459.75,435.75,429.75,425.25,413.25,404.25,407.25,395.25,404.25,390.75,389.25,381.75,378.75,369.75,368.25,360.75,363.75,458.75,469.25,478.25,478.25,491.75,493.25,496.25,493.25,500.75,500.75,505.25,508.25,511.25,514.25,514.25,518.75,509.75
512.25,501.75,491.25,488.25,480.75,476.25,476.25,471.75,471.75,465.75,455.25,446.25,446.25,444.75,438.75,435.75,438.75,409.25,401.75,412.25,407.75,416.75,412.25,415.25,419.75,421.25,415.25,424.25,428.75,430.25,427.25,430.25,424.25,415.25
581.25,570.75,564.75,555.75,545.25,552.75,549.75,552.75,551.25,543.75,534.75,528.75,531.75,528.75,528.75,525.75,537.75,346.25,334.25,353.75,346.25,343.25,343.25,349.25,346.25,352.25,350.75,358.25,349.25,355.25,350.75,346.25,347.75,329.75
638.25,641.25,641.25,633.75,629.25,624.75,623.25,627.75,624.75,629.25,621.75,618.75,621.75,618.75,623.25,609.75,620.25,283.25,289.25,290.75,287.75,290.75,295.25,287.75,299.75,298.25,284.75,293.75,281.75,286.25,289.25,284.75,287.75,268.25
