Format Version,1.21,Take Name,Take 2016-02-09 06.04.27 PM,Capture Frame Rate,206.000000,Export Frame Rate,206.000000,Capture Start Time,2016-02-09 06.04.27.420 PM,Total Frames in Take,4527,Total Exported Frames,4527,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port
,,"8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1872,9.087379,-0.040733,0.026628,0.068493,-0.047480,0.025411,0.084601,-0.020613,0.025342,0.085384,-0.033738,0.023994,0.096665
1873,9.092233,-0.040746,0.026631,0.068502,-0.047489,0.025406,0.084610,-0.020623,0.025346,0.085393,-0.033747,0.023990,0.096674
1874,9.097087,-0.040759,0.026635,0.068512,-0.047499,0.025401,0.084619,-0.020633,0.025350,0.085403,-0.033756,0.023985,0.096683
1875,9.101942,-0.040772,0.026638,0.068522,-0.047509,0.025395,0.084629,-0.020643,0.025355,0.085412,-0.033765,0.023981,0.096692
1876,9.106796,-0.040785,0.026641,0.068532,-0.047519,0.025390,0.084639,-0.020653,0.025359,0.085421,-0.033774,0.023977,0.096701
1877,9.111650,-0.040798,0.026644,0.068542,-0.047529,0.025384,0.084649,-0.020664,0.025364,0.085431,-0.033783,0.023972,0.096710
1878,9.116505,-0.040811,0.026647,0.068553,-0.047539,0.025379,0.084659,-0.020674,0.025368,0.085440,-0.033793,0.023967,0.096719
1879,9.121359,-0.040825,0.026651,0.068563,-0.047550,0.025373,0.084669,-0.020685,0.025373,0.085450,-0.033802,0.023963,0.096729
1880,9.126214,-0.040839,0.026654,0.068574,-0.047561,0.025367,0.084679,-0.020696,0.025378,0.085460,-0.033812,0.023958,0.096738
1881,9.131068,-0.040853,0.026657,0.068585,-0.047571,0.025361,0.084690,-0.020707,0.025382,0.085470,-0.033822,0.023953,0.096748
1882,9.135922,-0.040867,0.026661,0.068596,-0.047583,0.025355,0.084701,-0.020719,0.025387,0.085480,-0.033831,0.023948,0.096758
1883,9.140777,-0.040881,0.026664,0.068607,-0.047594,0.025349,0.084712,-0.020730,0.025392,0.085491,-0.033841,0.023942,0.096767
1884,9.145631,-0.040896,0.026668,0.068619,-0.047605,0.025342,0.084723,-0.020742,0.025397,0.085501,-0.033851,0.023937,0.096777
1885,9.150485,-0.040911,0.026672,0.068630,-0.047617,0.025336,0.084735,-0.020753,0.025402,0.085512,-0.033862,0.023931,0.096787
1886,9.155340,-0.040926,0.026675,0.068642,-0.047629,0.025329,0.084746,-0.020765,0.025407,0.085523,-0.033872,0.023926,0.096797
1887,9.160194,-0.040941,0.026679,0.068654,-0.047641,0.025322,0.084758,-0.020777,0.025412,0.085534,-0.033882,0.023920,0.096807
1888,9.165049,-0.040956,0.026683,0.068666,-0.047653,0.025316,0.084770,-0.020790,0.025417,0.085545,-0.033893,0.023914,0.096818
1889,9.169903,-0.040971,0.026686,0.068679,-0.047666,0.025309,0.084783,-0.020802,0.025423,0.085556,-0.033903,0.023908,0.096828
1890,9.174757,-0.040987,0.026690,0.068691,-0.047678,0.025302,0.084795,-0.020815,0.025428,0.085567,-0.033914,0.023901,0.096838
1891,9.179612,-0.041003,0.026694,0.068704,-0.047691,0.025294,0.084808,-0.020827,0.025433,0.085579,-0.033924,0.023895,0.096849
1892,9.184466,-0.041019,0.026698,0.068717,-0.047704,0.025287,0.084821,-0.020840,0.025439,0.085590,-0.033935,0.023888,0.096859
1893,9.189320,-0.041036,0.026702,0.068730,-0.047718,0.025280,0.084834,-0.020853,0.025444,0.085602,-0.033946,0.023881,0.096870
1894,9.194175,-0.041052,0.026706,0.068744,-0.047731,0.025272,0.084847,-0.020866,0.025449,0.085614,-0.033957,0.023874,0.096881
1895,9.199029,-0.041069,0.026710,0.068757,-0.047745,0.025264,0.084861,-0.020880,0.025455,0.085626,-0.033968,0.023867,0.096891
1896,9.203883,-0.041086,0.026714,0.068771,-0.047759,0.025257,0.084875,-0.020893,0.025461,0.085638,-0.033979,0.023860,0.096902
1897,9.208738,-0.041103,0.026718,0.068785,-0.047773,0.025249,0.084889,-0.020907,0.025466,0.085650,-0.033990,0.023852,0.096913
1898,9.213592,-0.041120,0.026722,0.068799,-0.047787,0.025240,0.084903,-0.020921,0.025472,0.085663,-0.034001,0.023844,0.096924
1899,9.218447,-0.041138,0.026726,0.068813,-0.047802,0.025232,0.084917,-0.020935,0.025478,0.085675,-0.034012,0.023836,0.096935
1900,9.223301,-0.041155,0.026730,0.068828,-0.047817,0.025224,0.084932,-0.020949,0.025483,0.085688,-0.034023,0.023828,0.096946
1901,9.228155,-0.041173,0.026735,0.068842,-0.047832,0.025215,0.084947,-0.020963,0.025489,0.085701,-0.034034,0.023819,0.096957
1902,9.233010,-0.041192,0.026739,0.068857,-0.047847,0.025207,0.084962,-0.020978,0.025495,0.085714,-0.034046,0.023810,0.096968
1903,9.237864,-0.041210,0.026743,0.068872,-0.047862,0.025198,0.084977,-0.020992,0.025501,0.085727,-0.034057,0.023801,0.096979
1904,9.242718,-0.041228,0.026747,0.068888,-0.047878,0.025189,0.084992,-0.021007,0.025507,0.085740,-0.034068,0.023791,0.096989
1905,9.247573,-0.041247,0.026751,0.068903,-0.047894,0.025180,0.085008,-0.021022,0.025513,0.085754,-0.034079,0.023782,0.097000
1906,9.252427,-0.041266,0.026756,0.068919,-0.047910,0.025171,0.085024,-0.021037,0.025519,0.085767,-0.034090,0.023772,0.097011
1907,9.257282,-0.041285,0.026760,0.068934,-0.047926,0.025161,0.085040,-0.021052,0.025524,0.085781,-0.034101,0.023761,0.097022
1908,9.262136,-0.041304,0.026764,0.068950,-0.047943,0.025152,0.085056,-0.021067,0.025530,0.085795,-0.034112,0.023750,0.097033
1909,9.266990,-0.041324,0.026769,0.068967,-0.047959,0.025142,0.085073,-0.021083,0.025536,0.085808,-0.034123,0.023739,0.097044
1910,9.271845,-0.041344,0.026773,0.068983,-0.047976,0.025133,0.085089,-0.021098,0.025542,0.085822,-0.034134,0.023728,0.097054
1911,9.276699,-0.041363,0.026777,0.068999,-0.047993,0.025123,0.085106,-0.021114,0.025548,0.085836,-0.034145,0.023716,0.097065
1912,9.281553,-0.041383,0.026782,0.069016,-0.048010,0.025113,0.085123,-0.021129,0.025554,0.085851,-0.034156,0.023704,0.097075
1913,9.286408,-0.041403,0.026786,0.069033,-0.048027,0.025103,0.085140,-0.021145,0.025560,0.085865,-0.034166,0.023691,0.097086
1914,9.291262,-0.041424,0.026790,0.069050,-0.048045,0.025092,0.085157,-0.021161,0.025566,0.085879,-0.034177,0.023678,0.097096
1915,9.296117,-0.041444,0.026795,0.069067,-0.048063,0.025082,0.085175,-0.021177,0.025572,0.085894,-0.034187,0.023664,0.097106
1916,9.300971,-0.041465,0.026799,0.069084,-0.048080,0.025072,0.085192,-0.021194,0.025578,0.085909,-0.034197,0.023650,0.097116
1917,9.305825,-0.041486,0.026803,0.069101,-0.048098,0.025061,0.085210,-0.021210,0.025584,0.085923,-0.034207,0.023635,0.097126
1918,9.310680,-0.041506,0.026808,0.069119,-0.048117,0.025050,0.085228,-0.021226,0.025590,0.085938,-0.034217,0.023620,0.097136
1919,9.315534,-0.041527,0.026812,0.069136,-0.048135,0.025039,0.085246,-0.021243,0.025596,0.085953,-0.034226,0.023604,0.097145
1920,9.320388,-0.041548,0.026816,0.069154,-0.048153,0.025029,0.085264,-0.021259,0.025602,0.085968,-0.034236,0.023588,0.097154
1921,9.325243,-0.041570,0.026821,0.069172,-0.048172,0.025018,0.085283,-0.021276,0.025607,0.085984,-0.034245,0.023571,0.097163
1922,9.330097,-0.041591,0.026825,0.069190,-0.048190,0.025006,0.085301,-0.021293,0.025613,0.085999,-0.034253,0.023553,0.097172
1923,9.334951,-0.041612,0.026829,0.069208,-0.048209,0.024995,0.085319,-0.021310,0.025619,0.086014,-0.034262,0.023535,0.097180
1924,9.339806,-0.041634,0.026834,0.069226,-0.048228,0.024984,0.085338,-0.021327,0.025624,0.086030,-0.034270,0.023516,0.097189
1925,9.344660,-0.041655,0.026838,0.069244,-0.048247,0.024972,0.085357,-0.021344,0.025630,0.086045,-0.034278,0.023496,0.097196
1926,9.349515,-0.041677,0.026842,0.069262,-0.048265,0.024961,0.085375,-0.021361,0.025635,0.086061,-0.034285,0.023476,0.097204
1927,9.354369,-0.041699,0.026847,0.069280,-0.048284,0.024950,0.085394,-0.021378,0.025640,0.086077,-0.034293,0.023455,0.097211
1928,9.359223,-0.041720,0.026851,0.069299,-0.048303,0.024938,0.085413,-0.021396,0.025645,0.086093,-0.034299,0.023433,0.097218
1929,9.364078,-0.041742,0.026855,0.069317,-0.048322,0.024926,0.085432,-0.021413,0.025651,0.086109,-0.034306,0.023410,0.097225
1930,9.368932,-0.041764,0.026859,0.069336,-0.048342,0.024915,0.085451,-0.021431,0.025655,0.086125,-0.034312,0.023387,0.097231
1931,9.373786,-0.041786,0.026864,0.069354,-0.048361,0.024903,0.085470,-0.021448,0.025660,0.086141,-0.034317,0.023362,0.097236
1932,9.378641,-0.041807,0.026868,0.069373,-0.048380,0.024891,0.085489,-0.021466,0.025665,0.086157,-0.034322,0.023337,0.097241
1933,9.383495,-0.041829,0.026872,0.069392,-0.048399,0.024879,0.085508,-0.021484,0.025669,0.086174,-0.034327,0.023311,0.097246
1934,9.388350,-0.041851,0.026876,0.069410,-0.048418,0.024868,0.085527,-0.021502,0.025674,0.086190,-0.034331,0.023284,0.097251
1935,9.393204,-0.041873,0.026881,0.069429,-0.048437,0.024856,0.085546,-0.021519,0.025678,0.086206,-0.034334,0.023256,0.097254
1936,9.398058,-0.041895,0.026885,0.069448,-0.048456,0.024844,0.085565,-0.021537,0.025682,0.086223,-0.034337,0.023227,0.097258
1937,9.402913,-0.041917,0.026889,0.069466,-0.048475,0.024832,0.085584,-0.021555,0.025686,0.086240,-0.034339,0.023197,0.097260
1938,9.407767,-0.041938,0.026893,0.069485,-0.048494,0.024820,0.085603,-0.021574,0.025690,0.086257,-0.034341,0.023165,0.097263
1939,9.412621,-0.041960,0.026897,0.069504,-0.048513,0.024808,0.085622,-0.021592,0.025693,0.086273,-0.034342,0.023133,0.097264
1940,9.417476,-0.041982,0.026901,0.069522,-0.048532,0.024797,0.085641,-0.021610,0.025696,0.086290,-0.034343,0.023100,0.097265
1941,9.422330,-0.042003,0.026905,0.069541,-0.048550,0.024785,0.085660,-0.021628,0.025699,0.086308,-0.034343,0.023066,0.097266
1942,9.427184,-0.042025,0.026909,0.069560,-0.048569,0.024773,0.085679,-0.021647,0.025702,0.086325,-0.034342,0.023030,0.097266
1943,9.432039,-0.042047,0.026913,0.069578,-0.048588,0.024761,0.085697,-0.021665,0.025705,0.086342,-0.034341,0.022994,0.097265
1944,9.436893,-0.042068,0.026917,0.069597,-0.048606,0.024750,0.085716,-0.021684,0.025707,0.086359,-0.034339,0.022956,0.097264
1945,9.441748,-0.042089,0.026921,0.069615,-0.048624,0.024738,0.085734,-0.021703,0.025709,0.086377,-0.034336,0.022917,0.097262
1946,9.446602,-0.042110,0.026925,0.069634,-0.048642,0.024727,0.085753,-0.021722,0.025711,0.086394,-0.034333,0.022877,0.097259
1947,9.451456,-0.042132,0.026929,0.069652,-0.048660,0.024715,0.085771,-0.021741,0.025712,0.086412,-0.034329,0.022836,0.097256
1948,9.456311,-0.042153,0.026933,0.069671,-0.048678,0.024704,0.085789,-0.021760,0.025713,0.086430,-0.034324,0.022794,0.097252
1949,9.461165,-0.042174,0.026937,0.069689,-0.048696,0.024692,0.085808,-0.021779,0.025714,0.086448,-0.034319,0.022750,0.097248
1950,9.466019,-0.042194,0.026941,0.069707,-0.048714,0.024681,0.085826,-0.021798,0.025715,0.086466,-0.034313,0.022706,0.097242
1951,9.470874,-0.042215,0.026945,0.069725,-0.048731,0.024670,0.085843,-0.021817,0.025715,0.086484,-0.034306,0.022660,0.097237
1952,9.475728,-0.042236,0.026949,0.069743,-0.048749,0.024659,0.085861,-0.021837,0.025715,0.086502,-0.034298,0.022613,0.097230
1953,9.480583,-0.042256,0.026953,0.069761,-0.048766,0.024648,0.085879,-0.021857,0.025715,0.086520,-0.034290,0.022565,0.097223
1954,9.485437,-0.042276,0.026956,0.069779,-0.048783,0.024637,0.085896,-0.021876,0.025714,0.086539,-0.034281,0.022516,0.097215
1955,9.490291,-0.042296,0.026960,0.069797,-0.048800,0.024626,0.085914,-0.021896,0.025713,0.086558,-0.034271,0.022465,0.097206
1956,9.495146,-0.042316,0.026964,0.069815,-0.048816,0.024615,0.085931,-0.021916,0.025712,0.086576,-0.034260,0.022414,0.097197
1957,9.500000,-0.042336,0.026968,0.069832,-0.048833,0.024605,0.085948,-0.021936,0.025710,0.086595,-0.034249,0.022361,0.097187
1958,9.504854,-0.042356,0.026971,0.069850,-0.048849,0.024594,0.085965,-0.021957,0.025708,0.086614,-0.034237,0.022308,0.097176
1959,9.509709,-0.042375,0.026975,0.069867,-0.048866,0.024584,0.085982,-0.021977,0.025705,0.086634,-0.034225,0.022253,0.097165
1960,9.514563,-0.042395,0.026978,0.069884,-0.048882,0.024574,0.085999,-0.021998,0.025702,0.086653,-0.034211,0.022197,0.097153
1961,9.519417,-0.042414,0.026982,0.069902,-0.048898,0.024563,0.086015,-0.022019,0.025698,0.086672,-0.034197,0.022140,0.097141
1962,9.524272,-0.042433,0.026985,0.069919,-0.048913,0.024553,0.086032,-0.022040,0.025695,0.086692,-0.034183,0.022083,0.097128
1963,9.529126,-0.042452,0.026989,0.069936,-0.048929,0.024543,0.086048,-0.022061,0.025690,0.086712,-0.034168,0.022024,0.097114
1964,9.533981,-0.042471,0.026992,0.069952,-0.048944,0.024533,0.086064,-0.022083,0.025686,0.086732,-0.034152,0.021965,0.097100
1965,9.538835,-0.042489,0.026996,0.069969,-0.048959,0.024524,0.086080,-0.022104,0.025680,0.086752,-0.034136,0.021905,0.097085
1966,9.543689,-0.042508,0.026999,0.069986,-0.048974,0.024514,0.086096,-0.022126,0.025675,0.086773,-0.034119,0.021844,0.097070
1967,9.548544,-0.042526,0.027003,0.070002,-0.048989,0.024504,0.086111,-0.022148,0.025668,0.086793,-0.034101,0.021782,0.097054
1968,9.553398,-0.042544,0.027006,0.070018,-0.049004,0.024495,0.086127,-0.022171,0.025662,0.086814,-0.034083,0.021720,0.097038
1969,9.558252,-0.042562,0.027009,0.070034,-0.049019,0.024486,0.086142,-0.022193,0.025655,0.086835,-0.034065,0.021657,0.097021
1970,9.563107,-0.042580,0.027013,0.070050,-0.049033,0.024477,0.086157,-0.022216,0.025647,0.086856,-0.034046,0.021593,0.097004
1971,9.567961,-0.042597,0.027016,0.070066,-0.049047,0.024468,0.086172,-0.022239,0.025639,0.086878,-0.034027,0.021529,0.096987
1972,9.572816,-0.042614,0.027019,0.070082,-0.049061,0.024459,0.086187,-0.022262,0.025630,0.086899,-0.034007,0.021465,0.096969
1973,9.577670,-0.042632,0.027022,0.070098,-0.049075,0.024450,0.086202,-0.022286,0.025621,0.086921,-0.033987,0.021400,0.096951
1974,9.582524,-0.042649,0.027025,0.070113,-0.049089,0.024441,0.086216,-0.022310,0.025611,0.086943,-0.033966,0.021335,0.096932
1975,9.587379,-0.042665,0.027028,0.070129,-0.049102,0.024433,0.086231,-0.022334,0.025600,0.086966,-0.033946,0.021269,0.096913
1976,9.592233,-0.042682,0.027032,0.070144,-0.049115,0.024424,0.086245,-0.022359,0.025590,0.086988,-0.033925,0.021204,0.096894
1977,9.597087,-0.042698,0.027035,0.070159,-0.049129,0.024416,0.086259,-0.022383,0.025578,0.087011,-0.033904,0.021138,0.096875
1978,9.601942,-0.042715,0.027038,0.070174,-0.049142,0.024408,0.086273,-0.022409,0.025566,0.087034,-0.033882,0.021072,0.096856
1979,9.606796,-0.042731,0.027041,0.070189,-0.049155,0.024399,0.086287,-0.022434,0.025553,0.087058,-0.033861,0.021007,0.096836
1980,9.611650,-0.042746,0.027044,0.070203,-0.049167,0.024392,0.086300,-0.022460,0.025540,0.087081,-0.033839,0.020941,0.096817
1981,9.616505,-0.042762,0.027046,0.070218,-0.049180,0.024384,0.086314,-0.022486,0.025526,0.087105,-0.033818,0.020876,0.096797
1982,9.621359,-0.042778,0.027049,0.070232,-0.049192,0.024376,0.086327,-0.022513,0.025511,0.087130,-0.033796,0.020810,0.096777
1983,9.626214,-0.042793,0.027052,0.070246,-0.049204,0.024368,0.086340,-0.022540,0.025496,0.087154,-0.033774,0.020745,0.096758
1984,9.631068,-0.042808,0.027055,0.070261,-0.049216,0.024361,0.086353,-0.022567,0.025480,0.087179,-0.033752,0.020681,0.096738
1985,9.635922,-0.042822,0.027058,0.070275,-0.049228,0.024353,0.086366,-0.022594,0.025463,0.087204,-0.033731,0.020616,0.096718
1986,9.640777,-0.042837,0.027061,0.070288,-0.049240,0.024346,0.086378,-0.022622,0.025446,0.087230,-0.033709,0.020552,0.096699
1987,9.645631,-0.042851,0.027063,0.070302,-0.049251,0.024339,0.086391,-0.022651,0.025428,0.087255,-0.033688,0.020489,0.096679
1988,9.650485,-0.042865,0.027066,0.070316,-0.049262,0.024332,0.086403,-0.022680,0.025410,0.087281,-0.033666,0.020426,0.096660
1989,9.655340,-0.042879,0.027069,0.070329,-0.049274,0.024325,0.086415,-0.022709,0.025390,0.087308,-0.033645,0.020364,0.096641
1990,9.660194,-0.042893,0.027071,0.070343,-0.049285,0.024318,0.086427,-0.022738,0.025370,0.087334,-0.033624,0.020302,0.096622
1991,9.665049,-0.042906,0.027074,0.070356,-0.049295,0.024311,0.086439,-0.022768,0.025350,0.087361,-0.033603,0.020241,0.096603
1992,9.669903,-0.042919,0.027076,0.070370,-0.049306,0.024304,0.086451,-0.022799,0.025328,0.087389,-0.033582,0.020180,0.096584
1993,9.674757,-0.042932,0.027079,0.070383,-0.049316,0.024298,0.086462,-0.022830,0.025306,0.087417,-0.033562,0.020121,0.096566
1994,9.679612,-0.042944,0.027082,0.070396,-0.049327,0.024291,0.086474,-0.022861,0.025283,0.087445,-0.033542,0.020062,0.096548
1995,9.684466,-0.042957,0.027084,0.070409,-0.049337,0.024285,0.086485,-0.022893,0.025260,0.087473,-0.033522,0.020003,0.096530
1996,9.689320,-0.042968,0.027086,0.070422,-0.049347,0.024279,0.086496,-0.022925,0.025236,0.087502,-0.033502,0.019946,0.096512
1997,9.694175,-0.042980,0.027089,0.070436,-0.049357,0.024273,0.086507,-0.022958,0.025211,0.087531,-0.033483,0.019889,0.096495
1998,9.699029,-0.042991,0.027091,0.070449,-0.049366,0.024266,0.086517,-0.022991,0.025185,0.087560,-0.033464,0.019833,0.096478
1999,9.703883,-0.043002,0.027094,0.070462,-0.049376,0.024260,0.086528,-0.023024,0.025159,0.087590,-0.033445,0.019778,0.096461
2000,9.708738,-0.043012,0.027096,0.070475,-0.049385,0.024254,0.086538,-0.023058,0.025131,0.087620,-0.033426,0.019723,0.096444
2001,9.713592,-0.043022,0.027098,0.070488,-0.049394,0.024249,0.086549,-0.023092,0.025104,0.087651,-0.033408,0.019670,0.096428
2002,9.718447,-0.043032,0.027100,0.070501,-0.049403,0.024243,0.086559,-0.023127,0.025075,0.087682,-0.033389,0.019617,0.096411
2003,9.723301,-0.043041,0.027103,0.070515,-0.049412,0.024237,0.086569,-0.023163,0.025046,0.087713,-0.033372,0.019564,0.096395
2004,9.728155,-0.043050,0.027105,0.070528,-0.049421,0.024231,0.086579,-0.023198,0.025016,0.087744,-0.033354,0.019512,0.096380
2005,9.733010,-0.043058,0.027107,0.070542,-0.049430,0.024226,0.086589,-0.023234,0.024985,0.087776,-0.033336,0.019461,0.096364
2006,9.737864,-0.043066,0.027109,0.070556,-0.049438,0.024220,0.086598,-0.023271,0.024953,0.087809,-0.033319,0.019411,0.096349
2007,9.742718,-0.043073,0.027111,0.070570,-0.049446,0.024215,0.086608,-0.023308,0.024921,0.087841,-0.033302,0.019361,0.096333
2008,9.747573,-0.043079,0.027113,0.070584,-0.049455,0.024209,0.086617,-0.023346,0.024888,0.087874,-0.033285,0.019311,0.096318
2009,9.752427,-0.043085,0.027115,0.070599,-0.049463,0.024204,0.086626,-0.023384,0.024855,0.087908,-0.033268,0.019262,0.096303
2010,9.757282,-0.043090,0.027117,0.070613,-0.049471,0.024199,0.086636,-0.023422,0.024821,0.087941,-0.033251,0.019213,0.096288
2011,9.762136,-0.043095,0.027119,0.070629,-0.049478,0.024193,0.086645,-0.023461,0.024786,0.087975,-0.033234,0.019165,0.096273
2012,9.766990,-0.043098,0.027121,0.070644,-0.049486,0.024188,0.086654,-0.023500,0.024750,0.088010,-0.033217,0.019116,0.096258
2013,9.771845,-0.043101,0.027123,0.070660,-0.049494,0.024183,0.086662,-0.023543,0.024709,0.088047,-0.033200,0.019068,0.096242
2014,9.776699,-0.043103,0.027125,0.070677,-0.049501,0.024178,0.086671,-0.023586,0.024667,0.088085,-0.033182,0.019020,0.096227
2015,9.781553,-0.043105,0.027126,0.070694,-0.049509,0.024173,0.086680,-0.023630,0.024626,0.088123,-0.033165,0.018972,0.096212
2016,9.786408,-0.043105,0.027128,0.070711,-0.049516,0.024168,0.086688,-0.023673,0.024585,0.088160,-0.033148,0.018923,0.096196
2017,9.791262,-0.043104,0.027129,0.070729,-0.049524,0.024163,0.086697,-0.023716,0.024543,0.088198,-0.033130,0.018875,0.096180
2018,9.796117,-0.043103,0.027131,0.070748,-0.049531,0.024158,0.086705,-0.023760,0.024502,0.088236,-0.033112,0.018826,0.096164
2019,9.800971,-0.043100,0.027133,0.070767,-0.049538,0.024153,0.086714,-0.023803,0.024461,0.088274,-0.033093,0.018776,0.096147
2020,9.805825,-0.043096,0.027134,0.070788,-0.049545,0.024148,0.086722,-0.023847,0.024419,0.088312,-0.033075,0.018727,0.096131
2021,9.810680,-0.043091,0.027135,0.070809,-0.049552,0.024143,0.086730,-0.023890,0.024377,0.088350,-0.033055,0.018676,0.096113
2022,9.815534,-0.043085,0.027137,0.070831,-0.049559,0.024139,0.086739,-0.023934,0.024336,0.088388,-0.033036,0.018625,0.096095
2023,9.820388,-0.043077,0.027138,0.070853,-0.049566,0.024134,0.086747,-0.023977,0.024294,0.088426,-0.033016,0.018574,0.096077
2024,9.825243,-0.043068,0.027139,0.070877,-0.049573,0.024129,0.086755,-0.024021,0.024252,0.088464,-0.032995,0.018521,0.096058
2025,9.830097,-0.043058,0.027140,0.070902,-0.049579,0.024124,0.086763,-0.024065,0.024210,0.088502,-0.032973,0.018467,0.096039
2026,9.834951,-0.043045,0.027141,0.070928,-0.049586,0.024120,0.086771,-0.024109,0.024168,0.088541,-0.032951,0.018413,0.096019
2027,9.839806,-0.043032,0.027142,0.070955,-0.049593,0.024115,0.086779,-0.024153,0.024126,0.088579,-0.032928,0.018357,0.095998
2028,9.844660,-0.043017,0.027143,0.070984,-0.049600,0.024110,0.086787,-0.024197,0.024084,0.088618,-0.032905,0.018300,0.095976
2029,9.849515,-0.043000,0.027144,0.071014,-0.049606,0.024106,0.086795,-0.024242,0.024042,0.088656,-0.032881,0.018242,0.095954
2030,9.854369,-0.042981,0.027144,0.071045,-0.049613,0.024101,0.086803,-0.024286,0.024000,0.088695,-0.032855,0.018183,0.095931
2031,9.859223,-0.042960,0.027145,0.071077,-0.049620,0.024097,0.086811,-0.024330,0.023958,0.088734,-0.032829,0.018122,0.095907
2032,9.864078,-0.042937,0.027145,0.071111,-0.049626,0.024092,0.086819,-0.024375,0.023916,0.088773,-0.032802,0.018059,0.095882
2033,9.868932,-0.042913,0.027145,0.071147,-0.049633,0.024088,0.086826,-0.024419,0.023874,0.088812,-0.032774,0.017995,0.095856
2034,9.873786,-0.042886,0.027146,0.071184,-0.049640,0.024083,0.086834,-0.024464,0.023831,0.088851,-0.032746,0.017929,0.095830
2035,9.878641,-0.042857,0.027146,0.071223,-0.049646,0.024079,0.086842,-0.024509,0.023789,0.088890,-0.032716,0.017862,0.095802
2036,9.883495,-0.042826,0.027146,0.071264,-0.049653,0.024074,0.086850,-0.024553,0.023747,0.088929,-0.032685,0.017793,0.095773
2037,9.888350,-0.042793,0.027146,0.071306,-0.049659,0.024070,0.086858,-0.024598,0.023705,0.088969,-0.032653,0.017722,0.095743
2038,9.893204,-0.042757,0.027146,0.071351,-0.049666,0.024066,0.086866,-0.024643,0.023663,0.089008,-0.032620,0.017650,0.095713
2039,9.898058,-0.042719,0.027145,0.071397,-0.049673,0.024061,0.086874,-0.024688,0.023622,0.089048,-0.032586,0.017575,0.095681
2040,9.902913,-0.042678,0.027145,0.071445,-0.049679,0.024057,0.086882,-0.024733,0.023580,0.089087,-0.032551,0.017499,0.095648
2041,9.907767,-0.042635,0.027144,0.071496,-0.049686,0.024053,0.086890,-0.024778,0.023539,0.089127,-0.032514,0.017421,0.095614
2042,9.912621,-0.042589,0.027144,0.071548,-0.049693,0.024048,0.086898,-0.024823,0.023498,0.089167,-0.032477,0.017341,0.095579
2043,9.917476,-0.042541,0.027143,0.071603,-0.049699,0.024044,0.086906,-0.024868,0.023457,0.089206,-0.032439,0.017260,0.095543
2044,9.922330,-0.042490,0.027142,0.071659,-0.049706,0.024040,0.086914,-0.024913,0.023416,0.089246,-0.032399,0.017176,0.095506
2045,9.927184,-0.042436,0.027141,0.071718,-0.049713,0.024035,0.086921,-0.024958,0.023375,0.089286,-0.032359,0.017091,0.095468
2046,9.932039,-0.042380,0.027140,0.071779,-0.049719,0.024031,0.086929,-0.025003,0.023335,0.089326,-0.032317,0.017003,0.095429
2047,9.936893,-0.042321,0.027138,0.071842,-0.049726,0.024027,0.086938,-0.025048,0.023295,0.089366,-0.032275,0.016914,0.095389
2048,9.941748,-0.042260,0.027137,0.071907,-0.049733,0.024022,0.086946,-0.025093,0.023256,0.089406,-0.032231,0.016824,0.095348
2049,9.946602,-0.042195,0.027135,0.071975,-0.049740,0.024018,0.086954,-0.025137,0.023217,0.089446,-0.032187,0.016731,0.095306
2050,9.951456,-0.042128,0.027134,0.072045,-0.049746,0.024014,0.086962,-0.025182,0.023178,0.089486,-0.032141,0.016637,0.095263
2051,9.956311,-0.042058,0.027132,0.072117,-0.049753,0.024010,0.086970,-0.025227,0.023140,0.089526,-0.032095,0.016542,0.095220
2052,9.961165,-0.041986,0.027130,0.072191,-0.049760,0.024005,0.086978,-0.025271,0.023102,0.089566,-0.032048,0.016445,0.095175
2053,9.966019,-0.041911,0.027128,0.072267,-0.049767,0.024001,0.086986,-0.025316,0.023065,0.089607,-0.032000,0.016347,0.095130
2054,9.970874,-0.041833,0.027126,0.072346,-0.049774,0.023997,0.086994,-0.025360,0.023028,0.089647,-0.031951,0.016247,0.095084
2055,9.975728,-0.041753,0.027123,0.072427,-0.049781,0.023993,0.087002,-0.025404,0.022992,0.089687,-0.031901,0.016146,0.095037
