Format Version,1.21,Take Name,Take 2016-02-09 06.04.27 PM,Capture Frame Rate,206.000000,Export Frame Rate,206.000000,Capture Start Time,2016-02-09 06.04.27.420 PM,Total Frames in Take,4527,Total Exported Frames,4527,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port
,,"8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000001","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000005","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000002","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004","8392B20CF49E357145CE0C9500000004"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
506,2.456311,-0.032126,0.023474,0.063910,-0.041100,0.027344,0.078425,-0.015955,0.022455,0.080236,-0.028882,0.025955,0.091301
507,2.461165,-0.032132,0.023475,0.063910,-0.041103,0.027344,0.078427,-0.015952,0.022460,0.080236,-0.028884,0.025955,0.091302
508,2.466019,-0.032138,0.023477,0.063910,-0.041106,0.027344,0.078429,-0.015949,0.022466,0.080236,-0.028886,0.025955,0.091304
509,2.470874,-0.032143,0.023478,0.063910,-0.041110,0.027344,0.078431,-0.015945,0.022471,0.080236,-0.028887,0.025954,0.091306
510,2.475728,-0.032149,0.023479,0.063911,-0.041114,0.027345,0.078434,-0.015942,0.022477,0.080236,-0.028889,0.025954,0.091307
511,2.480583,-0.032154,0.023481,0.063911,-0.041117,0.027345,0.078436,-0.015939,0.022483,0.080237,-0.028891,0.025954,0.091309
512,2.485437,-0.032160,0.023482,0.063912,-0.041121,0.027345,0.078438,-0.015936,0.022489,0.080237,-0.028893,0.025954,0.091311
513,2.490291,-0.032165,0.023484,0.063912,-0.041125,0.027345,0.078441,-0.015932,0.022495,0.080237,-0.028895,0.025954,0.091313
514,2.495146,-0.032171,0.023485,0.063913,-0.041128,0.027345,0.078443,-0.015929,0.022501,0.080237,-0.028897,0.025954,0.091315
515,2.500000,-0.032177,0.023487,0.063914,-0.041132,0.027345,0.078446,-0.015926,0.022507,0.080237,-0.028899,0.025953,0.091317
516,2.504854,-0.032182,0.023488,0.063915,-0.041136,0.027345,0.078448,-0.015923,0.022514,0.080238,-0.028901,0.025953,0.091319
517,2.509709,-0.032188,0.023490,0.063915,-0.041140,0.027345,0.078451,-0.015920,0.022520,0.080238,-0.028904,0.025953,0.091321
518,2.514563,-0.032193,0.023491,0.063916,-0.041144,0.027345,0.078454,-0.015916,0.022526,0.080238,-0.028906,0.025953,0.091323
519,2.519417,-0.032199,0.023493,0.063917,-0.041148,0.027345,0.078456,-0.015913,0.022533,0.080239,-0.028908,0.025953,0.091326
520,2.524272,-0.032204,0.023495,0.063918,-0.041152,0.027345,0.078459,-0.015910,0.022540,0.080239,-0.028911,0.025953,0.091328
521,2.529126,-0.032209,0.023496,0.063919,-0.041156,0.027345,0.078462,-0.015907,0.022546,0.080239,-0.028913,0.025953,0.091330
522,2.533981,-0.032215,0.023498,0.063920,-0.041160,0.027345,0.078465,-0.015904,0.022553,0.080240,-0.028916,0.025952,0.091333
523,2.538835,-0.032220,0.023500,0.063921,-0.041164,0.027345,0.078467,-0.015901,0.022560,0.080240,-0.028918,0.025952,0.091335
524,2.543689,-0.032226,0.023502,0.063922,-0.041168,0.027345,0.078470,-0.015898,0.022566,0.080241,-0.028921,0.025952,0.091338
525,2.548544,-0.032231,0.023503,0.063924,-0.041172,0.027345,0.078473,-0.015896,0.022573,0.080241,-0.028924,0.025952,0.091340
526,2.553398,-0.032236,0.023505,0.063925,-0.041176,0.027345,0.078476,-0.015893,0.022580,0.080242,-0.028927,0.025952,0.091343
527,2.558252,-0.032242,0.023507,0.063926,-0.041181,0.027345,0.078479,-0.015890,0.022587,0.080243,-0.028929,0.025952,0.091346
528,2.563107,-0.032247,0.023509,0.063928,-0.041185,0.027345,0.078482,-0.015888,0.022593,0.080243,-0.028932,0.025951,0.091348
529,2.567961,-0.032252,0.023511,0.063929,-0.041189,0.027345,0.078485,-0.015885,0.022600,0.080244,-0.028935,0.025951,0.091351
530,2.572816,-0.032257,0.023512,0.063930,-0.041193,0.027345,0.078488,-0.015883,0.022607,0.080244,-0.028938,0.025951,0.091354
531,2.577670,-0.032262,0.023514,0.063932,-0.041197,0.027345,0.078491,-0.015880,0.022613,0.080245,-0.028941,0.025951,0.091356
532,2.582524,-0.032268,0.023516,0.063933,-0.041202,0.027345,0.078494,-0.015878,0.022620,0.080246,-0.028944,0.025951,0.091359
533,2.587379,-0.032273,0.023518,0.063935,-0.041206,0.027345,0.078497,-0.015876,0.022626,0.080247,-0.028947,0.025951,0.091362
534,2.592233,-0.032278,0.023520,0.063936,-0.041210,0.027345,0.078500,-0.015874,0.022633,0.080248,-0.028950,0.025950,0.091365
535,2.597087,-0.032283,0.023522,0.063938,-0.041214,0.027344,0.078503,-0.015872,0.022639,0.080248,-0.028953,0.025950,0.091367
536,2.601942,-0.032287,0.023524,0.063940,-0.041218,0.027344,0.078506,-0.015870,0.022645,0.080249,-0.028955,0.025950,0.091370
537,2.606796,-0.032292,0.023526,0.063941,-0.041222,0.027344,0.078509,-0.015868,0.022652,0.080250,-0.028958,0.025950,0.091373
538,2.611650,-0.032297,0.023527,0.063943,-0.041226,0.027344,0.078512,-0.015867,0.022658,0.080251,-0.028961,0.025950,0.091376
539,2.616505,-0.032302,0.023529,0.063945,-0.041230,0.027344,0.078515,-0.015865,0.022664,0.080252,-0.028964,0.025949,0.091378
540,2.621359,-0.032306,0.023531,0.063946,-0.041234,0.027344,0.078518,-0.015864,0.022670,0.080253,-0.028967,0.025949,0.091381
541,2.626214,-0.032311,0.023533,0.063948,-0.041239,0.027343,0.078521,-0.015862,0.022675,0.080254,-0.028970,0.025949,0.091384
542,2.631068,-0.032316,0.023535,0.063950,-0.041243,0.027343,0.078525,-0.015861,0.022681,0.080255,-0.028973,0.025949,0.091387
543,2.635922,-0.032320,0.023537,0.063951,-0.041246,0.027343,0.078528,-0.015860,0.022687,0.080256,-0.028976,0.025948,0.091389
544,2.640777,-0.032324,0.023539,0.063953,-0.041250,0.027343,0.078531,-0.015859,0.022692,0.080258,-0.028979,0.025948,0.091392
545,2.645631,-0.032329,0.023541,0.063955,-0.041254,0.027342,0.078534,-0.015858,0.022697,0.080259,-0.028982,0.025948,0.091395
546,2.650485,-0.032333,0.023543,0.063957,-0.041258,0.027342,0.078536,-0.015858,0.022702,0.080260,-0.028985,0.025948,0.091398
547,2.655340,-0.032337,0.023545,0.063958,-0.041262,0.027342,0.078539,-0.015857,0.022708,0.080261,-0.028988,0.025947,0.091400
548,2.660194,-0.032341,0.023546,0.063960,-0.041266,0.027342,0.078542,-0.015856,0.022712,0.080262,-0.028991,0.025947,0.091403
549,2.665049,-0.032345,0.023548,0.063962,-0.041270,0.027341,0.078545,-0.015856,0.022717,0.080264,-0.028993,0.025947,0.091406
550,2.669903,-0.032349,0.023550,0.063964,-0.041274,0.027341,0.078548,-0.015856,0.022722,0.080265,-0.028996,0.025946,0.091408
551,2.674757,-0.032353,0.023552,0.063965,-0.041277,0.027341,0.078551,-0.015856,0.022726,0.080266,-0.028999,0.025946,0.091411
552,2.679612,-0.032357,0.023554,0.063967,-0.041281,0.027340,0.078554,-0.015855,0.022731,0.080268,-0.029002,0.025946,0.091413
553,2.684466,-0.032361,0.023556,0.063969,-0.041285,0.027340,0.078557,-0.015855,0.022735,0.080269,-0.029004,0.025945,0.091416
554,2.689320,-0.032364,0.023558,0.063971,-0.041288,0.027339,0.078559,-0.015855,0.022739,0.080271,-0.029007,0.025945,0.091418
555,2.694175,-0.032368,0.023559,0.063972,-0.041292,0.027339,0.078562,-0.015856,0.022743,0.080272,-0.029010,0.025945,0.091421
556,2.699029,-0.032372,0.023561,0.063974,-0.041295,0.027339,0.078565,-0.015856,0.022747,0.080274,-0.029012,0.025944,0.091423
557,2.703883,-0.032375,0.023563,0.063976,-0.041299,0.027338,0.078568,-0.015856,0.022751,0.080275,-0.029015,0.025944,0.091426
558,2.708738,-0.032378,0.023565,0.063978,-0.041302,0.027338,0.078570,-0.015856,0.022755,0.080277,-0.029018,0.025944,0.091428
559,2.713592,-0.032382,0.023566,0.063979,-0.041306,0.027337,0.078573,-0.015857,0.022758,0.080278,-0.029020,0.025943,0.091431
560,2.718447,-0.032385,0.023568,0.063981,-0.041309,0.027337,0.078576,-0.015857,0.022762,0.080280,-0.029023,0.025943,0.091433
561,2.723301,-0.032388,0.023570,0.063983,-0.041313,0.027336,0.078578,-0.015858,0.022765,0.080281,-0.029025,0.025942,0.091435
562,2.728155,-0.032391,0.023571,0.063984,-0.041316,0.027336,0.078581,-0.015858,0.022768,0.080283,-0.029028,0.025942,0.091438
563,2.733010,-0.032394,0.023573,0.063986,-0.041319,0.027336,0.078583,-0.015859,0.022772,0.080284,-0.029030,0.025941,0.091440
564,2.737864,-0.032397,0.023575,0.063987,-0.041322,0.027335,0.078586,-0.015859,0.022775,0.080286,-0.029032,0.025941,0.091442
565,2.742718,-0.032400,0.023576,0.063989,-0.041326,0.027335,0.078588,-0.015860,0.022778,0.080287,-0.029035,0.025941,0.091444
566,2.747573,-0.032403,0.023578,0.063990,-0.041329,0.027334,0.078590,-0.015860,0.022781,0.080289,-0.029037,0.025940,0.091446
567,2.752427,-0.032406,0.023579,0.063992,-0.041332,0.027334,0.078593,-0.015861,0.022784,0.080290,-0.029039,0.025940,0.091448
568,2.757282,-0.032409,0.023581,0.063993,-0.041335,0.027333,0.078595,-0.015861,0.022787,0.080292,-0.029041,0.025939,0.091450
569,2.762136,-0.032412,0.023582,0.063995,-0.041338,0.027333,0.078597,-0.015862,0.022790,0.080293,-0.029043,0.025939,0.091452
570,2.766990,-0.032414,0.023584,0.063996,-0.041341,0.027332,0.078599,-0.015862,0.022792,0.080295,-0.029046,0.025938,0.091454
571,2.771845,-0.032417,0.023585,0.063998,-0.041344,0.027332,0.078602,-0.015863,0.022795,0.080296,-0.029048,0.025938,0.091456
572,2.776699,-0.032419,0.023587,0.063999,-0.041347,0.027331,0.078604,-0.015863,0.022798,0.080298,-0.029050,0.025937,0.091458
573,2.781553,-0.032422,0.023588,0.064000,-0.041349,0.027330,0.078606,-0.015864,0.022801,0.080299,-0.029052,0.025937,0.091460
574,2.786408,-0.032424,0.023590,0.064002,-0.041352,0.027330,0.078608,-0.015864,0.022803,0.080300,-0.029054,0.025936,0.091462
575,2.791262,-0.032426,0.023591,0.064003,-0.041355,0.027329,0.078610,-0.015865,0.022806,0.080302,-0.029056,0.025936,0.091464
576,2.796117,-0.032429,0.023593,0.064004,-0.041358,0.027329,0.078612,-0.015865,0.022808,0.080303,-0.029057,0.025935,0.091465
577,2.800971,-0.032431,0.023594,0.064005,-0.041360,0.027328,0.078614,-0.015865,0.022811,0.080304,-0.029059,0.025935,0.091467
578,2.805825,-0.032433,0.023595,0.064006,-0.041363,0.027328,0.078615,-0.015865,0.022813,0.080306,-0.029061,0.025934,0.091469
579,2.810680,-0.032435,0.023597,0.064007,-0.041365,0.027327,0.078617,-0.015866,0.022815,0.080307,-0.029063,0.025934,0.091470
580,2.815534,-0.032438,0.023598,0.064008,-0.041368,0.027327,0.078619,-0.015866,0.022818,0.080308,-0.029064,0.025933,0.091472
581,2.820388,-0.032440,0.023599,0.064009,-0.041370,0.027326,0.078621,-0.015866,0.022820,0.080309,-0.029066,0.025933,0.091474
582,2.825243,-0.032442,0.023601,0.064010,-0.041373,0.027326,0.078622,-0.015866,0.022822,0.080310,-0.029068,0.025932,0.091475
583,2.830097,-0.032444,0.023602,0.064011,-0.041375,0.027325,0.078624,-0.015866,0.022825,0.080311,-0.029069,0.025932,0.091477
584,2.834951,-0.032445,0.023603,0.064012,-0.041377,0.027325,0.078625,-0.015866,0.022827,0.080312,-0.029071,0.025931,0.091478
585,2.839806,-0.032447,0.023604,0.064013,-0.041379,0.027325,0.078627,-0.015867,0.022829,0.080313,-0.029072,0.025931,0.091479
586,2.844660,-0.032449,0.023606,0.064013,-0.041382,0.027324,0.078628,-0.015867,0.022831,0.080315,-0.029074,0.025930,0.091481
587,2.849515,-0.032451,0.023607,0.064014,-0.041384,0.027324,0.078629,-0.015867,0.022833,0.080316,-0.029075,0.025930,0.091482
588,2.854369,-0.032453,0.023608,0.064015,-0.041386,0.027323,0.078631,-0.015867,0.022835,0.080316,-0.029076,0.025930,0.091483
589,2.859223,-0.032455,0.023609,0.064015,-0.041388,0.027323,0.078632,-0.015867,0.022837,0.080317,-0.029078,0.025929,0.091484
590,2.864078,-0.032456,0.023611,0.064016,-0.041390,0.027323,0.078633,-0.015866,0.022839,0.080318,-0.029079,0.025929,0.091486
591,2.868932,-0.032458,0.023612,0.064016,-0.041392,0.027322,0.078634,-0.015866,0.022841,0.080319,-0.029080,0.025928,0.091487
592,2.873786,-0.032460,0.023613,0.064016,-0.041394,0.027322,0.078635,-0.015866,0.022842,0.080320,-0.029081,0.025928,0.091488
593,2.878641,-0.032461,0.023614,0.064017,-0.041395,0.027321,0.078636,-0.015866,0.022844,0.080321,-0.029082,0.025927,0.091489
594,2.883495,-0.032463,0.023615,0.064017,-0.041397,0.027321,0.078637,-0.015866,0.022846,0.080322,-0.029084,0.025927,0.091490
595,2.888350,-0.032464,0.023617,0.064017,-0.041399,0.027321,0.078638,-0.015866,0.022848,0.080323,-0.029085,0.025927,0.091491
596,2.893204,-0.032466,0.023618,0.064018,-0.041401,0.027320,0.078639,-0.015866,0.022849,0.080323,-0.029086,0.025926,0.091492
597,2.898058,-0.032467,0.023619,0.064018,-0.041402,0.027320,0.078640,-0.015866,0.022851,0.080324,-0.029087,0.025926,0.091493
598,2.902913,-0.032469,0.023620,0.064018,-0.041404,0.027320,0.078641,-0.015865,0.022852,0.080325,-0.029088,0.025925,0.091494
599,2.907767,-0.032470,0.023621,0.064018,-0.041405,0.027319,0.078642,-0.015865,0.022854,0.080326,-0.029088,0.025925,0.091495
600,2.912621,-0.032472,0.023623,0.064018,-0.041407,0.027319,0.078643,-0.015865,0.022855,0.080326,-0.029089,0.025925,0.091496
601,2.917476,-0.032473,0.023624,0.064018,-0.041408,0.027319,0.078644,-0.015865,0.022856,0.080327,-0.029090,0.025924,0.091496
602,2.922330,-0.032474,0.023625,0.064018,-0.041410,0.027319,0.078644,-0.015865,0.022857,0.080328,-0.029091,0.025924,0.091497
603,2.927184,-0.032476,0.023626,0.064018,-0.041411,0.027318,0.078645,-0.015865,0.022859,0.080328,-0.029092,0.025924,0.091498
604,2.932039,-0.032477,0.023627,0.064018,-0.041413,0.027318,0.078646,-0.015865,0.022860,0.080329,-0.029093,0.025923,0.091499
605,2.936893,-0.032478,0.023628,0.064018,-0.041414,0.027318,0.078646,-0.015864,0.022861,0.080330,-0.029093,0.025923,0.091499
606,2.941748,-0.032480,0.023630,0.064018,-0.041415,0.027318,0.078647,-0.015864,0.022862,0.080330,-0.029094,0.025922,0.091500
607,2.946602,-0.032481,0.023631,0.064017,-0.041417,0.027317,0.078648,-0.015864,0.022863,0.080331,-0.029095,0.025922,0.091501
608,2.951456,-0.032482,0.023632,0.064017,-0.041418,0.027317,0.078648,-0.015864,0.022864,0.080332,-0.029095,0.025922,0.091502
609,2.956311,-0.032483,0.023633,0.064017,-0.041419,0.027317,0.078649,-0.015864,0.022865,0.080332,-0.029096,0.025921,0.091502
610,2.961165,-0.032485,0.023634,0.064017,-0.041420,0.027317,0.078649,-0.015864,0.022866,0.080333,-0.029097,0.025921,0.091503
611,2.966019,-0.032486,0.023635,0.064016,-0.041421,0.027316,0.078650,-0.015864,0.022867,0.080334,-0.029097,0.025921,0.091503
612,2.970874,-0.032487,0.023637,0.064016,-0.041422,0.027316,0.078650,-0.015863,0.022868,0.080334,-0.029098,0.025920,0.091504
613,2.975728,-0.032488,0.023638,0.064016,-0.041423,0.027316,0.078651,-0.015863,0.022868,0.080335,-0.029098,0.025920,0.091505
614,2.980583,-0.032489,0.023639,0.064015,-0.041424,0.027316,0.078651,-0.015863,0.022869,0.080336,-0.029099,0.025920,0.091505
615,2.985437,-0.032490,0.023640,0.064015,-0.041425,0.027316,0.078652,-0.015863,0.022870,0.080336,-0.029099,0.025919,0.091506
616,2.990291,-0.032491,0.023641,0.064015,-0.041426,0.027315,0.078652,-0.015863,0.022871,0.080337,-0.029100,0.025919,0.091506
617,2.995146,-0.032493,0.023642,0.064014,-0.041427,0.027315,0.078653,-0.015863,0.022871,0.080337,-0.029100,0.025919,0.091507
618,3.000000,-0.032494,0.023644,0.064014,-0.041428,0.027315,0.078653,-0.015863,0.022872,0.080338,-0.029101,0.025919,0.091507
619,3.004854,-0.032495,0.023645,0.064013,-0.041429,0.027315,0.078654,-0.015862,0.022873,0.080339,-0.029101,0.025918,0.091508
620,3.009709,-0.032496,0.023646,0.064013,-0.041430,0.027315,0.078654,-0.015862,0.022873,0.080339,-0.029102,0.025918,0.091508
621,3.014563,-0.032497,0.023647,0.064013,-0.041431,0.027314,0.078655,-0.015862,0.022874,0.080340,-0.029102,0.025918,0.091509
622,3.019417,-0.032498,0.023648,0.064012,-0.041431,0.027314,0.078655,-0.015862,0.022874,0.080341,-0.029102,0.025917,0.091509
623,3.024272,-0.032499,0.023649,0.064012,-0.041432,0.027314,0.078656,-0.015862,0.022875,0.080341,-0.029103,0.025917,0.091510
624,3.029126,-0.032500,0.023650,0.064011,-0.041433,0.027314,0.078656,-0.015862,0.022876,0.080342,-0.029103,0.025917,0.091510
625,3.033981,-0.032501,0.023652,0.064011,-0.041434,0.027314,0.078657,-0.015861,0.022876,0.080343,-0.029103,0.025916,0.091510
626,3.038835,-0.032502,0.023653,0.064010,-0.041434,0.027314,0.078657,-0.015861,0.022877,0.080343,-0.029104,0.025916,0.091511
627,3.043689,-0.032503,0.023654,0.064009,-0.041435,0.027314,0.078658,-0.015861,0.022877,0.080344,-0.029104,0.025916,0.091511
628,3.048544,-0.032504,0.023655,0.064009,-0.041436,0.027313,0.078658,-0.015861,0.022878,0.080345,-0.029104,0.025916,0.091512
629,3.053398,-0.032505,0.023656,0.064008,-0.041436,0.027313,0.078659,-0.015861,0.022878,0.080345,-0.029105,0.025915,0.091512
630,3.058252,-0.032506,0.023657,0.064007,-0.041437,0.027313,0.078659,-0.015860,0.022879,0.080346,-0.029105,0.025915,0.091513
631,3.063107,-0.032507,0.023659,0.064007,-0.041437,0.027313,0.078660,-0.015860,0.022879,0.080347,-0.029105,0.025915,0.091513
632,3.067961,-0.032508,0.023660,0.064006,-0.041438,0.027313,0.078660,-0.015860,0.022879,0.080347,-0.029105,0.025914,0.091513
633,3.072816,-0.032510,0.023661,0.064005,-0.041439,0.027313,0.078661,-0.015860,0.022880,0.080348,-0.029105,0.025914,0.091514
634,3.077670,-0.032511,0.023662,0.064005,-0.041439,0.027313,0.078661,-0.015860,0.022880,0.080349,-0.029106,0.025914,0.091514
635,3.082524,-0.032512,0.023663,0.064004,-0.041440,0.027312,0.078662,-0.015859,0.022881,0.080349,-0.029106,0.025914,0.091514
636,3.087379,-0.032513,0.023665,0.064003,-0.041440,0.027312,0.078662,-0.015859,0.022881,0.080350,-0.029106,0.025913,0.091515
637,3.092233,-0.032514,0.023666,0.064002,-0.041441,0.027312,0.078663,-0.015859,0.022882,0.080351,-0.029106,0.025913,0.091515
638,3.097087,-0.032515,0.023667,0.064001,-0.041441,0.027312,0.078663,-0.015859,0.022882,0.080351,-0.029106,0.025913,0.091516
639,3.101942,-0.032516,0.023668,0.064000,-0.041442,0.027312,0.078664,-0.015858,0.022882,0.080352,-0.029107,0.025912,0.091516
640,3.106796,-0.032518,0.023670,0.063999,-0.041442,0.027312,0.078664,-0.015858,0.022883,0.080353,-0.029107,0.025912,0.091516
641,3.111650,-0.032519,0.023671,0.063998,-0.041443,0.027312,0.078665,-0.015858,0.022883,0.080354,-0.029107,0.025912,0.091517
642,3.116505,-0.032520,0.023672,0.063997,-0.041443,0.027312,0.078665,-0.015858,0.022884,0.080354,-0.029107,0.025912,0.091517
643,3.121359,-0.032521,0.023674,0.063996,-0.041443,0.027311,0.078665,-0.015857,0.022884,0.080355,-0.029107,0.025911,0.091517
644,3.126214,-0.032523,0.023675,0.063995,-0.041444,0.027311,0.078666,-0.015857,0.022884,0.080356,-0.029107,0.025911,0.091518
645,3.131068,-0.032524,0.023677,0.063993,-0.041444,0.027311,0.078666,-0.015857,0.022885,0.080356,-0.029108,0.025911,0.091518
646,3.135922,-0.032525,0.023678,0.063992,-0.041445,0.027311,0.078667,-0.015857,0.022885,0.080357,-0.029108,0.025911,0.091518
647,3.140777,-0.032527,0.023680,0.063991,-0.041445,0.027311,0.078667,-0.015856,0.022885,0.080358,-0.029108,0.025910,0.091519
648,3.145631,-0.032528,0.023681,0.063990,-0.041446,0.027311,0.078668,-0.015856,0.022886,0.080359,-0.029108,0.025910,0.091519
649,3.150485,-0.032530,0.023683,0.063988,-0.041446,0.027311,0.078668,-0.015856,0.022886,0.080360,-0.029108,0.025910,0.091520
650,3.155340,-0.032531,0.023684,0.063987,-0.041447,0.027311,0.078669,-0.015856,0.022886,0.080360,-0.029108,0.025910,0.091520
651,3.160194,-0.032533,0.023686,0.063985,-0.041447,0.027311,0.078669,-0.015855,0.022887,0.080361,-0.029108,0.025909,0.091520
652,3.165049,-0.032534,0.023687,0.063984,-0.041448,0.027310,0.078669,-0.015855,0.022887,0.080362,-0.029109,0.025909,0.091521
653,3.169903,-0.032536,0.023689,0.063982,-0.041448,0.027310,0.078670,-0.015855,0.022887,0.080363,-0.029109,0.025909,0.091521
654,3.174757,-0.032537,0.023690,0.063981,-0.041449,0.027310,0.078670,-0.015855,0.022888,0.080363,-0.029109,0.025909,0.091521
655,3.179612,-0.032539,0.023692,0.063979,-0.041450,0.027310,0.078671,-0.015854,0.022888,0.080364,-0.029109,0.025908,0.091522
656,3.184466,-0.032541,0.023694,0.063977,-0.041450,0.027310,0.078671,-0.015854,0.022888,0.080365,-0.029109,0.025908,0.091522
657,3.189320,-0.032542,0.023695,0.063976,-0.041451,0.027310,0.078671,-0.015854,0.022889,0.080366,-0.029109,0.025908,0.091523
658,3.194175,-0.032544,0.023697,0.063974,-0.041451,0.027309,0.078672,-0.015854,0.022889,0.080367,-0.029109,0.025907,0.091523
659,3.199029,-0.032546,0.023699,0.063972,-0.041452,0.027309,0.078672,-0.015854,0.022889,0.080367,-0.029110,0.025907,0.091524
660,3.203883,-0.032548,0.023701,0.063970,-0.041453,0.027309,0.078672,-0.015854,0.022890,0.080368,-0.029110,0.025907,0.091524
661,3.208738,-0.032549,0.023702,0.063969,-0.041454,0.027309,0.078673,-0.015853,0.022890,0.080369,-0.029110,0.025907,0.091524
662,3.213592,-0.032551,0.023704,0.063967,-0.041454,0.027309,0.078673,-0.015853,0.022890,0.080370,-0.029110,0.025906,0.091525
663,3.218447,-0.032553,0.023706,0.063965,-0.041455,0.027309,0.078673,-0.015853,0.022891,0.080371,-0.029110,0.025906,0.091525
664,3.223301,-0.032555,0.023708,0.063963,-0.041456,0.027308,0.078673,-0.015853,0.022891,0.080372,-0.029111,0.025906,0.091526
665,3.228155,-0.032557,0.023709,0.063962,-0.041457,0.027308,0.078674,-0.015853,0.022891,0.080372,-0.029111,0.025906,0.091526
666,3.233010,-0.032559,0.023711,0.063960,-0.041458,0.027308,0.078674,-0.015853,0.022892,0.080373,-0.029111,0.025905,0.091527
667,3.237864,-0.032560,0.023713,0.063958,-0.041459,0.027308,0.078674,-0.015853,0.022892,0.080374,-0.029111,0.025905,0.091527
668,3.242718,-0.032562,0.023715,0.063956,-0.041460,0.027308,0.078674,-0.015853,0.022892,0.080375,-0.029112,0.025905,0.091528
669,3.247573,-0.032564,0.023716,0.063954,-0.041461,0.027307,0.078674,-0.015853,0.022893,0.080376,-0.029112,0.025905,0.091528
670,3.252427,-0.032566,0.023718,0.063953,-0.041462,0.027307,0.078675,-0.015853,0.022893,0.080377,-0.029112,0.025904,0.091529
671,3.257282,-0.032568,0.023720,0.063951,-0.041463,0.027307,0.078675,-0.015853,0.022893,0.080377,-0.029112,0.025904,0.091529
672,3.262136,-0.032570,0.023721,0.063949,-0.041464,0.027307,0.078675,-0.015853,0.022894,0.080378,-0.029113,0.025904,0.091530
673,3.266990,-0.032572,0.023723,0.063948,-0.041465,0.027306,0.078675,-0.015853,0.022894,0.080379,-0.029113,0.025903,0.091531
674,3.271845,-0.032574,0.023725,0.063946,-0.041466,0.027306,0.078675,-0.015853,0.022894,0.080380,-0.029113,0.025903,0.091531
675,3.276699,-0.032576,0.023726,0.063944,-0.041467,0.027306,0.078675,-0.015853,0.022894,0.080381,-0.029114,0.025903,0.091532
676,3.281553,-0.032577,0.023728,0.063943,-0.041469,0.027306,0.078675,-0.015853,0.022895,0.080382,-0.029114,0.025903,0.091532
677,3.286408,-0.032579,0.023729,0.063941,-0.041470,0.027305,0.078675,-0.015853,0.022895,0.080383,-0.029114,0.025902,0.091533
678,3.291262,-0.032581,0.023731,0.063940,-0.041471,0.027305,0.078675,-0.015853,0.022895,0.080384,-0.029115,0.025902,0.091533
679,3.296117,-0.032583,0.023732,0.063938,-0.041472,0.027305,0.078675,-0.015853,0.022896,0.080384,-0.029115,0.025902,0.091534
680,3.300971,-0.032585,0.023734,0.063937,-0.041474,0.027304,0.078675,-0.015854,0.022896,0.080385,-0.029115,0.025901,0.091535
681,3.305825,-0.032586,0.023735,0.063935,-0.041475,0.027304,0.078675,-0.015854,0.022896,0.080386,-0.029116,0.025901,0.091535
682,3.310680,-0.032588,0.023737,0.063934,-0.041477,0.027304,0.078675,-0.015854,0.022897,0.080387,-0.029116,0.025901,0.091536
683,3.315534,-0.032590,0.023738,0.063933,-0.041478,0.027304,0.078675,-0.015854,0.022897,0.080388,-0.029116,0.025901,0.091536
684,3.320388,-0.032592,0.023740,0.063931,-0.041479,0.027303,0.078675,-0.015854,0.022897,0.080389,-0.029117,0.025900,0.091537
685,3.325243,-0.032593,0.023741,0.063930,-0.041481,0.027303,0.078675,-0.015854,0.022897,0.080389,-0.029117,0.025900,0.091538
686,3.330097,-0.032595,0.023742,0.063929,-0.041482,0.027303,0.078675,-0.015855,0.022898,0.080390,-0.029117,0.025900,0.091538
687,3.334951,-0.032597,0.023743,0.063928,-0.041484,0.027302,0.078675,-0.015855,0.022898,0.080391,-0.029118,0.025900,0.091539
688,3.339806,-0.032598,0.023745,0.063927,-0.041485,0.027302,0.078675,-0.015855,0.022898,0.080392,-0.029118,0.025899,0.091539
689,3.344660,-0.032600,0.023746,0.063926,-0.041487,0.027302,0.078675,-0.015855,0.022899,0.080393,-0.029119,0.025899,0.091540
690,3.349515,-0.032601,0.023747,0.063925,-0.041488,0.027301,0.078675,-0.015856,0.022899,0.080394,-0.029119,0.025899,0.091541
691,3.354369,-0.032603,0.023748,0.063924,-0.041489,0.027301,0.078675,-0.015856,0.022899,0.080394,-0.029120,0.025898,0.091541
692,3.359223,-0.032604,0.023749,0.063924,-0.041491,0.027301,0.078675,-0.015856,0.022900,0.080395,-0.029120,0.025898,0.091542
