Format Version,1.21,Take Name,Take 2016-02-09 06.04.27 PM,Capture Frame Rate,206,Export Frame Rate,206,Capture Start Time,2016-02-09 06.04.27.420 PM,Total Frames in Take,4527,Total Exported Frames,4527,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,,,,,,
,,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
1527,7.412621,-0.037234,0.025661,0.066095,-0.044731,0.026553,0.081972,-0.018187,0.024105,0.083047,-0.031458,0.024994,0.094322,,,,,,
1528,7.417476,-0.037248,0.025666,0.066102,-0.04474,0.02655,0.081983,-0.018197,0.024107,0.083058,-0.031465,0.02499,0.09433,,,,,,
1529,7.42233,-0.037262,0.02567,0.06611,-0.044749,0.026547,0.081994,-0.018208,0.02411,0.083068,-0.031472,0.024987,0.094339,,,,,,
1530,7.427184,-0.037275,0.025675,0.066118,-0.044758,0.026545,0.082004,-0.018219,0.024112,0.083079,-0.031479,0.024984,0.094348,,,,,,
1531,7.432039,-0.037289,0.02568,0.066126,-0.044768,0.026542,0.082015,-0.01823,0.024114,0.083089,-0.031486,0.024981,0.094357,,,,,,
1532,7.436893,-0.037303,0.025685,0.066134,-0.044777,0.026539,0.082026,-0.018241,0.024117,0.083099,-0.031493,0.024978,0.094365,,,,,,
1533,7.441748,-0.037317,0.02569,0.066142,-0.044787,0.026536,0.082037,-0.018252,0.024119,0.083109,-0.0315,0.024974,0.094374,,,,,,
1534,7.446602,-0.037331,0.025695,0.06615,-0.044797,0.026533,0.082047,-0.018263,0.024122,0.083119,-0.031507,0.024971,0.094383,,,,,,
1535,7.451456,-0.037345,0.0257,0.066159,-0.044807,0.026531,0.082058,-0.018274,0.024125,0.083129,-0.031514,0.024968,0.094392,,,,,,
1536,7.456311,-0.037359,0.025705,0.066167,-0.044817,0.026528,0.082069,-0.018286,0.024128,0.083139,-0.031521,0.024964,0.094401,,,,,,
1537,7.461165,-0.037373,0.02571,0.066175,-0.044827,0.026525,0.082079,-0.018297,0.024131,0.083148,-0.031529,0.024961,0.09441,,,,,,
1538,7.466019,-0.037387,0.025714,0.066184,-0.044837,0.026522,0.08209,-0.018309,0.024134,0.083158,-0.031536,0.024957,0.094419,,,,,,
1539,7.470874,-0.037401,0.025719,0.066193,-0.044848,0.026519,0.082101,-0.01832,0.024137,0.083167,-0.031543,0.024954,0.094428,,,,,,
1540,7.475728,-0.037415,0.025724,0.066201,-0.044858,0.026516,0.082111,-0.018332,0.02414,0.083176,-0.031551,0.02495,0.094437,,,,,,
1541,7.480583,-0.03743,0.025729,0.06621,-0.044869,0.026513,0.082122,-0.018343,0.024144,0.083185,-0.031558,0.024947,0.094446,,,,,,
1542,7.485437,-0.037444,0.025734,0.066219,-0.044879,0.02651,0.082133,-0.018355,0.024147,0.083194,-0.031566,0.024943,0.094455,,,,,,
1543,7.490291,-0.037458,0.025739,0.066228,-0.04489,0.026506,0.082143,-0.018367,0.024151,0.083203,-0.031573,0.024939,0.094464,,,,,,
1544,7.495146,-0.037473,0.025744,0.066237,-0.044901,0.026503,0.082154,-0.018378,0.024155,0.083212,-0.031581,0.024936,0.094473,,,,,,
1545,7.5,-0.037487,0.025749,0.066246,-0.044912,0.0265,0.082165,-0.01839,0.024158,0.08322,-0.031589,0.024932,0.094482,,,,,,
1546,7.504854,-0.037502,0.025754,0.066255,-0.044923,0.026497,0.082175,-0.018402,0.024162,0.083229,-0.031597,0.024928,0.094491,,,,,,
1547,7.509709,-0.037517,0.025759,0.066265,-0.044935,0.026493,0.082186,-0.018413,0.024166,0.083238,-0.031605,0.024924,0.0945,,,,,,
1548,7.514563,-0.037531,0.025764,0.066274,-0.044946,0.02649,0.082197,-0.018425,0.024171,0.083246,-0.031613,0.02492,0.094509,,,,,,
1549,7.519417,-0.037546,0.025769,0.066284,-0.044958,0.026487,0.082207,-0.018437,0.024175,0.083254,-0.031621,0.024916,0.094518,,,,,,
1550,7.524272,-0.037561,0.025774,0.066293,-0.044969,0.026483,0.082218,-0.018449,0.024179,0.083263,-0.031629,0.024912,0.094528,,,,,,
1551,7.529126,-0.037575,0.025778,0.066303,-0.044981,0.02648,0.082229,-0.018461,0.024184,0.083271,-0.031637,0.024908,0.094537,,,,,,
1552,7.533981,-0.03759,0.025783,0.066312,-0.044993,0.026476,0.082239,-0.018472,0.024188,0.083279,-0.031645,0.024904,0.094546,,,,,,
1553,7.538835,-0.037605,0.025788,0.066322,-0.045004,0.026473,0.08225,-0.018484,0.024193,0.083287,-0.031654,0.0249,0.094556,,,,,,
1554,7.543689,-0.03762,0.025793,0.066332,-0.045016,0.026469,0.082261,-0.018496,0.024198,0.083295,-0.031662,0.024896,0.094565,,,,,,
1555,7.548544,-0.037635,0.025798,0.066342,-0.045028,0.026465,0.082271,-0.018508,0.024203,0.083303,-0.031671,0.024892,0.094574,,,,,,
1556,7.553398,-0.03765,0.025803,0.066352,-0.04504,0.026461,0.082282,-0.018519,0.024208,0.083311,-0.031679,0.024888,0.094584,,,,,,
1557,7.558252,-0.037664,0.025808,0.066362,-0.045053,0.026458,0.082293,-0.018531,0.024213,0.083319,-0.031688,0.024883,0.094593,,,,,,
1558,7.563107,-0.037679,0.025813,0.066372,-0.045065,0.026454,0.082304,-0.018543,0.024218,0.083327,-0.031696,0.024879,0.094603,,,,,,
1559,7.567961,-0.037694,0.025818,0.066382,-0.045077,0.02645,0.082314,-0.018554,0.024223,0.083335,-0.031705,0.024875,0.094612,,,,,,
1560,7.572816,-0.03771,0.025823,0.066393,-0.04509,0.026446,0.082325,-0.018566,0.024228,0.083344,-0.031714,0.024871,0.094622,,,,,,
1561,7.57767,-0.037725,0.025828,0.066403,-0.045102,0.026442,0.082336,-0.018578,0.024234,0.083352,-0.031723,0.024866,0.094632,,,,,,
1562,7.582524,-0.03774,0.025833,0.066413,-0.045115,0.026438,0.082347,-0.018589,0.024239,0.08336,-0.031732,0.024862,0.094641,,,,,,
1563,7.587379,-0.037755,0.025838,0.066424,-0.045127,0.026434,0.082358,-0.018601,0.024245,0.083368,-0.031741,0.024857,0.094651,,,,,,
1564,7.592233,-0.03777,0.025843,0.066434,-0.04514,0.02643,0.082369,-0.018612,0.02425,0.083376,-0.03175,0.024853,0.094661,,,,,,
1565,7.597087,-0.037785,0.025848,0.066445,-0.045152,0.026425,0.08238,-0.018624,0.024256,0.083384,-0.03176,0.024848,0.094671,,,,,,
1566,7.601942,-0.0378,0.025853,0.066456,-0.045165,0.026421,0.082391,-0.018635,0.024262,0.083392,-0.031769,0.024844,0.094681,,,,,,
1567,7.606796,-0.037815,0.025857,0.066467,-0.045178,0.026417,0.082402,-0.018646,0.024268,0.083401,-0.031778,0.024839,0.094691,,,,,,
1568,7.61165,-0.037831,0.025862,0.066477,-0.045191,0.026412,0.082414,-0.018658,0.024274,0.083409,-0.031788,0.024835,0.094701,,,,,,
1569,7.616505,-0.037846,0.025867,0.066488,-0.045204,0.026408,0.082425,-0.018669,0.02428,0.083418,-0.031798,0.02483,0.094712,,,,,,
1570,7.621359,-0.037861,0.025872,0.066499,-0.045217,0.026403,0.082436,-0.01868,0.024286,0.083426,-0.031807,0.024825,0.094722,,,,,,
1571,7.626214,-0.037877,0.025877,0.06651,-0.04523,0.026399,0.082448,-0.018691,0.024292,0.083435,-0.031817,0.024821,0.094732,,,,,,
1572,7.631068,-0.037892,0.025882,0.066521,-0.045243,0.026394,0.082459,-0.018703,0.024298,0.083443,-0.031827,0.024816,0.094743,,,,,,
1573,7.635922,-0.037907,0.025887,0.066533,-0.045256,0.026389,0.082471,-0.018714,0.024304,0.083452,-0.031837,0.024811,0.094753,,,,,,
1574,7.640777,-0.037923,0.025893,0.066544,-0.045269,0.026385,0.082483,-0.018725,0.024311,0.083461,-0.031847,0.024806,0.094764,,,,,,
1575,7.645631,-0.037938,0.025898,0.066555,-0.045282,0.02638,0.082494,-0.018736,0.024317,0.08347,-0.031858,0.024802,0.094775,,,,,,
1576,7.650485,-0.037953,0.025903,0.066567,-0.045295,0.026375,0.082506,-0.018747,0.024324,0.083479,-0.031868,0.024797,0.094786,,,,,,
1577,7.65534,-0.037969,0.025908,0.066578,-0.045309,0.02637,0.082518,-0.018758,0.02433,0.083488,-0.031879,0.024792,0.094797,,,,,,
1578,7.660194,-0.037984,0.025913,0.06659,-0.045322,0.026365,0.08253,-0.018769,0.024337,0.083498,-0.031889,0.024787,0.094808,,,,,,
1579,7.665049,-0.038,0.025918,0.066602,-0.045336,0.02636,0.082543,-0.01878,0.024343,0.083507,-0.0319,0.024782,0.094819,,,,,,
1580,7.669903,-0.038016,0.025923,0.066614,-0.045349,0.026354,0.082555,-0.018791,0.02435,0.083517,-0.031911,0.024777,0.094831,,,,,,
1581,7.674757,-0.038031,0.025929,0.066625,-0.045363,0.026349,0.082567,-0.018802,0.024357,0.083526,-0.031922,0.024772,0.094842,,,,,,
1582,7.679612,-0.038047,0.025934,0.066637,-0.045376,0.026344,0.08258,-0.018813,0.024364,0.083536,-0.031933,0.024766,0.094854,,,,,,
1583,7.684466,-0.038063,0.025939,0.06665,-0.04539,0.026338,0.082593,-0.018823,0.024371,0.083546,-0.031944,0.024761,0.094865,,,,,,
1584,7.68932,-0.038078,0.025944,0.066662,-0.045404,0.026333,0.082605,-0.018834,0.024378,0.083556,-0.031955,0.024756,0.094877,,,,,,
1585,7.694175,-0.038094,0.02595,0.066674,-0.045418,0.026327,0.082618,-0.018845,0.024385,0.083566,-0.031967,0.024751,0.094889,,,,,,
1586,7.699029,-0.03811,0.025955,0.066686,-0.045432,0.026322,0.082631,-0.018856,0.024392,0.083576,-0.031978,0.024746,0.094901,,,,,,
1587,7.703883,-0.038126,0.025961,0.066699,-0.045446,0.026316,0.082645,-0.018867,0.024399,0.083586,-0.03199,0.02474,0.094913,,,,,,
1588,7.708738,-0.038142,0.025966,0.066712,-0.04546,0.02631,0.082658,-0.018877,0.024406,0.083596,-0.032002,0.024735,0.094925,,,,,,
1589,7.713592,-0.038158,0.025971,0.066724,-0.045474,0.026304,0.082672,-0.018888,0.024414,0.083607,-0.032014,0.02473,0.094938,,,,,,
1590,7.718447,-0.038174,0.025977,0.066737,-0.045488,0.026299,0.082685,-0.018899,0.024421,0.083617,-0.032026,0.024724,0.09495,,,,,,
1591,7.723301,-0.03819,0.025983,0.06675,-0.045503,0.026293,0.082699,-0.01891,0.024428,0.083628,-0.032038,0.024719,0.094963,,,,,,
1592,7.728155,-0.038206,0.025988,0.066763,-0.045517,0.026286,0.082713,-0.018921,0.024436,0.083639,-0.03205,0.024713,0.094975,,,,,,
1593,7.73301,-0.038222,0.025994,0.066776,-0.045531,0.02628,0.082727,-0.018931,0.024443,0.08365,-0.032063,0.024708,0.094988,,,,,,
1594,7.737864,-0.038238,0.026,0.06679,-0.045546,0.026274,0.082741,-0.018942,0.024451,0.083661,-0.032075,0.024702,0.095001,,,,,,
1595,7.742718,-0.038254,0.026005,0.066803,-0.04556,0.026268,0.082755,-0.018953,0.024458,0.083672,-0.032087,0.024697,0.095014,,,,,,
1596,7.747573,-0.038271,0.026011,0.066816,-0.045575,0.026261,0.08277,-0.018964,0.024466,0.083683,-0.0321,0.024691,0.095027,,,,,,
1597,7.752427,-0.038287,0.026017,0.06683,-0.04559,0.026255,0.082784,-0.018975,0.024473,0.083695,-0.032113,0.024686,0.09504,,,,,,
1598,7.757282,-0.038303,0.026023,0.066844,-0.045604,0.026249,0.082799,-0.018985,0.024481,0.083706,-0.032126,0.02468,0.095053,,,,,,
1599,7.762136,-0.03832,0.026029,0.066858,-0.045619,0.026242,0.082814,-0.018996,0.024489,0.083717,-0.032138,0.024674,0.095066,,,,,,
1600,7.76699,-0.038336,0.026035,0.066871,-0.045634,0.026235,0.082829,-0.019007,0.024496,0.083729,-0.032151,0.024669,0.09508,,,,,,
1601,7.771845,-0.038353,0.02604,0.066885,-0.045649,0.026229,0.082844,-0.019018,0.024504,0.083741,-0.032164,0.024663,0.095093,,,,,,
1602,7.776699,-0.038369,0.026046,0.066899,-0.045664,0.026222,0.082859,-0.019029,0.024512,0.083752,-0.032177,0.024657,0.095107,,,,,,
1603,7.781553,-0.038386,0.026052,0.066913,-0.045679,0.026215,0.082874,-0.01904,0.024519,0.083764,-0.03219,0.024651,0.09512,,,,,,
1604,7.786408,-0.038402,0.026058,0.066928,-0.045694,0.026208,0.082889,-0.019051,0.024527,0.083776,-0.032204,0.024646,0.095134,,,,,,
1605,7.791262,-0.038419,0.026064,0.066942,-0.045708,0.026202,0.082904,-0.019062,0.024535,0.083788,-0.032217,0.02464,0.095148,,,,,,
1606,7.796117,-0.038435,0.02607,0.066956,-0.045723,0.026195,0.08292,-0.019073,0.024542,0.0838,-0.03223,0.024634,0.095161,,,,,,
1607,7.800971,-0.038452,0.026077,0.066971,-0.045738,0.026188,0.082935,-0.019085,0.02455,0.083812,-0.032243,0.024628,0.095175,,,,,,
1608,7.805825,-0.038468,0.026083,0.066985,-0.045753,0.026181,0.082951,-0.019096,0.024558,0.083824,-0.032256,0.024623,0.095189,,,,,,
1609,7.81068,-0.038484,0.026089,0.066999,-0.045768,0.026174,0.082966,-0.019107,0.024565,0.083837,-0.03227,0.024617,0.095202,,,,,,
1610,7.815534,-0.038501,0.026095,0.067014,-0.045783,0.026167,0.082982,-0.019118,0.024573,0.083849,-0.032283,0.024611,0.095216,,,,,,
1611,7.820388,-0.038517,0.026101,0.067028,-0.045798,0.02616,0.082997,-0.01913,0.02458,0.083861,-0.032296,0.024605,0.09523,,,,,,
1612,7.825243,-0.038534,0.026107,0.067043,-0.045813,0.026153,0.083013,-0.019141,0.024588,0.083874,-0.032309,0.0246,0.095244,,,,,,
1613,7.830097,-0.03855,0.026113,0.067057,-0.045828,0.026146,0.083028,-0.019152,0.024595,0.083886,-0.032323,0.024594,0.095257,,,,,,
1614,7.834951,-0.038566,0.026119,0.067072,-0.045843,0.026139,0.083044,-0.019164,0.024603,0.083898,-0.032336,0.024588,0.095271,,,,,,
1615,7.839806,-0.038582,0.026125,0.067086,-0.045857,0.026132,0.083059,-0.019175,0.02461,0.083911,-0.032349,0.024582,0.095285,,,,,,
1616,7.84466,-0.038598,0.026131,0.067101,-0.045872,0.026125,0.083074,-0.019187,0.024617,0.083923,-0.032362,0.024577,0.095298,,,,,,
1617,7.849515,-0.038614,0.026137,0.067115,-0.045886,0.026118,0.08309,-0.019199,0.024624,0.083936,-0.032375,0.024571,0.095312,,,,,,
1618,7.854369,-0.03863,0.026142,0.06713,-0.045901,0.026112,0.083105,-0.01921,0.024631,0.083948,-0.032388,0.024565,0.095325,,,,,,
1619,7.859223,-0.038646,0.026148,0.067144,-0.045915,0.026105,0.08312,-0.019222,0.024638,0.083961,-0.032401,0.02456,0.095339,,,,,,
1620,7.864078,-0.038662,0.026154,0.067158,-0.045929,0.026098,0.083135,-0.019234,0.024645,0.083973,-0.032414,0.024554,0.095352,,,,,,
1621,7.868932,-0.038677,0.02616,0.067172,-0.045943,0.026091,0.08315,-0.019245,0.024652,0.083986,-0.032427,0.024549,0.095366,,,,,,
1622,7.873786,-0.038693,0.026165,0.067186,-0.045957,0.026085,0.083165,-0.019257,0.024659,0.083998,-0.032439,0.024543,0.095379,,,,,,
1623,7.878641,-0.038708,0.026171,0.0672,-0.045971,0.026078,0.08318,-0.019269,0.024665,0.084011,-0.032452,0.024538,0.095392,,,,,,
1624,7.883495,-0.038723,0.026176,0.067214,-0.045985,0.026071,0.083195,-0.019281,0.024672,0.084023,-0.032465,0.024532,0.095405,,,,,,
1625,7.88835,-0.038738,0.026182,0.067228,-0.045999,0.026065,0.083209,-0.019293,0.024678,0.084036,-0.032477,0.024527,0.095418,,,,,,
1626,7.893204,-0.038753,0.026187,0.067242,-0.046012,0.026058,0.083223,-0.019305,0.024685,0.084048,-0.032489,0.024522,0.095431,,,,,,
1627,7.898058,-0.038768,0.026192,0.067255,-0.046025,0.026052,0.083238,-0.019317,0.024691,0.084061,-0.032502,0.024517,0.095443,,,,,,
1628,7.902913,-0.038782,0.026197,0.067269,-0.046039,0.026046,0.083252,-0.019329,0.024697,0.084073,-0.032514,0.024511,0.095456,,,,,,
1629,7.907767,-0.038797,0.026203,0.067282,-0.046052,0.026039,0.083266,-0.019341,0.024703,0.084085,-0.032526,0.024506,0.095468,,,,,,
1630,7.912621,-0.038811,0.026208,0.067295,-0.046064,0.026033,0.083279,-0.019353,0.024709,0.084097,-0.032538,0.024501,0.095481,,,,,,
1631,7.917476,-0.038825,0.026212,0.067308,-0.046077,0.026027,0.083293,-0.019365,0.024715,0.08411,-0.032549,0.024496,0.095493,,,,,,
1632,7.92233,-0.038839,0.026217,0.06732,-0.046089,0.026021,0.083306,-0.019377,0.02472,0.084122,-0.032561,0.024491,0.095505,,,,,,
1633,7.927184,-0.038853,0.026222,0.067333,-0.046102,0.026015,0.083319,-0.019389,0.024726,0.084134,-0.032572,0.024486,0.095517,,,,,,
1634,7.932039,-0.038867,0.026227,0.067345,-0.046114,0.02601,0.083332,-0.019401,0.024731,0.084146,-0.032584,0.024482,0.095529,,,,,,
1635,7.936893,-0.03888,0.026231,0.067358,-0.046126,0.026004,0.083345,-0.019413,0.024736,0.084158,-0.032595,0.024477,0.09554,,,,,,
1636,7.941748,-0.038893,0.026236,0.06737,-0.046138,0.025998,0.083357,-0.019424,0.024741,0.084169,-0.032606,0.024472,0.095552,,,,,,
1637,7.946602,-0.038907,0.02624,0.067381,-0.046149,0.025993,0.083369,-0.019436,0.024746,0.084181,-0.032617,0.024468,0.095563,,,,,,
1638,7.951456,-0.03892,0.026244,0.067393,-0.04616,0.025987,0.083382,-0.019448,0.024751,0.084193,-0.032628,0.024463,0.095574,,,,,,
1639,7.956311,-0.038932,0.026248,0.067404,-0.046172,0.025982,0.083393,-0.01946,0.024756,0.084204,-0.032638,0.024459,0.095585,,,,,,
1640,7.961165,-0.038945,0.026252,0.067416,-0.046183,0.025977,0.083405,-0.019472,0.024761,0.084216,-0.032649,0.024454,0.095596,,,,,,
1641,7.966019,-0.038957,0.026256,0.067427,-0.046193,0.025972,0.083417,-0.019483,0.024765,0.084227,-0.032659,0.02445,0.095607,,,,,,
1642,7.970874,-0.03897,0.02626,0.067438,-0.046204,0.025967,0.083428,-0.019495,0.02477,0.084238,-0.03267,0.024446,0.095617,,,,,,
1643,7.975728,-0.038982,0.026264,0.067448,-0.046215,0.025962,0.083439,-0.019507,0.024774,0.084249,-0.03268,0.024442,0.095628,,,,,,
1644,7.980583,-0.038994,0.026268,0.067459,-0.046225,0.025957,0.08345,-0.019518,0.024778,0.08426,-0.032689,0.024438,0.095638,,,,,,
1645,7.985437,-0.039006,0.026271,0.067469,-0.046235,0.025953,0.08346,-0.019529,0.024783,0.084271,-0.032699,0.024434,0.095648,,,,,,
1646,7.990291,-0.039018,0.026275,0.067479,-0.046245,0.025948,0.083471,-0.019541,0.024787,0.084282,-0.032709,0.02443,0.095658,,,,,,
1647,7.995146,-0.039029,0.026278,0.067489,-0.046255,0.025943,0.083481,-0.019552,0.024791,0.084292,-0.032718,0.024426,0.095668,,,,,,
1648,8,-0.039041,0.026281,0.067499,-0.046265,0.025939,0.083491,-0.019563,0.024795,0.084303,-0.032728,0.024422,0.095678,,,,,,
1649,8.004854,-0.039052,0.026285,0.067508,-0.046274,0.025935,0.083501,-0.019574,0.024799,0.084313,-0.032737,0.024419,0.095687,,,,,,
1650,8.009709,-0.039063,0.026288,0.067517,-0.046283,0.02593,0.083511,-0.019585,0.024802,0.084323,-0.032746,0.024415,0.095696,,,,,,
1651,8.014563,-0.039074,0.026291,0.067527,-0.046293,0.025926,0.08352,-0.019596,0.024806,0.084334,-0.032755,0.024411,0.095706,,,,,,
1652,8.019417,-0.039086,0.026294,0.067536,-0.046302,0.025922,0.08353,-0.019607,0.02481,0.084344,-0.032764,0.024408,0.095715,,,,,,
1653,8.024272,-0.039096,0.026297,0.067544,-0.046311,0.025918,0.083539,-0.019617,0.024813,0.084353,-0.032773,0.024405,0.095724,,,,,,
1654,8.029126,-0.039107,0.0263,0.067553,-0.04632,0.025914,0.083548,-0.019628,0.024817,0.084363,-0.032781,0.024401,0.095732,,,,,,
1655,8.033981,-0.039118,0.026302,0.067562,-0.046328,0.02591,0.083557,-0.019638,0.02482,0.084373,-0.03279,0.024398,0.095741,,,,,,
1656,8.038835,-0.039129,0.026305,0.06757,-0.046337,0.025907,0.083566,-0.019648,0.024824,0.084382,-0.032798,0.024395,0.09575,,,,,,
1657,8.043689,-0.03914,0.026308,0.067578,-0.046346,0.025903,0.083574,-0.019659,0.024827,0.084391,-0.032806,0.024392,0.095758,,,,,,
1658,8.048544,-0.03915,0.026311,0.067586,-0.046354,0.025899,0.083583,-0.019669,0.02483,0.0844,-0.032814,0.024388,0.095766,,,,,,
1659,8.053398,-0.039161,0.026313,0.067594,-0.046363,0.025896,0.083591,-0.019679,0.024834,0.084409,-0.032822,0.024385,0.095775,,,,,,
1660,8.058252,-0.039171,0.026316,0.067602,-0.046371,0.025892,0.0836,-0.019688,0.024837,0.084418,-0.03283,0.024382,0.095783,,,,,,
1661,8.063107,-0.039182,0.026318,0.06761,-0.046379,0.025888,0.083608,-0.019698,0.02484,0.084427,-0.032838,0.024379,0.095791,,,,,,
1662,8.067961,-0.039192,0.026321,0.067618,-0.046388,0.025885,0.083616,-0.019707,0.024843,0.084436,-0.032846,0.024376,0.095798,,,,,,
1663,8.072816,-0.039203,0.026323,0.067625,-0.046396,0.025881,0.083624,-0.019717,0.024846,0.084444,-0.032853,0.024374,0.095806,,,,,,
1664,8.07767,-0.039213,0.026326,0.067633,-0.046404,0.025878,0.083632,-0.019726,0.02485,0.084453,-0.032861,0.024371,0.095814,,,,,,
1665,8.082524,-0.039223,0.026328,0.06764,-0.046412,0.025875,0.08364,-0.019735,0.024853,0.084461,-0.032868,0.024368,0.095821,,,,,,
1666,8.087379,-0.039234,0.026331,0.067648,-0.04642,0.025871,0.083648,-0.019744,0.024856,0.084469,-0.032876,0.024365,0.095829,,,,,,
1667,8.092233,-0.039244,0.026333,0.067655,-0.046428,0.025868,0.083656,-0.019753,0.024859,0.084477,-0.032883,0.024363,0.095836,,,,,,
1668,8.097087,-0.039255,0.026335,0.067662,-0.046436,0.025865,0.083664,-0.019762,0.024862,0.084485,-0.03289,0.02436,0.095843,,,,,,
1669,8.101942,-0.039265,0.026338,0.067669,-0.046444,0.025861,0.083671,-0.01977,0.024865,0.084493,-0.032897,0.024357,0.095851,,,,,,
1670,8.106796,-0.039275,0.02634,0.067676,-0.046452,0.025858,0.083679,-0.019779,0.024868,0.0845,-0.032904,0.024355,0.095858,,,,,,
1671,8.11165,-0.039286,0.026342,0.067683,-0.04646,0.025855,0.083687,-0.019787,0.024872,0.084508,-0.032911,0.024352,0.095865,,,,,,
1672,8.116505,-0.039296,0.026345,0.06769,-0.046468,0.025851,0.083694,-0.019795,0.024875,0.084516,-0.032918,0.02435,0.095872,,,,,,
1673,8.121359,-0.039306,0.026347,0.067697,-0.046476,0.025848,0.083702,-0.019803,0.024878,0.084523,-0.032925,0.024347,0.095879,,,,,,
1674,8.126214,-0.039317,0.026349,0.067704,-0.046484,0.025845,0.083709,-0.019811,0.024881,0.08453,-0.032932,0.024344,0.095885,,,,,,
1675,8.131068,-0.039327,0.026351,0.067711,-0.046492,0.025841,0.083717,-0.019819,0.024884,0.084537,-0.032939,0.024342,0.095892,,,,,,
1676,8.135922,-0.039337,0.026354,0.067718,-0.0465,0.025838,0.083724,-0.019827,0.024887,0.084545,-0.032945,0.02434,0.095899,,,,,,
1677,8.140777,-0.039348,0.026356,0.067724,-0.046508,0.025835,0.083732,-0.019835,0.02489,0.084552,-0.032952,0.024337,0.095905,,,,,,
1678,8.145631,-0.039358,0.026358,0.067731,-0.046516,0.025832,0.083739,-0.019842,0.024894,0.084559,-0.032958,0.024335,0.095912,,,,,,
1679,8.150485,-0.039369,0.02636,0.067738,-0.046524,0.025828,0.083747,-0.019849,0.024897,0.084565,-0.032965,0.024332,0.095918,,,,,,
1680,8.15534,-0.039379,0.026363,0.067744,-0.046532,0.025825,0.083754,-0.019856,0.0249,0.084571,-0.032971,0.02433,0.095925,,,,,,
1681,8.160194,-0.039389,0.026365,0.067751,-0.04654,0.025822,0.083762,-0.019863,0.024903,0.084578,-0.032978,0.024327,0.095931,,,,,,
1682,8.165049,-0.0394,0.026367,0.067758,-0.046547,0.025819,0.083769,-0.019869,0.024906,0.084584,-0.032984,0.024325,0.095937,,,,,,
1683,8.169903,-0.03941,0.02637,0.067764,-0.046555,0.025815,0.083776,-0.019876,0.024909,0.08459,-0.03299,0.024323,0.095943,,,,,,
1684,8.174757,-0.03942,0.026372,0.067771,-0.046563,0.025812,0.083784,-0.019883,0.024913,0.084597,-0.032996,0.02432,0.09595,,,,,,
1685,8.179612,-0.03943,0.026374,0.067777,-0.046571,0.025809,0.083791,-0.019889,0.024916,0.084603,-0.033003,0.024318,0.095956,,,,,,
1686,8.184466,-0.039441,0.026376,0.067784,-0.046579,0.025806,0.083798,-0.019896,0.024919,0.084609,-0.033009,0.024316,0.095962,,,,,,
1687,8.18932,-0.039451,0.026379,0.06779,-0.046587,0.025802,0.083805,-0.019902,0.024922,0.084615,-0.033015,0.024314,0.095967,,,,,,
1688,8.194175,-0.039461,0.026381,0.067796,-0.046595,0.025799,0.083812,-0.019909,0.024925,0.084621,-0.033021,0.024311,0.095973,,,,,,
1689,8.199029,-0.039471,0.026383,0.067803,-0.046602,0.025796,0.08382,-0.019915,0.024928,0.084627,-0.033026,0.024309,0.095979,,,,,,
1690,8.203883,-0.039481,0.026385,0.067809,-0.04661,0.025793,0.083827,-0.019921,0.024931,0.084633,-0.033032,0.024307,0.095985,,,,,,
1691,8.208738,-0.039491,0.026387,0.067815,-0.046618,0.025789,0.083834,-0.019927,0.024935,0.084639,-0.033038,0.024305,0.09599,,,,,,
1692,8.213592,-0.039501,0.02639,0.067821,-0.046625,0.025786,0.08384,-0.019933,0.024938,0.084645,-0.033044,0.024302,0.095996,,,,,,
1693,8.218447,-0.039511,0.026392,0.067827,-0.046633,0.025783,0.083847,-0.019939,0.024941,0.084651,-0.033049,0.0243,0.096001,,,,,,
1694,8.223301,-0.03952,0.026394,0.067833,-0.04664,0.02578,0.083854,-0.019945,0.024944,0.084656,-0.033055,0.024298,0.096007,,,,,,
1695,8.228155,-0.03953,0.026396,0.067839,-0.046648,0.025777,0.083861,-0.019951,0.024947,0.084662,-0.03306,0.024296,0.096012,,,,,,
1696,8.23301,-0.03954,0.026398,0.067845,-0.046655,0.025774,0.083867,-0.019957,0.02495,0.084668,-0.033066,0.024294,0.096018,,,,,,
