Format Version,1.21,Take Name,Take 2016-02-09 06.04.27 PM,Capture Frame Rate,206,Export Frame Rate,206,Capture Start Time,2016-02-09 06.04.27.420 PM,Total Frames in Take,4527,Total Exported Frames,4527,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Away from port top,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Rigidside away from port,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Close to port top,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,Actuator Markers:Rigid side close to port,,,,,,
,,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000005,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
1180,5.728155,-0.033433,0.024162,0.064237,-0.041984,0.027162,0.079299,-0.016404,0.02281,0.081103,-0.029486,0.025721,0.092102,,,,,,
1181,5.73301,-0.033436,0.024164,0.064238,-0.041987,0.027162,0.079301,-0.016405,0.02281,0.081105,-0.029487,0.02572,0.092104,,,,,,
1182,5.737864,-0.03344,0.024166,0.064239,-0.041989,0.027161,0.079303,-0.016407,0.02281,0.081108,-0.029489,0.02572,0.092107,,,,,,
1183,5.742718,-0.033444,0.024167,0.064239,-0.041991,0.027161,0.079305,-0.016408,0.02281,0.081111,-0.02949,0.025719,0.092109,,,,,,
1184,5.747573,-0.033448,0.024169,0.06424,-0.041994,0.02716,0.079307,-0.016409,0.02281,0.081114,-0.029492,0.025719,0.092111,,,,,,
1185,5.752427,-0.033452,0.024171,0.064241,-0.041996,0.02716,0.079309,-0.016411,0.02281,0.081117,-0.029493,0.025718,0.092113,,,,,,
1186,5.757282,-0.033456,0.024173,0.064241,-0.041999,0.02716,0.079311,-0.016412,0.02281,0.081119,-0.029495,0.025718,0.092115,,,,,,
1187,5.762136,-0.03346,0.024175,0.064242,-0.042001,0.027159,0.079313,-0.016414,0.02281,0.081122,-0.029496,0.025718,0.092117,,,,,,
1188,5.76699,-0.033463,0.024176,0.064243,-0.042004,0.027159,0.079315,-0.016416,0.02281,0.081125,-0.029498,0.025717,0.092119,,,,,,
1189,5.771845,-0.033467,0.024178,0.064243,-0.042006,0.027159,0.079317,-0.016418,0.022809,0.081128,-0.029499,0.025717,0.092121,,,,,,
1190,5.776699,-0.033471,0.02418,0.064244,-0.042009,0.027159,0.079319,-0.01642,0.022809,0.081131,-0.029501,0.025717,0.092123,,,,,,
1191,5.781553,-0.033475,0.024182,0.064245,-0.042012,0.027158,0.079321,-0.016422,0.022809,0.081134,-0.029503,0.025716,0.092125,,,,,,
1192,5.786408,-0.03348,0.024184,0.064246,-0.042015,0.027158,0.079323,-0.016424,0.022809,0.081136,-0.029504,0.025716,0.092127,,,,,,
1193,5.791262,-0.033484,0.024186,0.064246,-0.042017,0.027158,0.079325,-0.016426,0.022808,0.081139,-0.029506,0.025716,0.092129,,,,,,
1194,5.796117,-0.033488,0.024188,0.064247,-0.04202,0.027158,0.079328,-0.016428,0.022808,0.081142,-0.029508,0.025715,0.092131,,,,,,
1195,5.800971,-0.033492,0.02419,0.064248,-0.042023,0.027158,0.07933,-0.016431,0.022808,0.081145,-0.02951,0.025715,0.092134,,,,,,
1196,5.805825,-0.033497,0.024193,0.064249,-0.042026,0.027157,0.079333,-0.016433,0.022808,0.081148,-0.029511,0.025715,0.092136,,,,,,
1197,5.81068,-0.033501,0.024195,0.06425,-0.042029,0.027157,0.079335,-0.016436,0.022808,0.081151,-0.029513,0.025715,0.092138,,,,,,
1198,5.815534,-0.033506,0.024197,0.064251,-0.042033,0.027157,0.079338,-0.016438,0.022808,0.081154,-0.029515,0.025715,0.09214,,,,,,
1199,5.820388,-0.03351,0.0242,0.064252,-0.042036,0.027157,0.07934,-0.016441,0.022808,0.081157,-0.029517,0.025714,0.092143,,,,,,
1200,5.825243,-0.033515,0.024202,0.064254,-0.042039,0.027157,0.079343,-0.016444,0.022808,0.08116,-0.02952,0.025714,0.092145,,,,,,
1201,5.830097,-0.03352,0.024205,0.064255,-0.042043,0.027157,0.079346,-0.016446,0.022808,0.081163,-0.029522,0.025714,0.092147,,,,,,
1202,5.834951,-0.033525,0.024207,0.064256,-0.042046,0.027157,0.079349,-0.016449,0.022808,0.081166,-0.029524,0.025714,0.09215,,,,,,
1203,5.839806,-0.03353,0.02421,0.064258,-0.04205,0.027157,0.079352,-0.016452,0.022809,0.081169,-0.029527,0.025714,0.092152,,,,,,
1204,5.84466,-0.033535,0.024213,0.064259,-0.042054,0.027157,0.079356,-0.016455,0.022809,0.081172,-0.029529,0.025713,0.092155,,,,,,
1205,5.849515,-0.033541,0.024216,0.064261,-0.042058,0.027157,0.079359,-0.016458,0.02281,0.081176,-0.029532,0.025713,0.092158,,,,,,
1206,5.854369,-0.033546,0.024219,0.064263,-0.042062,0.027157,0.079363,-0.016461,0.02281,0.081179,-0.029535,0.025713,0.092161,,,,,,
1207,5.859223,-0.033552,0.024222,0.064265,-0.042067,0.027157,0.079367,-0.016464,0.022811,0.081182,-0.029538,0.025713,0.092164,,,,,,
1208,5.864078,-0.033558,0.024225,0.064267,-0.042071,0.027157,0.079371,-0.016467,0.022812,0.081186,-0.029541,0.025713,0.092167,,,,,,
1209,5.868932,-0.033564,0.024228,0.064269,-0.042076,0.027157,0.079375,-0.016471,0.022813,0.081189,-0.029544,0.025712,0.09217,,,,,,
1210,5.873786,-0.03357,0.024232,0.064272,-0.04208,0.027157,0.079379,-0.016474,0.022814,0.081193,-0.029548,0.025712,0.092173,,,,,,
1211,5.878641,-0.033576,0.024235,0.064274,-0.042085,0.027157,0.079384,-0.016477,0.022816,0.081196,-0.029551,0.025712,0.092176,,,,,,
1212,5.883495,-0.033583,0.024239,0.064277,-0.04209,0.027157,0.079388,-0.016481,0.022817,0.0812,-0.029555,0.025711,0.09218,,,,,,
1213,5.88835,-0.033589,0.024243,0.064279,-0.042096,0.027157,0.079393,-0.016485,0.022819,0.081204,-0.029558,0.025711,0.092183,,,,,,
1214,5.893204,-0.033596,0.024247,0.064282,-0.042101,0.027157,0.079398,-0.016488,0.022821,0.081208,-0.029562,0.025711,0.092187,,,,,,
1215,5.898058,-0.033603,0.024251,0.064286,-0.042106,0.027157,0.079404,-0.016492,0.022823,0.081212,-0.029567,0.02571,0.092191,,,,,,
1216,5.902913,-0.033611,0.024255,0.064289,-0.042112,0.027157,0.079409,-0.016496,0.022825,0.081216,-0.029571,0.02571,0.092195,,,,,,
1217,5.907767,-0.033618,0.024259,0.064292,-0.042118,0.027157,0.079415,-0.0165,0.022827,0.08122,-0.029575,0.02571,0.092199,,,,,,
1218,5.912621,-0.033626,0.024263,0.064296,-0.042124,0.027156,0.079421,-0.016504,0.022829,0.081225,-0.02958,0.025709,0.092203,,,,,,
1219,5.917476,-0.033633,0.024267,0.0643,-0.04213,0.027156,0.079427,-0.016508,0.022832,0.081229,-0.029584,0.025709,0.092208,,,,,,
1220,5.92233,-0.033641,0.024272,0.064304,-0.042137,0.027156,0.079433,-0.016513,0.022834,0.081234,-0.029589,0.025708,0.092212,,,,,,
1221,5.927184,-0.033649,0.024276,0.064308,-0.042143,0.027156,0.079439,-0.016517,0.022837,0.081239,-0.029594,0.025708,0.092217,,,,,,
1222,5.932039,-0.033658,0.024281,0.064312,-0.04215,0.027156,0.079446,-0.016521,0.02284,0.081243,-0.029599,0.025707,0.092222,,,,,,
1223,5.936893,-0.033666,0.024286,0.064317,-0.042157,0.027155,0.079453,-0.016526,0.022843,0.081248,-0.029604,0.025707,0.092227,,,,,,
1224,5.941748,-0.033675,0.02429,0.064321,-0.042164,0.027155,0.07946,-0.016531,0.022846,0.081253,-0.02961,0.025706,0.092232,,,,,,
1225,5.946602,-0.033684,0.024295,0.064326,-0.042171,0.027154,0.079467,-0.016535,0.022849,0.081258,-0.029615,0.025705,0.092237,,,,,,
1226,5.951456,-0.033693,0.0243,0.064331,-0.042179,0.027154,0.079474,-0.01654,0.022852,0.081264,-0.029621,0.025705,0.092243,,,,,,
1227,5.956311,-0.033702,0.024305,0.064336,-0.042186,0.027154,0.079482,-0.016545,0.022856,0.081269,-0.029627,0.025704,0.092248,,,,,,
1228,5.961165,-0.033711,0.02431,0.064342,-0.042193,0.027153,0.07949,-0.01655,0.022859,0.081275,-0.029632,0.025703,0.092254,,,,,,
1229,5.966019,-0.03372,0.024315,0.064347,-0.042201,0.027152,0.079497,-0.016555,0.022863,0.08128,-0.029638,0.025703,0.09226,,,,,,
1230,5.970874,-0.03373,0.02432,0.064353,-0.042209,0.027152,0.079505,-0.01656,0.022867,0.081286,-0.029644,0.025702,0.092265,,,,,,
1231,5.975728,-0.033739,0.024325,0.064358,-0.042217,0.027151,0.079513,-0.016565,0.02287,0.081291,-0.02965,0.025701,0.092271,,,,,,
1232,5.980583,-0.033749,0.02433,0.064364,-0.042225,0.027151,0.079521,-0.01657,0.022874,0.081297,-0.029656,0.0257,0.092277,,,,,,
1233,5.985437,-0.033758,0.024335,0.06437,-0.042233,0.02715,0.07953,-0.016575,0.022878,0.081303,-0.029662,0.025699,0.092283,,,,,,
1234,5.990291,-0.033768,0.02434,0.064376,-0.042241,0.027149,0.079538,-0.01658,0.022882,0.081309,-0.029668,0.025699,0.092289,,,,,,
1235,5.995146,-0.033778,0.024344,0.064382,-0.042249,0.027148,0.079546,-0.016585,0.022886,0.081315,-0.029675,0.025698,0.092296,,,,,,
1236,6,-0.033788,0.024349,0.064389,-0.042257,0.027148,0.079554,-0.01659,0.02289,0.081321,-0.029681,0.025697,0.092302,,,,,,
1237,6.004854,-0.033798,0.024354,0.064395,-0.042265,0.027147,0.079563,-0.016595,0.022895,0.081327,-0.029687,0.025696,0.092308,,,,,,
1238,6.009709,-0.033808,0.024359,0.064402,-0.042273,0.027146,0.079571,-0.0166,0.022899,0.081333,-0.029693,0.025695,0.092314,,,,,,
1239,6.014563,-0.033818,0.024363,0.064408,-0.042282,0.027145,0.07958,-0.016605,0.022903,0.081339,-0.029699,0.025694,0.092321,,,,,,
1240,6.019417,-0.033828,0.024368,0.064415,-0.04229,0.027144,0.079588,-0.01661,0.022908,0.081344,-0.029705,0.025693,0.092327,,,,,,
1241,6.024272,-0.033838,0.024372,0.064421,-0.042298,0.027144,0.079596,-0.016615,0.022912,0.08135,-0.029711,0.025692,0.092333,,,,,,
1242,6.029126,-0.033848,0.024376,0.064428,-0.042306,0.027143,0.079605,-0.016619,0.022917,0.081356,-0.029717,0.025691,0.09234,,,,,,
1243,6.033981,-0.033858,0.02438,0.064435,-0.042314,0.027142,0.079613,-0.016624,0.022921,0.081362,-0.029723,0.02569,0.092346,,,,,,
1244,6.038835,-0.033868,0.024384,0.064441,-0.042322,0.027141,0.079621,-0.016628,0.022926,0.081368,-0.029729,0.025689,0.092352,,,,,,
1245,6.043689,-0.033878,0.024388,0.064448,-0.042331,0.02714,0.079629,-0.016632,0.02293,0.081373,-0.029735,0.025688,0.092358,,,,,,
1246,6.048544,-0.033888,0.024392,0.064455,-0.042339,0.027139,0.079637,-0.016636,0.022935,0.081379,-0.029741,0.025687,0.092364,,,,,,
1247,6.053398,-0.033898,0.024395,0.064462,-0.042347,0.027139,0.079645,-0.01664,0.02294,0.081384,-0.029746,0.025686,0.09237,,,,,,
1248,6.058252,-0.033907,0.024399,0.064469,-0.042355,0.027138,0.079652,-0.016644,0.022945,0.081389,-0.029752,0.025685,0.092376,,,,,,
1249,6.063107,-0.033917,0.024402,0.064475,-0.042363,0.027137,0.07966,-0.016647,0.02295,0.081395,-0.029757,0.025683,0.092382,,,,,,
1250,6.067961,-0.033927,0.024405,0.064482,-0.04237,0.027136,0.079668,-0.016651,0.022955,0.0814,-0.029763,0.025682,0.092388,,,,,,
1251,6.072816,-0.033936,0.024408,0.064489,-0.042378,0.027136,0.079675,-0.016654,0.02296,0.081405,-0.029768,0.025681,0.092394,,,,,,
1252,6.07767,-0.033946,0.024411,0.064496,-0.042386,0.027135,0.079682,-0.016656,0.022965,0.081409,-0.029773,0.02568,0.092399,,,,,,
1253,6.082524,-0.033955,0.024413,0.064502,-0.042394,0.027135,0.079689,-0.016659,0.022971,0.081414,-0.029778,0.025679,0.092405,,,,,,
1254,6.087379,-0.033965,0.024415,0.064509,-0.042401,0.027134,0.079696,-0.016661,0.022976,0.081418,-0.029783,0.025678,0.09241,,,,,,
1255,6.092233,-0.033974,0.024418,0.064515,-0.042409,0.027133,0.079703,-0.016663,0.022982,0.081422,-0.029788,0.025677,0.092415,,,,,,
1256,6.097087,-0.033983,0.02442,0.064522,-0.042416,0.027133,0.079709,-0.016665,0.022988,0.081427,-0.029792,0.025676,0.092421,,,,,,
1257,6.101942,-0.033993,0.024422,0.064528,-0.042424,0.027132,0.079715,-0.016666,0.022994,0.08143,-0.029797,0.025675,0.092426,,,,,,
1258,6.106796,-0.034002,0.024423,0.064535,-0.042431,0.027132,0.079722,-0.016668,0.023,0.081434,-0.029801,0.025674,0.092431,,,,,,
1259,6.11165,-0.034011,0.024425,0.064541,-0.042438,0.027132,0.079728,-0.016669,0.023006,0.081438,-0.029806,0.025673,0.092435,,,,,,
1260,6.116505,-0.03402,0.024426,0.064548,-0.042445,0.027131,0.079734,-0.016669,0.023012,0.081441,-0.02981,0.025671,0.09244,,,,,,
1261,6.121359,-0.034029,0.024428,0.064554,-0.042453,0.027131,0.079739,-0.016669,0.023019,0.081444,-0.029814,0.02567,0.092445,,,,,,
1262,6.126214,-0.034038,0.024429,0.06456,-0.04246,0.027131,0.079745,-0.016669,0.023026,0.081447,-0.029818,0.025669,0.092449,,,,,,
1263,6.131068,-0.034046,0.02443,0.064566,-0.042467,0.02713,0.07975,-0.016669,0.023033,0.08145,-0.029822,0.025668,0.092454,,,,,,
1264,6.135922,-0.034055,0.024431,0.064572,-0.042474,0.02713,0.079755,-0.016668,0.02304,0.081452,-0.029826,0.025667,0.092458,,,,,,
1265,6.140777,-0.034064,0.024432,0.064578,-0.042481,0.02713,0.07976,-0.016668,0.023047,0.081455,-0.02983,0.025666,0.092462,,,,,,
1266,6.145631,-0.034073,0.024433,0.064584,-0.042488,0.02713,0.079765,-0.016666,0.023054,0.081457,-0.029833,0.025665,0.092467,,,,,,
1267,6.150485,-0.034081,0.024434,0.064589,-0.042495,0.027129,0.07977,-0.016665,0.023062,0.081459,-0.029837,0.025663,0.092471,,,,,,
1268,6.15534,-0.03409,0.024434,0.064595,-0.042502,0.027129,0.079775,-0.016663,0.02307,0.081461,-0.029841,0.025662,0.092475,,,,,,
1269,6.160194,-0.034099,0.024435,0.0646,-0.042508,0.027129,0.079779,-0.016661,0.023078,0.081463,-0.029844,0.025661,0.092479,,,,,,
1270,6.165049,-0.034107,0.024436,0.064605,-0.042515,0.027129,0.079784,-0.016659,0.023086,0.081465,-0.029848,0.02566,0.092483,,,,,,
1271,6.169903,-0.034116,0.024437,0.064611,-0.042522,0.027129,0.079788,-0.016657,0.023095,0.081466,-0.029851,0.025659,0.092487,,,,,,
1272,6.174757,-0.034124,0.024438,0.064616,-0.042529,0.027129,0.079792,-0.016654,0.023103,0.081468,-0.029854,0.025657,0.092491,,,,,,
1273,6.179612,-0.034133,0.024438,0.06462,-0.042535,0.027128,0.079796,-0.016651,0.023112,0.081469,-0.029858,0.025656,0.092494,,,,,,
1274,6.184466,-0.034141,0.024439,0.064625,-0.042542,0.027128,0.0798,-0.016648,0.023121,0.08147,-0.029861,0.025655,0.092498,,,,,,
1275,6.18932,-0.03415,0.02444,0.06463,-0.042549,0.027128,0.079804,-0.016644,0.02313,0.081471,-0.029864,0.025654,0.092502,,,,,,
1276,6.194175,-0.034158,0.024441,0.064634,-0.042555,0.027128,0.079808,-0.016641,0.02314,0.081472,-0.029868,0.025652,0.092506,,,,,,
1277,6.199029,-0.034167,0.024443,0.064638,-0.042562,0.027128,0.079812,-0.016637,0.023149,0.081473,-0.029871,0.025651,0.092509,,,,,,
1278,6.203883,-0.034175,0.024444,0.064642,-0.042569,0.027128,0.079816,-0.016633,0.023159,0.081474,-0.029874,0.02565,0.092513,,,,,,
1279,6.208738,-0.034184,0.024445,0.064646,-0.042575,0.027127,0.07982,-0.016629,0.023169,0.081475,-0.029878,0.025648,0.092517,,,,,,
1280,6.213592,-0.034193,0.024447,0.06465,-0.042582,0.027127,0.079823,-0.016625,0.023178,0.081476,-0.029881,0.025647,0.092521,,,,,,
1281,6.218447,-0.034201,0.024449,0.064654,-0.042588,0.027127,0.079827,-0.016621,0.023188,0.081476,-0.029884,0.025645,0.092524,,,,,,
1282,6.223301,-0.03421,0.02445,0.064657,-0.042595,0.027127,0.079831,-0.016617,0.023198,0.081477,-0.029887,0.025644,0.092528,,,,,,
1283,6.228155,-0.034218,0.024452,0.06466,-0.042601,0.027126,0.079834,-0.016612,0.023208,0.081478,-0.029891,0.025642,0.092532,,,,,,
1284,6.23301,-0.034227,0.024455,0.064663,-0.042607,0.027126,0.079838,-0.016608,0.023218,0.081479,-0.029894,0.025641,0.092536,,,,,,
1285,6.237864,-0.034236,0.024457,0.064666,-0.042614,0.027126,0.079841,-0.016603,0.023229,0.081479,-0.029897,0.025639,0.092539,,,,,,
1286,6.242718,-0.034244,0.02446,0.064668,-0.04262,0.027125,0.079845,-0.016599,0.023239,0.08148,-0.0299,0.025638,0.092543,,,,,,
1287,6.247573,-0.034253,0.024462,0.064671,-0.042626,0.027125,0.079849,-0.016594,0.023249,0.081481,-0.029903,0.025636,0.092547,,,,,,
1288,6.252427,-0.034261,0.024465,0.064673,-0.042632,0.027125,0.079852,-0.016589,0.023259,0.081481,-0.029907,0.025635,0.092551,,,,,,
1289,6.257282,-0.03427,0.024468,0.064675,-0.042638,0.027124,0.079856,-0.016585,0.023269,0.081482,-0.02991,0.025633,0.092555,,,,,,
1290,6.262136,-0.034279,0.024471,0.064677,-0.042644,0.027124,0.079859,-0.01658,0.023279,0.081483,-0.029913,0.025632,0.092558,,,,,,
1291,6.26699,-0.034287,0.024475,0.064679,-0.04265,0.027123,0.079863,-0.016576,0.023289,0.081484,-0.029916,0.02563,0.092562,,,,,,
1292,6.271845,-0.034296,0.024478,0.06468,-0.042656,0.027123,0.079866,-0.016571,0.023299,0.081485,-0.029919,0.025628,0.092566,,,,,,
1293,6.276699,-0.034304,0.024482,0.064682,-0.042662,0.027122,0.07987,-0.016566,0.023309,0.081486,-0.029923,0.025627,0.09257,,,,,,
1294,6.281553,-0.034313,0.024486,0.064683,-0.042667,0.027122,0.079873,-0.016562,0.023319,0.081487,-0.029926,0.025625,0.092574,,,,,,
1295,6.286408,-0.034321,0.02449,0.064684,-0.042673,0.027121,0.079877,-0.016558,0.023328,0.081488,-0.029929,0.025624,0.092578,,,,,,
1296,6.291262,-0.03433,0.024494,0.064685,-0.042679,0.027121,0.07988,-0.016553,0.023338,0.081489,-0.029932,0.025622,0.092582,,,,,,
1297,6.296117,-0.034338,0.024498,0.064685,-0.042684,0.02712,0.079884,-0.016549,0.023347,0.08149,-0.029935,0.02562,0.092586,,,,,,
1298,6.300971,-0.034347,0.024502,0.064686,-0.042689,0.027119,0.079887,-0.016545,0.023356,0.081491,-0.029938,0.025619,0.092589,,,,,,
1299,6.305825,-0.034355,0.024506,0.064686,-0.042694,0.027119,0.079891,-0.016541,0.023365,0.081492,-0.029941,0.025617,0.092593,,,,,,
1300,6.31068,-0.034363,0.02451,0.064687,-0.042699,0.027118,0.079894,-0.016536,0.023374,0.081493,-0.029944,0.025615,0.092597,,,,,,
1301,6.315534,-0.034371,0.024515,0.064687,-0.042704,0.027117,0.079897,-0.016532,0.023382,0.081495,-0.029947,0.025614,0.092601,,,,,,
1302,6.320388,-0.034379,0.024519,0.064687,-0.042709,0.027117,0.079901,-0.016529,0.02339,0.081496,-0.02995,0.025612,0.092605,,,,,,
1303,6.325243,-0.034388,0.024524,0.064687,-0.042714,0.027116,0.079904,-0.016525,0.023399,0.081497,-0.029952,0.025611,0.092608,,,,,,
1304,6.330097,-0.034395,0.024528,0.064687,-0.042718,0.027115,0.079908,-0.016521,0.023406,0.081499,-0.029955,0.025609,0.092612,,,,,,
1305,6.334951,-0.034403,0.024533,0.064687,-0.042723,0.027115,0.079911,-0.016518,0.023414,0.0815,-0.029958,0.025608,0.092616,,,,,,
1306,6.339806,-0.034411,0.024537,0.064687,-0.042727,0.027114,0.079914,-0.016514,0.023422,0.081502,-0.02996,0.025606,0.09262,,,,,,
1307,6.34466,-0.034419,0.024542,0.064687,-0.042732,0.027113,0.079917,-0.016511,0.023429,0.081504,-0.029963,0.025605,0.092623,,,,,,
1308,6.349515,-0.034426,0.024546,0.064686,-0.042736,0.027113,0.079921,-0.016508,0.023436,0.081505,-0.029965,0.025603,0.092627,,,,,,
1309,6.354369,-0.034434,0.02455,0.064686,-0.04274,0.027112,0.079924,-0.016505,0.023442,0.081507,-0.029968,0.025602,0.09263,,,,,,
1310,6.359223,-0.034441,0.024555,0.064686,-0.042744,0.027111,0.079927,-0.016502,0.023449,0.081509,-0.02997,0.0256,0.092634,,,,,,
1311,6.364078,-0.034449,0.024559,0.064685,-0.042748,0.02711,0.07993,-0.016499,0.023455,0.081511,-0.029973,0.025599,0.092637,,,,,,
1312,6.368932,-0.034456,0.024563,0.064685,-0.042752,0.02711,0.079933,-0.016496,0.023461,0.081512,-0.029975,0.025597,0.092641,,,,,,
1313,6.373786,-0.034463,0.024567,0.064685,-0.042755,0.027109,0.079936,-0.016494,0.023467,0.081514,-0.029977,0.025596,0.092644,,,,,,
1314,6.378641,-0.03447,0.024571,0.064684,-0.042759,0.027108,0.07994,-0.016491,0.023472,0.081516,-0.029979,0.025595,0.092648,,,,,,
1315,6.383495,-0.034477,0.024575,0.064684,-0.042763,0.027108,0.079943,-0.016489,0.023478,0.081518,-0.029981,0.025593,0.092651,,,,,,
1316,6.38835,-0.034484,0.024579,0.064684,-0.042766,0.027107,0.079946,-0.016486,0.023483,0.08152,-0.029983,0.025592,0.092654,,,,,,
1317,6.393204,-0.034491,0.024583,0.064683,-0.042769,0.027107,0.079949,-0.016484,0.023488,0.081522,-0.029985,0.025591,0.092658,,,,,,
1318,6.398058,-0.034498,0.024586,0.064683,-0.042773,0.027106,0.079951,-0.016482,0.023492,0.081525,-0.029987,0.02559,0.092661,,,,,,
1319,6.402913,-0.034504,0.02459,0.064682,-0.042776,0.027105,0.079954,-0.01648,0.023497,0.081527,-0.029989,0.025589,0.092664,,,,,,
1320,6.407767,-0.034511,0.024593,0.064682,-0.042779,0.027105,0.079957,-0.016479,0.023501,0.081529,-0.029991,0.025587,0.092667,,,,,,
1321,6.412621,-0.034517,0.024597,0.064682,-0.042782,0.027104,0.07996,-0.016477,0.023505,0.081531,-0.029992,0.025586,0.09267,,,,,,
1322,6.417476,-0.034524,0.0246,0.064682,-0.042786,0.027103,0.079963,-0.016475,0.023509,0.081534,-0.029994,0.025585,0.092673,,,,,,
1323,6.42233,-0.03453,0.024603,0.064681,-0.042789,0.027103,0.079966,-0.016474,0.023512,0.081536,-0.029996,0.025584,0.092676,,,,,,
1324,6.427184,-0.034537,0.024606,0.064681,-0.042792,0.027102,0.079969,-0.016472,0.023516,0.081538,-0.029997,0.025583,0.092679,,,,,,
1325,6.432039,-0.034543,0.024609,0.064681,-0.042795,0.027102,0.079971,-0.016471,0.023519,0.081541,-0.029999,0.025582,0.092682,,,,,,
1326,6.436893,-0.034549,0.024612,0.064681,-0.042798,0.027101,0.079974,-0.01647,0.023523,0.081543,-0.030001,0.025581,0.092685,,,,,,
1327,6.441748,-0.034555,0.024615,0.064681,-0.042801,0.0271,0.079977,-0.016469,0.023526,0.081545,-0.030002,0.02558,0.092688,,,,,,
1328,6.446602,-0.034561,0.024617,0.064681,-0.042804,0.0271,0.07998,-0.016468,0.023529,0.081548,-0.030004,0.025579,0.092691,,,,,,
1329,6.451456,-0.034568,0.02462,0.064681,-0.042807,0.027099,0.079982,-0.016467,0.023531,0.081551,-0.030005,0.025578,0.092694,,,,,,
1330,6.456311,-0.034574,0.024623,0.064681,-0.04281,0.027099,0.079985,-0.016466,0.023534,0.081553,-0.030007,0.025577,0.092697,,,,,,
1331,6.461165,-0.03458,0.024625,0.064681,-0.042813,0.027098,0.079988,-0.016465,0.023537,0.081556,-0.030008,0.025576,0.0927,,,,,,
1332,6.466019,-0.034586,0.024627,0.064681,-0.042816,0.027098,0.079991,-0.016465,0.023539,0.081558,-0.03001,0.025575,0.092703,,,,,,
1333,6.470874,-0.034592,0.02463,0.064681,-0.042818,0.027097,0.079993,-0.016464,0.023542,0.081561,-0.030011,0.025575,0.092706,,,,,,
1334,6.475728,-0.034598,0.024632,0.064682,-0.042821,0.027097,0.079996,-0.016464,0.023544,0.081564,-0.030013,0.025574,0.092708,,,,,,
1335,6.480583,-0.034604,0.024634,0.064682,-0.042824,0.027096,0.079999,-0.016463,0.023546,0.081566,-0.030014,0.025573,0.092711,,,,,,
1336,6.485437,-0.03461,0.024636,0.064682,-0.042827,0.027095,0.080001,-0.016463,0.023548,0.081569,-0.030016,0.025572,0.092714,,,,,,
1337,6.490291,-0.034616,0.024638,0.064683,-0.042831,0.027095,0.080004,-0.016462,0.02355,0.081572,-0.030017,0.025571,0.092717,,,,,,
1338,6.495146,-0.034622,0.024641,0.064683,-0.042834,0.027094,0.080007,-0.016462,0.023553,0.081575,-0.030018,0.02557,0.09272,,,,,,
1339,6.5,-0.034628,0.024643,0.064683,-0.042837,0.027094,0.080009,-0.016462,0.023554,0.081577,-0.03002,0.02557,0.092723,,,,,,
1340,6.504854,-0.034635,0.024645,0.064684,-0.04284,0.027093,0.080012,-0.016462,0.023556,0.08158,-0.030021,0.025569,0.092726,,,,,,
1341,6.509709,-0.034641,0.024647,0.064684,-0.042843,0.027093,0.080015,-0.016462,0.023558,0.081583,-0.030023,0.025568,0.092728,,,,,,
1342,6.514563,-0.034647,0.024648,0.064684,-0.042846,0.027092,0.080017,-0.016462,0.02356,0.081586,-0.030024,0.025567,0.092731,,,,,,
1343,6.519417,-0.034653,0.02465,0.064685,-0.042849,0.027092,0.08002,-0.016462,0.023562,0.081589,-0.030026,0.025567,0.092734,,,,,,
1344,6.524272,-0.034659,0.024652,0.064685,-0.042852,0.027091,0.080023,-0.016462,0.023564,0.081592,-0.030027,0.025566,0.092737,,,,,,
1345,6.529126,-0.034666,0.024654,0.064686,-0.042856,0.02709,0.080026,-0.016462,0.023565,0.081595,-0.030029,0.025565,0.09274,,,,,,
1346,6.533981,-0.034672,0.024656,0.064686,-0.042859,0.02709,0.080028,-0.016462,0.023567,0.081598,-0.03003,0.025565,0.092743,,,,,,
1347,6.538835,-0.034678,0.024658,0.064687,-0.042862,0.027089,0.080031,-0.016462,0.023569,0.081601,-0.030032,0.025564,0.092746,,,,,,
1348,6.543689,-0.034684,0.02466,0.064687,-0.042865,0.027089,0.080034,-0.016463,0.02357,0.081604,-0.030033,0.025563,0.092749,,,,,,
1349,6.548544,-0.034691,0.024661,0.064688,-0.042869,0.027088,0.080036,-0.016463,0.023572,0.081607,-0.030035,0.025563,0.092751,,,,,,
