Format Version,1.21,Take Name,SamTrail2,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2016-02-02 02.44.51.312 PM,Total Frames in Take,2616,Total Exported Frames,2616,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,
,,soft actuator:constant 0,soft actuator:constant 0,soft actuator:constant 0,soft actuator:end point,soft actuator:end point,soft actuator:end point,soft actuator:middle point,soft actuator:middle point,soft actuator:middle point,,,,,,,,,
,,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,
1444,12.033333,-0.031679,0.096868,0.097284,0.046827,0.096664,0.154519,0.018204,0.095933,0.092295,,,,,,,,,
1445,12.041667,-0.031929,0.096918,0.097202,0.047352,0.096801,0.154632,0.017791,0.095848,0.092338,,,,,,,,,
1446,12.05,-0.03168,0.096861,0.09731,0.04691,0.096729,0.154489,0.018253,0.095967,0.092303,,,,,,,,,
1447,12.058333,-0.031811,0.096894,0.097359,0.046974,0.096681,0.154641,0.01796,0.095916,0.092323,,,,,,,,,
1448,12.066667,-0.031865,0.096905,0.097281,0.047235,0.096789,0.154625,0.017905,0.095938,0.092413,,,,,,,,,
1449,12.075,-0.031637,0.096853,0.097437,0.046706,0.096659,0.154549,0.01825,0.09599,0.092377,,,,,,,,,
1450,12.083333,-0.031907,0.096922,0.097384,0.047268,0.09677,0.154718,0.017791,0.095892,0.092455,,,,,,,,,
1451,12.091667,-0.031741,0.096879,0.097399,0.047058,0.096731,0.154622,0.018149,0.09598,0.092448,,,,,,,,,
1452,12.1,-0.031718,0.096865,0.097514,0.046849,0.096652,0.154721,0.018115,0.095965,0.092432,,,,,,,,,
1453,12.108333,-0.031891,0.096901,0.097397,0.047349,0.096795,0.154789,0.017844,0.095924,0.092524,,,,,,,,,
1454,12.116667,-0.031615,0.096843,0.097557,0.046752,0.096657,0.154673,0.018303,0.096003,0.092499,,,,,,,,,
1455,12.125,-0.031838,0.096889,0.097526,0.04707,0.09672,0.154863,0.017897,0.095927,0.092536,,,,,,,,,
1456,12.133333,-0.031786,0.096876,0.09747,0.047132,0.096783,0.154787,0.018021,0.095977,0.092588,,,,,,,,,
1457,12.141667,-0.031645,0.096838,0.097627,0.04665,0.096605,0.154783,0.018222,0.096006,0.092548,,,,,,,,,
1458,12.15,-0.031923,0.0969,0.097527,0.047298,0.096795,0.15492,0.017793,0.095937,0.092604,,,,,,,,,
1459,12.158333,-0.031663,0.096838,0.097616,0.046822,0.096714,0.154792,0.018251,0.096028,0.092573,,,,,,,,,
1460,12.166667,-0.031765,0.096855,0.097638,0.046793,0.096626,0.154939,0.018026,0.095975,0.092574,,,,,,,,,
1461,12.175,-0.031851,0.096876,0.097519,0.047122,0.096818,0.154931,0.017907,0.095966,0.092647,,,,,,,,,
1462,12.183333,-0.031575,0.096817,0.097687,0.046442,0.096607,0.154812,0.018307,0.096028,0.092583,,,,,,,,,
1463,12.191667,-0.031854,0.096876,0.097587,0.046937,0.096754,0.155026,0.017837,0.095923,0.092616,,,,,,,,,
1464,12.2,-0.0317,0.096832,0.097581,0.046774,0.096792,0.1549,0.018177,0.095985,0.092609,,,,,,,,,
1465,12.208333,-0.031637,0.096818,0.097693,0.046397,0.096573,0.154975,0.018191,0.095968,0.092574,,,,,,,,,
1466,12.216667,-0.031864,0.096851,0.097562,0.04692,0.096827,0.155076,0.01785,0.095924,0.092616,,,,,,,,,
1467,12.225,-0.031565,0.096793,0.097713,0.046316,0.096692,0.154898,0.018346,0.096011,0.092576,,,,,,,,,
1468,12.233333,-0.031777,0.096833,0.097675,0.046484,0.096651,0.155144,0.017944,0.095931,0.092632,,,,,,,,,
1469,12.241667,-0.031752,0.096826,0.097603,0.046579,0.096808,0.155093,0.018021,0.095973,0.092683,,,,,,,,,
1470,12.25,-0.031563,0.096786,0.097759,0.04597,0.096599,0.155065,0.018293,0.096007,0.09265,,,,,,,,,
1471,12.258333,-0.031865,0.096841,0.097638,0.046591,0.09679,0.155285,0.017833,0.095927,0.092703,,,,,,,,,
1472,12.266667,-0.031608,0.096793,0.097719,0.046134,0.096746,0.155147,0.018292,0.096023,0.092699,,,,,,,,,
1473,12.275,-0.031674,0.096792,0.097755,0.04599,0.096643,0.155351,0.018103,0.095949,0.092714,,,,,,,,,
1474,12.283333,-0.03179,0.096813,0.097634,0.046371,0.096825,0.155374,0.017936,0.095948,0.092804,,,,,,,,,
1475,12.291667,-0.03151,0.096763,0.097813,0.045642,0.09663,0.155298,0.018375,0.096032,0.092779,,,,,,,,,
1476,12.3,-0.03178,0.096817,0.097731,0.046075,0.096758,0.155534,0.017896,0.095917,0.092831,,,,,,,,,
1477,12.308333,-0.031646,0.096789,0.097715,0.045923,0.096839,0.155432,0.018202,0.096012,0.092835,,,,,,,,,
1478,12.316667,-0.031588,0.096764,0.097831,0.045451,0.096571,0.155529,0.018236,0.096003,0.092825,,,,,,,,,
1479,12.325,-0.031827,0.0968,0.09773,0.045998,0.096821,0.155647,0.017876,0.095934,0.09287,,,,,,,,,
1480,12.333333,-0.031537,0.096749,0.097862,0.045388,0.096709,0.1555,0.018359,0.096048,0.092843,,,,,,,,,
1481,12.341667,-0.031724,0.096781,0.097856,0.045525,0.096671,0.155756,0.017986,0.09593,0.092927,,,,,,,,,
1482,12.35,-0.031715,0.096763,0.097794,0.045659,0.096824,0.155709,0.018039,0.095991,0.092987,,,,,,,,,
1483,12.358333,-0.031538,0.096743,0.097921,0.045062,0.096613,0.155714,0.018314,0.096024,0.092986,,,,,,,,,
1484,12.366667,-0.031802,0.096774,0.09786,0.045644,0.096785,0.155965,0.017881,0.095926,0.093051,,,,,,,,,
1485,12.375,-0.031575,0.096745,0.097888,0.045237,0.096776,0.15582,0.018313,0.096036,0.093062,,,,,,,,,
1486,12.383333,-0.031635,0.096751,0.097909,0.045045,0.096635,0.156045,0.018158,0.095983,0.093078,,,,,,,,,
1487,12.391667,-0.031716,0.096744,0.097827,0.045419,0.096856,0.156061,0.01799,0.095962,0.093127,,,,,,,,,
1488,12.4,-0.031483,0.09672,0.097953,0.044739,0.0967,0.155945,0.018391,0.09602,0.093105,,,,,,,,,
1489,12.408333,-0.031748,0.096762,0.097898,0.045116,0.09674,0.156194,0.017922,0.095917,0.093143,,,,,,,,,
1490,12.416667,-0.03163,0.096745,0.09786,0.044978,0.096873,0.156042,0.018206,0.096021,0.093144,,,,,,,,,
1491,12.425,-0.031592,0.096735,0.097956,0.044565,0.096616,0.156147,0.018239,0.096026,0.093145,,,,,,,,,
1492,12.433333,-0.031819,0.096761,0.097892,0.045099,0.096831,0.156285,0.017888,0.095976,0.093172,,,,,,,,,
1493,12.441667,-0.03154,0.09672,0.097965,0.044503,0.096714,0.156133,0.018346,0.096055,0.093176,,,,,,,,,
1494,12.45,-0.031712,0.096754,0.09795,0.044645,0.09669,0.15638,0.01802,0.095979,0.093239,,,,,,,,,
1495,12.458333,-0.031696,0.096749,0.097892,0.044808,0.096842,0.156367,0.018069,0.096023,0.093313,,,,,,,,,
1496,12.466667,-0.031519,0.096718,0.09799,0.044246,0.09663,0.156335,0.018339,0.096031,0.093331,,,,,,,,,
1497,12.475,-0.03177,0.096756,0.097912,0.044821,0.096826,0.156585,0.017906,0.095943,0.093352,,,,,,,,,
1498,12.483333,-0.031555,0.096724,0.097943,0.044473,0.096793,0.156414,0.018329,0.096037,0.093374,,,,,,,,,
1499,12.491667,-0.031623,0.096739,0.097965,0.044302,0.096677,0.15657,0.018176,0.09599,0.093361,,,,,,,,,
1500,12.5,-0.031727,0.096742,0.097878,0.044727,0.096883,0.156603,0.017988,0.095962,0.093369,,,,,,,,,
1501,12.508333,-0.031472,0.096711,0.097996,0.044085,0.096722,0.156412,0.018406,0.096037,0.093358,,,,,,,,,
1502,12.516667,-0.031733,0.096751,0.097927,0.044491,0.096769,0.156657,0.017948,0.095937,0.093371,,,,,,,,,
1503,12.525,-0.031614,0.096734,0.097872,0.044419,0.096878,0.156502,0.018203,0.096008,0.093379,,,,,,,,,
1504,12.533333,-0.031547,0.09672,0.097941,0.043983,0.09666,0.156517,0.018281,0.095993,0.093347,,,,,,,,,
1505,12.541667,-0.031774,0.096748,0.097871,0.044618,0.096873,0.156672,0.017917,0.095933,0.093343,,,,,,,,,
1506,12.55,-0.031501,0.0967,0.097941,0.044054,0.096769,0.156476,0.018397,0.096009,0.093348,,,,,,,,,
1507,12.558333,-0.031658,0.096726,0.097927,0.044146,0.096743,0.156705,0.018086,0.09593,0.093368,,,,,,,,,
1508,12.566667,-0.031663,0.096726,0.097855,0.044398,0.096889,0.15667,0.018077,0.095966,0.09342,,,,,,,,,
1509,12.575,-0.031473,0.096709,0.097978,0.043766,0.09666,0.156583,0.018383,0.096014,0.093427,,,,,,,,,
1510,12.583333,-0.031737,0.096747,0.097895,0.044305,0.096829,0.156828,0.017923,0.095916,0.093429,,,,,,,,,
1511,12.591667,-0.031542,0.09672,0.097897,0.043933,0.096858,0.156656,0.018312,0.096023,0.093424,,,,,,,,,
1512,12.6,-0.031583,0.096723,0.097925,0.043642,0.096653,0.156773,0.018206,0.095989,0.093381,,,,,,,,,
1513,12.608333,-0.031712,0.096738,0.097824,0.044078,0.096894,0.156833,0.017971,0.095959,0.093379,,,,,,,,,
1514,12.616667,-0.031445,0.096709,0.097932,0.043444,0.096736,0.156614,0.018424,0.096038,0.09335,,,,,,,,,
1515,12.625,-0.031685,0.096742,0.097865,0.043679,0.096744,0.156857,0.017981,0.095924,0.093341,,,,,,,,,
1516,12.633333,-0.031601,0.096722,0.097805,0.043665,0.096916,0.156705,0.018182,0.09599,0.093328,,,,,,,,,
1517,12.641667,-0.031504,0.096706,0.0979,0.043152,0.096655,0.156685,0.018307,0.095995,0.093306,,,,,,,,,
1518,12.65,-0.031747,0.096732,0.097816,0.043731,0.096867,0.156885,0.017908,0.095922,0.093294,,,,,,,,,
1519,12.658333,-0.031495,0.096697,0.097886,0.043203,0.096782,0.156676,0.018372,0.096022,0.093304,,,,,,,,,
1520,12.666667,-0.031621,0.096722,0.09788,0.043209,0.096704,0.156894,0.018105,0.095953,0.093326,,,,,,,,,
1521,12.675,-0.031663,0.096713,0.097817,0.04348,0.096889,0.156912,0.018043,0.095993,0.093393,,,,,,,,,
1522,12.683333,-0.031466,0.096695,0.097946,0.042793,0.096688,0.156818,0.018378,0.096033,0.093417,,,,,,,,,
1523,12.691667,-0.031725,0.096735,0.097873,0.043322,0.096816,0.157121,0.017911,0.09595,0.093434,,,,,,,,,
1524,12.7,-0.031554,0.096709,0.09787,0.043017,0.096866,0.156945,0.01827,0.096058,0.09346,,,,,,,,,
1525,12.708333,-0.031569,0.096702,0.097929,0.042675,0.096657,0.157092,0.018217,0.096032,0.093453,,,,,,,,,
1526,12.716667,-0.031726,0.096725,0.097833,0.043155,0.09689,0.157196,0.017933,0.095992,0.093461,,,,,,,,,
1527,12.725,-0.031463,0.096684,0.097938,0.042498,0.096768,0.156974,0.018397,0.096067,0.093454,,,,,,,,,
1528,12.733333,-0.031676,0.09672,0.097886,0.042747,0.096754,0.157244,0.017988,0.095955,0.093467,,,,,,,,,
1529,12.741667,-0.031624,0.096709,0.097833,0.042793,0.096907,0.157119,0.018135,0.096025,0.093492,,,,,,,,,
1530,12.75,-0.0315,0.096689,0.097939,0.04228,0.096669,0.157095,0.018315,0.096023,0.093483,,,,,,,,,
1531,12.758333,-0.031746,0.096723,0.097859,0.042902,0.096885,0.157367,0.017899,0.095958,0.093511,,,,,,,,,
1532,12.766667,-0.031501,0.096688,0.097921,0.042381,0.096799,0.157132,0.018356,0.096068,0.093526,,,,,,,,,
1533,12.775,-0.031621,0.096708,0.097912,0.04236,0.096704,0.157375,0.018113,0.095998,0.093544,,,,,,,,,
1534,12.783333,-0.031673,0.096713,0.097846,0.042671,0.096909,0.157398,0.018008,0.096016,0.093615,,,,,,,,,
1535,12.791667,-0.031464,0.096686,0.097969,0.042012,0.096695,0.157244,0.018382,0.096086,0.09362,,,,,,,,,
1536,12.8,-0.031719,0.096723,0.097889,0.042543,0.09682,0.157552,0.017911,0.09598,0.093642,,,,,,,,,
1537,12.808333,-0.031568,0.096699,0.097874,0.04233,0.09687,0.157362,0.018252,0.096054,0.093636,,,,,,,,,
1538,12.816667,-0.031555,0.096695,0.097931,0.041999,0.09669,0.157451,0.018234,0.096029,0.093624,,,,,,,,,
1539,12.825,-0.03172,0.096714,0.09784,0.042558,0.09689,0.157576,0.017929,0.095978,0.093651,,,,,,,,,
1540,12.833333,-0.031454,0.096682,0.097955,0.041931,0.096773,0.157343,0.018405,0.096055,0.09363,,,,,,,,,
1541,12.841667,-0.031659,0.096718,0.097896,0.042211,0.096778,0.1576,0.018006,0.095959,0.093661,,,,,,,,,
1542,12.85,-0.031621,0.096702,0.097843,0.042304,0.0969,0.157511,0.018108,0.09601,0.093704,,,,,,,,,
1543,12.858333,-0.031488,0.09669,0.097953,0.041745,0.09672,0.157466,0.018341,0.096027,0.093693,,,,,,,,,
1544,12.866667,-0.031735,0.096719,0.097869,0.04241,0.096881,0.157704,0.017908,0.095953,0.093707,,,,,,,,,
1545,12.875,-0.03151,0.09669,0.09793,0.041931,0.096838,0.157476,0.018355,0.096057,0.093702,,,,,,,,,
1546,12.883333,-0.031599,0.096703,0.097937,0.041842,0.096742,0.157667,0.018131,0.096002,0.093708,,,,,,,,,
1547,12.891667,-0.03168,0.09671,0.097842,0.042231,0.096922,0.157688,0.017989,0.095996,0.093749,,,,,,,,,
1548,12.9,-0.031445,0.096684,0.097963,0.041507,0.096751,0.157493,0.018396,0.096063,0.093724,,,,,,,,,
1549,12.908333,-0.031697,0.096723,0.097878,0.041975,0.096838,0.157779,0.017924,0.095961,0.093729,,,,,,,,,
1550,12.916667,-0.031563,0.096698,0.097852,0.041799,0.0969,0.157619,0.018223,0.096053,0.093735,,,,,,,,,
1551,12.925,-0.031527,0.096698,0.097925,0.041404,0.09671,0.157662,0.018259,0.096048,0.093718,,,,,,,,,
1552,12.933333,-0.03172,0.096716,0.097827,0.04198,0.096925,0.157819,0.017912,0.09598,0.093709,,,,,,,,,
1553,12.941667,-0.031461,0.096691,0.097927,0.041357,0.096823,0.157553,0.01841,0.096072,0.093688,,,,,,,,,
1554,12.95,-0.031638,0.09671,0.09789,0.0415,0.096755,0.157805,0.018031,0.095972,0.093714,,,,,,,,,
1555,12.958333,-0.031632,0.096706,0.097819,0.041641,0.096925,0.157732,0.018064,0.096019,0.093749,,,,,,,,,
1556,12.966667,-0.031473,0.096686,0.097941,0.041007,0.096693,0.157599,0.018346,0.096061,0.093746,,,,,,,,,
1557,12.975,-0.031734,0.09673,0.097854,0.041608,0.096871,0.157925,0.017877,0.095978,0.09374,,,,,,,,,
1558,12.983333,-0.031534,0.096702,0.097878,0.041193,0.096859,0.157709,0.018302,0.096107,0.093747,,,,,,,,,
1559,12.991667,-0.031594,0.0967,0.097907,0.040932,0.096674,0.157878,0.018137,0.096049,0.093751,,,,,,,,,
1560,13,-0.031701,0.096708,0.09781,0.041391,0.096914,0.15797,0.017933,0.09602,0.09379,,,,,,,,,
1561,13.008333,-0.031449,0.096678,0.097932,0.040676,0.096716,0.157723,0.018385,0.096104,0.09378,,,,,,,,,
1562,13.016667,-0.03168,0.096727,0.097869,0.041128,0.096806,0.158071,0.017928,0.095991,0.093798,,,,,,,,,
1563,13.025,-0.031577,0.09671,0.097827,0.041045,0.096887,0.157898,0.018177,0.096056,0.093815,,,,,,,,,
1564,13.033333,-0.031507,0.096685,0.09792,0.040575,0.096682,0.157886,0.018279,0.096057,0.093795,,,,,,,,,
1565,13.041667,-0.031727,0.096709,0.097822,0.041233,0.096909,0.158124,0.017902,0.095978,0.09381,,,,,,,,,
1566,13.05,-0.031469,0.096674,0.09793,0.040605,0.096759,0.157866,0.018378,0.096088,0.093811,,,,,,,,,
1567,13.058333,-0.031632,0.096704,0.097903,0.040699,0.096738,0.158134,0.018035,0.09599,0.093846,,,,,,,,,
1568,13.066667,-0.031647,0.096706,0.097818,0.040907,0.096933,0.158124,0.01803,0.096055,0.093891,,,,,,,,,
1569,13.075,-0.031471,0.096689,0.097959,0.040229,0.096674,0.157951,0.01833,0.096116,0.093885,,,,,,,,,
1570,13.083333,-0.031733,0.096725,0.097862,0.040807,0.096881,0.158311,0.017848,0.096013,0.093881,,,,,,,,,
1571,13.091667,-0.03154,0.096697,0.09787,0.040443,0.096845,0.158038,0.018267,0.096118,0.093874,,,,,,,,,
1572,13.1,-0.031572,0.096692,0.097911,0.040228,0.096671,0.158153,0.018151,0.096058,0.093868,,,,,,,,,
1573,13.108333,-0.031706,0.096713,0.097804,0.040722,0.096945,0.158268,0.017916,0.096026,0.093888,,,,,,,,,
1574,13.116667,-0.031437,0.096687,0.09793,0.040054,0.096745,0.157971,0.018395,0.096107,0.093871,,,,,,,,,
1575,13.125,-0.031669,0.096722,0.097875,0.040456,0.09682,0.158312,0.017938,0.095985,0.093904,,,,,,,,,
1576,13.133333,-0.031591,0.096701,0.097834,0.040417,0.096896,0.158186,0.018145,0.096064,0.093953,,,,,,,,,
1577,13.141667,-0.031507,0.096687,0.097936,0.039916,0.096693,0.158154,0.018271,0.096085,0.093942,,,,,,,,,
1578,13.15,-0.03174,0.09671,0.097829,0.040571,0.096918,0.158463,0.017878,0.096007,0.093944,,,,,,,,,
1579,13.158333,-0.031486,0.096681,0.097934,0.039956,0.096822,0.158156,0.018344,0.096156,0.093959,,,,,,,,,
1580,13.166667,-0.031638,0.096711,0.097917,0.039986,0.096741,0.158413,0.01803,0.096055,0.093976,,,,,,,,,
1581,13.175,-0.031663,0.096705,0.097817,0.040246,0.096921,0.158393,0.017987,0.096078,0.094013,,,,,,,,,
1582,13.183333,-0.03146,0.096689,0.097955,0.03957,0.096713,0.158213,0.01834,0.096141,0.093992,,,,,,,,,
1583,13.191667,-0.031729,0.096718,0.097861,0.040176,0.096833,0.158535,0.017854,0.096017,0.093986,,,,,,,,,
1584,13.2,-0.031545,0.096693,0.097868,0.039865,0.096874,0.158274,0.018255,0.096117,0.093984,,,,,,,,,
1585,13.208333,-0.031561,0.096683,0.097928,0.039608,0.096708,0.158402,0.018176,0.096065,0.093977,,,,,,,,,
1586,13.216667,-0.031707,0.096704,0.097831,0.040175,0.096904,0.158556,0.017905,0.096028,0.094009,,,,,,,,,
1587,13.225,-0.031446,0.096679,0.097972,0.039444,0.096722,0.158309,0.018393,0.096142,0.094035,,,,,,,,,
1588,13.233333,-0.031672,0.096706,0.097907,0.039789,0.096794,0.158636,0.01794,0.096032,0.094066,,,,,,,,,
1589,13.241667,-0.031607,0.096698,0.09785,0.039781,0.096904,0.158521,0.018108,0.096131,0.094115,,,,,,,,,
1590,13.25,-0.031509,0.096682,0.097967,0.039216,0.096659,0.158469,0.018286,0.096156,0.094109,,,,,,,,,
1591,13.258333,-0.031757,0.096709,0.097859,0.039844,0.096862,0.15878,0.017807,0.096,0.094103,,,,,,,,,
1592,13.266667,-0.031504,0.096675,0.09792,0.039325,0.096814,0.158458,0.01833,0.096175,0.094095,,,,,,,,,
1593,13.275,-0.031619,0.096703,0.09793,0.039305,0.096696,0.158667,0.018057,0.096081,0.094078,,,,,,,,,
1594,13.283333,-0.031675,0.096709,0.097829,0.039646,0.096899,0.15867,0.017961,0.096086,0.094106,,,,,,,,,
1595,13.291667,-0.03144,0.096679,0.097969,0.038995,0.096743,0.158399,0.018366,0.096137,0.09409,,,,,,,,,
1596,13.3,-0.031712,0.096712,0.097881,0.039555,0.096828,0.158787,0.017838,0.09596,0.094123,,,,,,,,,
1597,13.308333,-0.031569,0.096689,0.097887,0.039339,0.096855,0.158601,0.018216,0.096144,0.094158,,,,,,,,,
1598,13.316667,-0.031549,0.096693,0.097971,0.039023,0.09672,0.158644,0.018207,0.09613,0.094159,,,,,,,,,
1599,13.325,-0.031731,0.096711,0.09787,0.039573,0.096907,0.158894,0.017839,0.096034,0.094214,,,,,,,,,
1600,13.333333,-0.031465,0.096675,0.098007,0.038902,0.09678,0.158585,0.018369,0.096214,0.09422,,,,,,,,,
1601,13.341667,-0.031677,0.096711,0.097966,0.039135,0.096759,0.158941,0.017906,0.096052,0.094251,,,,,,,,,
1602,13.35,-0.031634,0.096698,0.097879,0.03922,0.096901,0.158831,0.018044,0.096173,0.094268,,,,,,,,,
1603,13.358333,-0.031495,0.096685,0.09801,0.038613,0.096691,0.15872,0.01829,0.096195,0.094256,,,,,,,,,
1604,13.366667,-0.031756,0.096725,0.097898,0.039305,0.09685,0.159031,0.017789,0.096029,0.094248,,,,,,,,,
1605,13.375,-0.03151,0.096686,0.097946,0.038831,0.096839,0.158696,0.018299,0.096186,0.094224,,,,,,,,,
1606,13.383333,-0.031599,0.096691,0.097958,0.038785,0.096729,0.158896,0.018084,0.096096,0.094218,,,,,,,,,
1607,13.391667,-0.031683,0.096698,0.097871,0.039234,0.096909,0.158963,0.017904,0.096036,0.094278,,,,,,,,,
1608,13.4,-0.031436,0.096679,0.098021,0.038516,0.096721,0.158732,0.018365,0.096165,0.094284,,,,,,,,,
1609,13.408333,-0.03171,0.096717,0.097941,0.039074,0.096848,0.159112,0.017836,0.096017,0.094319,,,,,,,,,
1610,13.416667,-0.031578,0.0967,0.097934,0.038866,0.096898,0.15893,0.018178,0.0962,0.094348,,,,,,,,,
1611,13.425,-0.03155,0.096694,0.098034,0.038463,0.096713,0.159007,0.018202,0.096191,0.094354,,,,,,,,,
1612,13.433333,-0.031756,0.096714,0.097906,0.039075,0.096889,0.159209,0.017807,0.096079,0.094369,,,,,,,,,
1613,13.441667,-0.031472,0.096673,0.098016,0.038452,0.096817,0.158897,0.018347,0.096225,0.094347,,,,,,,,,
1614,13.45,-0.03167,0.096707,0.097975,0.038656,0.096769,0.15917,0.017923,0.096073,0.094351,,,,,,,,,
1615,13.458333,-0.031651,0.096698,0.097887,0.038864,0.096916,0.15907,0.017985,0.096094,0.094375,,,,,,,,,
1616,13.466667,-0.031466,0.096674,0.098018,0.038306,0.096741,0.158894,0.018316,0.096153,0.094345,,,,,,,,,
1617,13.475,-0.031743,0.096717,0.09791,0.038999,0.096881,0.159254,0.017808,0.095999,0.094367,,,,,,,,,
1618,13.483333,-0.031515,0.096679,0.097972,0.038565,0.096856,0.158984,0.018298,0.096154,0.094384,,,,,,,,,
1619,13.491667,-0.03159,0.096691,0.097998,0.038467,0.096777,0.159153,0.018086,0.09605,0.094389,,,,,,,,,
1620,13.5,-0.0317,0.096701,0.097897,0.038894,0.096934,0.159269,0.017884,0.096081,0.09444,,,,,,,,,
1621,13.508333,-0.031454,0.096672,0.098053,0.038191,0.096768,0.158979,0.018362,0.096224,0.094445,,,,,,,,,
1622,13.516667,-0.031715,0.09671,0.097959,0.03863,0.096818,0.159355,0.017831,0.096071,0.094452,,,,,,,,,
1623,13.525,-0.031596,0.096695,0.097915,0.038521,0.096909,0.159147,0.018089,0.096129,0.094441,,,,,,,,,
1624,13.533333,-0.031528,0.096683,0.098007,0.038122,0.096705,0.159102,0.01823,0.096177,0.094415,,,,,,,,,
1625,13.541667,-0.031743,0.096706,0.097885,0.038786,0.096915,0.15936,0.017814,0.09604,0.094405,,,,,,,,,
1626,13.55,-0.031461,0.096669,0.097982,0.038207,0.096852,0.158973,0.018366,0.096168,0.094376,,,,,,,,,
1627,13.558333,-0.031627,0.096692,0.097945,0.038401,0.096813,0.159237,0.017982,0.096015,0.094382,,,,,,,,,
1628,13.566667,-0.031634,0.096698,0.097868,0.03862,0.096948,0.159208,0.017984,0.096058,0.094434,,,,,,,,,
1629,13.575,-0.03145,0.09667,0.098012,0.038023,0.096734,0.159026,0.018345,0.096159,0.094433,,,,,,,,,
1630,13.583333,-0.031724,0.096712,0.097908,0.038634,0.096904,0.159422,0.017808,0.096012,0.094448,,,,,,,,,
1631,13.591667,-0.031531,0.096675,0.097948,0.038275,0.096904,0.159141,0.018266,0.096194,0.09447,,,,,,,,,
1632,13.6,-0.031583,0.096679,0.098001,0.038043,0.096701,0.159287,0.018084,0.096097,0.094444,,,,,,,,,
1633,13.608333,-0.031719,0.096704,0.097886,0.038549,0.09695,0.159411,0.017843,0.09608,0.09447,,,,,,,,,
1634,13.616667,-0.031437,0.09667,0.098021,0.037887,0.096778,0.159055,0.018364,0.096208,0.09445,,,,,,,,,
1635,13.625,-0.031682,0.096709,0.09794,0.038334,0.096822,0.159393,0.017868,0.096038,0.094443,,,,,,,,,
1636,13.633333,-0.031596,0.096687,0.097884,0.038334,0.096946,0.159201,0.018071,0.096082,0.09445,,,,,,,,,
1637,13.641667,-0.0315,0.096673,0.097976,0.037866,0.096713,0.159127,0.018269,0.096128,0.09442,,,,,,,,,
1638,13.65,-0.031732,0.096701,0.097867,0.038555,0.096938,0.15944,0.017818,0.096002,0.094432,,,,,,,,,
1639,13.658333,-0.031469,0.096671,0.097973,0.03799,0.096839,0.159116,0.018354,0.096162,0.094452,,,,,,,,,
1640,13.666667,-0.031611,0.096689,0.09797,0.038041,0.096761,0.159388,0.018006,0.096042,0.094463,,,,,,,,,
1641,13.675,-0.031649,0.096692,0.097873,0.038326,0.096959,0.159385,0.017939,0.096084,0.094513,,,,,,,,,
1642,13.683333,-0.031445,0.096664,0.098028,0.037608,0.096712,0.159175,0.018328,0.096206,0.094516,,,,,,,,,
1643,13.691667,-0.031729,0.096711,0.097928,0.03822,0.096858,0.159549,0.017789,0.096058,0.09451,,,,,,,,,
1644,13.7,-0.031541,0.096681,0.097925,0.03792,0.096904,0.159258,0.018172,0.096126,0.094479,,,,,,,,,
1645,13.708333,-0.031555,0.096675,0.097974,0.037657,0.096701,0.159339,0.018118,0.096082,0.094445,,,,,,,,,
1646,13.716667,-0.031709,0.0967,0.097852,0.038266,0.096933,0.159468,0.017833,0.096051,0.094469,,,,,,,,,
1647,13.725,-0.031427,0.096666,0.097974,0.037577,0.096769,0.159116,0.018372,0.096164,0.094437,,,,,,,,,
1648,13.733333,-0.031649,0.096695,0.097902,0.037967,0.096825,0.159476,0.017896,0.096004,0.094446,,,,,,,,,
1649,13.741667,-0.031587,0.096683,0.09786,0.038003,0.096925,0.159339,0.018058,0.09607,0.094486,,,,,,,,,
1650,13.75,-0.031482,0.096673,0.097982,0.037441,0.09671,0.159272,0.018234,0.096081,0.094486,,,,,,,,,
1651,13.758333,-0.031713,0.096704,0.097862,0.038119,0.096909,0.15962,0.017806,0.09604,0.094488,,,,,,,,,
1652,13.766667,-0.031469,0.096671,0.097965,0.03754,0.096842,0.159286,0.018326,0.096219,0.094488,,,,,,,,,
1653,13.775,-0.031607,0.096693,0.097956,0.037547,0.096746,0.159514,0.018001,0.096086,0.094488,,,,,,,,,
1654,13.783333,-0.03166,0.096692,0.097859,0.037876,0.096927,0.159524,0.017903,0.0961,0.09452,,,,,,,,,
1655,13.791667,-0.031435,0.09668,0.097993,0.037214,0.096735,0.159227,0.018337,0.096195,0.094497,,,,,,,,,
1656,13.8,-0.031708,0.096712,0.097893,0.037828,0.096858,0.159626,0.017798,0.096039,0.09449,,,,,,,,,
1657,13.808333,-0.031546,0.096683,0.097892,0.037578,0.096886,0.159342,0.018164,0.096103,0.094478,,,,,,,,,
