Format Version,1.21,Take Name,SamTrail2,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2016-02-02 02.44.51.312 PM,Total Frames in Take,2616,Total Exported Frames,2616,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,
,,soft actuator:constant 0,soft actuator:constant 0,soft actuator:constant 0,soft actuator:end point,soft actuator:end point,soft actuator:end point,soft actuator:middle point,soft actuator:middle point,soft actuator:middle point,,,,,,,,,
,,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000000,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000002,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,8392B20CF49E35717C273B6500000003,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,
704,5.866667,-0.033073,0.097282,0.099548,0.073499,0.096149,0.040129,0.010993,0.095512,0.075336,,,,,,,,,
705,5.875,-0.033004,0.097239,0.099629,0.073726,0.096108,0.040238,0.011189,0.09555,0.075597,,,,,,,,,
706,5.883333,-0.033111,0.097301,0.099497,0.074059,0.095888,0.040711,0.010935,0.095711,0.075078,,,,,,,,,
707,5.891667,-0.033041,0.09727,0.099567,0.073773,0.096035,0.040398,0.01109,0.095557,0.075434,,,,,,,,,
708,5.9,-0.032994,0.097241,0.099667,0.073542,0.096151,0.040169,0.011158,0.095447,0.075636,,,,,,,,,
709,5.908333,-0.033048,0.097275,0.099605,0.073679,0.096047,0.040336,0.011079,0.095531,0.075464,,,,,,,,,
710,5.916667,-0.033035,0.097259,0.09959,0.074001,0.095972,0.040552,0.011083,0.095644,0.075332,,,,,,,,,
711,5.925,-0.03311,0.097295,0.099526,0.073885,0.095985,0.04052,0.010979,0.095665,0.07521,,,,,,,,,
712,5.933333,-0.033021,0.097257,0.099621,0.073591,0.09618,0.040137,0.011105,0.09554,0.075483,,,,,,,,,
713,5.941667,-0.033027,0.097266,0.099616,0.073518,0.096169,0.040109,0.011045,0.095519,0.075406,,,,,,,,,
714,5.95,-0.033037,0.097254,0.099609,0.07371,0.096107,0.040235,0.011108,0.095581,0.075453,,,,,,,,,
715,5.958333,-0.033055,0.097255,0.099548,0.074031,0.095959,0.040581,0.010982,0.095712,0.075112,,,,,,,,,
716,5.966667,-0.033063,0.097271,0.09957,0.073817,0.096028,0.0404,0.011034,0.095618,0.075306,,,,,,,,,
717,5.975,-0.032989,0.09724,0.099668,0.073576,0.096159,0.040167,0.011138,0.095494,0.07555,,,,,,,,,
718,5.983333,-0.033019,0.097255,0.099643,0.073659,0.096079,0.040302,0.01108,0.095522,0.075451,,,,,,,,,
719,5.991667,-0.033011,0.097231,0.099658,0.073993,0.095973,0.040544,0.01114,0.095626,0.075452,,,,,,,,,
720,6,-0.033091,0.097273,0.099564,0.074062,0.095904,0.040734,0.010971,0.095703,0.07515,,,,,,,,,
721,6.008333,-0.033,0.097237,0.099677,0.073749,0.096084,0.040349,0.011125,0.095556,0.075489,,,,,,,,,
722,6.016667,-0.032992,0.097227,0.099702,0.073618,0.096143,0.040229,0.011102,0.095507,0.075499,,,,,,,,,
723,6.025,-0.033016,0.097245,0.099666,0.073753,0.096073,0.04033,0.01111,0.09558,0.075465,,,,,,,,,
724,6.033333,-0.033003,0.097238,0.09963,0.074122,0.095964,0.040657,0.011049,0.09571,0.075195,,,,,,,,,
725,6.041667,-0.033071,0.097265,0.099582,0.073961,0.096007,0.040566,0.010992,0.095678,0.075186,,,,,,,,,
726,6.05,-0.03296,0.097228,0.099699,0.073668,0.096173,0.040208,0.011145,0.095542,0.075506,,,,,,,,,
727,6.058333,-0.032986,0.097235,0.099682,0.073679,0.09612,0.040269,0.011071,0.095534,0.075393,,,,,,,,,
728,6.066667,-0.03298,0.097224,0.099676,0.073956,0.096033,0.040477,0.01115,0.095619,0.07545,,,,,,,,,
729,6.075,-0.033036,0.097253,0.09959,0.074183,0.095916,0.040796,0.010989,0.095733,0.075083,,,,,,,,,
730,6.083333,-0.032985,0.097239,0.099656,0.073902,0.096043,0.040493,0.011095,0.095608,0.075368,,,,,,,,,
731,6.091667,-0.032953,0.09722,0.099716,0.073713,0.09613,0.040296,0.011149,0.095519,0.075517,,,,,,,,,
732,6.1,-0.032983,0.09724,0.099681,0.0738,0.096052,0.04041,0.011105,0.095564,0.075433,,,,,,,,,
733,6.108333,-0.03296,0.097223,0.099685,0.074172,0.095978,0.040689,0.011123,0.095672,0.075312,,,,,,,,,
734,6.116667,-0.033054,0.097268,0.099577,0.074143,0.095951,0.040785,0.010988,0.095728,0.075101,,,,,,,,,
735,6.125,-0.032945,0.097225,0.099699,0.073809,0.096131,0.040345,0.011148,0.09557,0.075456,,,,,,,,,
736,6.133333,-0.032967,0.097228,0.099698,0.073722,0.096132,0.0403,0.011095,0.095548,0.075407,,,,,,,,,
737,6.141667,-0.032988,0.097232,0.099677,0.073916,0.096066,0.04046,0.011125,0.095617,0.075412,,,,,,,,,
738,6.15,-0.033004,0.097234,0.099614,0.07426,0.095951,0.040834,0.011014,0.095749,0.075076,,,,,,,,,
739,6.158333,-0.033032,0.097249,0.099612,0.07404,0.096028,0.040646,0.011029,0.095684,0.075198,,,,,,,,,
740,6.166667,-0.032932,0.097216,0.099723,0.073789,0.096153,0.040351,0.011155,0.095552,0.075485,,,,,,,,,
741,6.175,-0.032966,0.097229,0.099704,0.073836,0.096068,0.040479,0.011091,0.095559,0.075384,,,,,,,,,
742,6.183333,-0.032955,0.097218,0.099709,0.074183,0.096,0.040746,0.011161,0.095654,0.0754,,,,,,,,,
743,6.191667,-0.033032,0.097245,0.099604,0.074346,0.095909,0.041052,0.010986,0.095755,0.07506,,,,,,,,,
744,6.2,-0.032946,0.097222,0.099703,0.074015,0.096067,0.04063,0.011148,0.095602,0.075415,,,,,,,,,
745,6.208333,-0.032929,0.097215,0.099748,0.073868,0.096117,0.040491,0.011152,0.095538,0.075483,,,,,,,,,
746,6.216667,-0.03297,0.097227,0.099715,0.073988,0.096051,0.040607,0.011136,0.095603,0.075433,,,,,,,,,
747,6.225,-0.032956,0.097206,0.099681,0.074395,0.095959,0.040994,0.011089,0.095723,0.075182,,,,,,,,,
748,6.233333,-0.033042,0.097256,0.099603,0.074268,0.09599,0.040956,0.011,0.09572,0.075107,,,,,,,,,
749,6.241667,-0.032926,0.097212,0.09973,0.07394,0.096129,0.040522,0.01117,0.095565,0.075465,,,,,,,,,
750,6.25,-0.032958,0.097225,0.099709,0.073924,0.096096,0.040577,0.011102,0.095561,0.075371,,,,,,,,,
751,6.258333,-0.032955,0.097218,0.099702,0.074181,0.096038,0.040789,0.011166,0.095633,0.075416,,,,,,,,,
752,6.266667,-0.032998,0.097235,0.099614,0.074486,0.095914,0.041189,0.011014,0.095754,0.075044,,,,,,,,,
753,6.275,-0.032979,0.097227,0.099665,0.07421,0.096039,0.040901,0.011097,0.095639,0.075283,,,,,,,,,
754,6.283333,-0.032917,0.097203,0.099744,0.073981,0.096113,0.040643,0.011182,0.095531,0.0755,,,,,,,,,
755,6.291667,-0.032954,0.097224,0.099716,0.07406,0.096048,0.040752,0.01114,0.095578,0.075413,,,,,,,,,
756,6.3,-0.032937,0.097212,0.099698,0.074475,0.095988,0.041091,0.011152,0.095699,0.075279,,,,,,,,,
757,6.308333,-0.033024,0.097244,0.099583,0.074503,0.095943,0.041241,0.010996,0.09576,0.075012,,,,,,,,,
758,6.316667,-0.032919,0.097202,0.099691,0.074142,0.096122,0.04075,0.011162,0.095588,0.075376,,,,,,,,,
759,6.325,-0.032922,0.097205,0.099698,0.074038,0.096128,0.04068,0.011129,0.095552,0.075351,,,,,,,,,
760,6.333333,-0.032946,0.09721,0.099666,0.074225,0.096086,0.040836,0.011162,0.095616,0.075354,,,,,,,,,
761,6.341667,-0.03294,0.09721,0.09961,0.074627,0.095957,0.041264,0.011067,0.09576,0.075021,,,,,,,,,
762,6.35,-0.032982,0.097237,0.09957,0.074454,0.096027,0.041138,0.011054,0.095702,0.075082,,,,,,,,,
763,6.358333,-0.032878,0.097191,0.099707,0.074153,0.096143,0.040765,0.011209,0.095535,0.075423,,,,,,,,,
764,6.366667,-0.032911,0.097204,0.099687,0.074186,0.096071,0.040884,0.011136,0.095546,0.075312,,,,,,,,,
765,6.375,-0.032896,0.097192,0.099683,0.074528,0.096008,0.041173,0.011216,0.095638,0.075317,,,,,,,,,
766,6.383333,-0.032977,0.097231,0.099575,0.074727,0.095884,0.041484,0.011036,0.095764,0.07495,,,,,,,,,
767,6.391667,-0.0329,0.097206,0.099662,0.074399,0.096086,0.041091,0.011172,0.095601,0.075291,,,,,,,,,
768,6.4,-0.032881,0.097187,0.099704,0.074221,0.096136,0.040904,0.011198,0.095523,0.075405,,,,,,,,,
769,6.408333,-0.03292,0.097205,0.09967,0.074337,0.096072,0.041042,0.01118,0.09558,0.075339,,,,,,,,,
770,6.416667,-0.032901,0.097194,0.099643,0.074754,0.095935,0.04141,0.011146,0.095708,0.075105,,,,,,,,,
771,6.425,-0.03299,0.097234,0.099545,0.074679,0.095952,0.041439,0.011045,0.095745,0.074975,,,,,,,,,
772,6.433333,-0.032864,0.097192,0.099695,0.074329,0.096164,0.040974,0.011217,0.095562,0.07536,,,,,,,,,
773,6.441667,-0.032892,0.097205,0.099678,0.074295,0.096128,0.041003,0.011148,0.095551,0.075287,,,,,,,,,
774,6.45,-0.032901,0.097198,0.09966,0.074536,0.096062,0.041222,0.011213,0.095618,0.075307,,,,,,,,,
775,6.458333,-0.032943,0.097209,0.099582,0.074881,0.095893,0.041631,0.011066,0.095766,0.074928,,,,,,,,,
776,6.466667,-0.032934,0.097211,0.099607,0.07461,0.09603,0.041372,0.011117,0.095666,0.075138,,,,,,,,,
777,6.475,-0.032856,0.09719,0.09971,0.074373,0.096166,0.041084,0.011241,0.095528,0.075407,,,,,,,,,
778,6.483333,-0.032898,0.097214,0.099667,0.074432,0.096082,0.041202,0.01118,0.095575,0.07531,,,,,,,,,
779,6.491667,-0.032878,0.097183,0.099651,0.074826,0.095954,0.041516,0.011208,0.095689,0.075194,,,,,,,,,
780,6.5,-0.032973,0.097232,0.099531,0.07492,0.09591,0.041736,0.011045,0.095771,0.074882,,,,,,,,,
781,6.508333,-0.032866,0.097189,0.099646,0.074546,0.096133,0.041244,0.011205,0.095593,0.075262,,,,,,,,,
782,6.516667,-0.032868,0.097195,0.099663,0.074431,0.096165,0.041157,0.011185,0.095547,0.07529,,,,,,,,,
783,6.525,-0.032889,0.0972,0.099639,0.074598,0.096074,0.041316,0.011205,0.095608,0.075272,,,,,,,,,
784,6.533333,-0.032907,0.097195,0.099575,0.075026,0.095927,0.041769,0.011124,0.095755,0.074943,,,,,,,,,
785,6.541667,-0.032966,0.097218,0.099533,0.074873,0.09598,0.041693,0.011075,0.095729,0.074958,,,,,,,,,
786,6.55,-0.032842,0.097177,0.09966,0.074554,0.096161,0.04127,0.011243,0.095547,0.075332,,,,,,,,,
787,6.558333,-0.032878,0.097211,0.099637,0.074565,0.09608,0.041371,0.011165,0.095562,0.075226,,,,,,,,,
788,6.566667,-0.032862,0.097178,0.099621,0.074902,0.095993,0.041637,0.011237,0.09564,0.075211,,,,,,,,,
789,6.575,-0.032941,0.097219,0.099499,0.07513,0.095899,0.041993,0.011072,0.095798,0.074798,,,,,,,,,
790,6.583333,-0.03288,0.097201,0.099572,0.074806,0.096066,0.041582,0.011174,0.095638,0.075113,,,,,,,,,
791,6.591667,-0.032839,0.097179,0.099639,0.074593,0.096155,0.041342,0.011227,0.095544,0.07528,,,,,,,,,
792,6.6,-0.032887,0.097206,0.099601,0.07469,0.096065,0.041465,0.011197,0.095602,0.075212,,,,,,,,,
793,6.608333,-0.03287,0.097182,0.099574,0.075127,0.095962,0.041861,0.011188,0.095734,0.07498,,,,,,,,,
794,6.616667,-0.032967,0.097228,0.099457,0.075107,0.095969,0.041982,0.011062,0.095794,0.074792,,,,,,,,,
795,6.625,-0.032837,0.097188,0.099604,0.074757,0.096152,0.041498,0.011239,0.095584,0.075212,,,,,,,,,
796,6.633333,-0.032857,0.097189,0.099606,0.074699,0.096111,0.041514,0.011192,0.095564,0.075189,,,,,,,,,
797,6.641667,-0.032861,0.097185,0.099585,0.074969,0.096039,0.041764,0.011253,0.095618,0.075195,,,,,,,,,
798,6.65,-0.032899,0.097197,0.099494,0.075333,0.095911,0.042225,0.011127,0.095792,0.074795,,,,,,,,,
799,6.658333,-0.032906,0.097208,0.099496,0.075077,0.09603,0.041954,0.011147,0.095699,0.074951,,,,,,,,,
800,6.666667,-0.03281,0.097182,0.099618,0.074804,0.096161,0.041587,0.011267,0.095551,0.075259,,,,,,,,,
801,6.675,-0.032855,0.09719,0.099582,0.074845,0.096082,0.041694,0.011203,0.095588,0.07517,,,,,,,,,
802,6.683333,-0.03284,0.097169,0.099566,0.075232,0.096002,0.042034,0.011237,0.095696,0.075032,,,,,,,,,
803,6.691667,-0.032939,0.097215,0.09944,0.075377,0.095947,0.042339,0.011077,0.09582,0.074675,,,,,,,,,
804,6.7,-0.032841,0.097182,0.099548,0.07503,0.096123,0.041857,0.011224,0.095617,0.075091,,,,,,,,,
805,6.708333,-0.03283,0.097173,0.099602,0.074943,0.096138,0.041757,0.011272,0.095583,0.075227,,,,,,,,,
806,6.716667,-0.032857,0.097189,0.099493,0.07551,0.095965,0.042347,0.011169,0.095813,0.074757,,,,,,,,,
807,6.725,-0.032938,0.097217,0.099366,0.075482,0.096046,0.042433,0.011068,0.095826,0.074551,,,,,,,,,
808,6.733333,-0.032803,0.097176,0.099522,0.075125,0.096218,0.041929,0.011251,0.095602,0.075047,,,,,,,,,
809,6.741667,-0.032825,0.097174,0.099542,0.075174,0.096153,0.042031,0.011264,0.095602,0.075083,,,,,,,,,
810,6.75,-0.032833,0.097182,0.099433,0.075736,0.095929,0.042666,0.011189,0.095804,0.07465,,,,,,,,,
811,6.758333,-0.032904,0.097206,0.099383,0.075618,0.096001,0.04268,0.011137,0.095776,0.074668,,,,,,,,,
812,6.766667,-0.032759,0.097158,0.099539,0.075301,0.096158,0.042234,0.011345,0.095532,0.075156,,,,,,,,,
813,6.775,-0.032811,0.097159,0.099546,0.075443,0.096042,0.042444,0.011317,0.095586,0.075105,,,,,,,,,
814,6.783333,-0.032827,0.097181,0.099418,0.075943,0.095862,0.04302,0.011202,0.095802,0.074613,,,,,,,,,
815,6.791667,-0.032868,0.097201,0.099408,0.075689,0.096023,0.042804,0.01119,0.095718,0.074759,,,,,,,,,
816,6.8,-0.032757,0.097152,0.09954,0.075381,0.096168,0.042366,0.011348,0.095534,0.075143,,,,,,,,,
817,6.808333,-0.032804,0.097171,0.099523,0.075576,0.096048,0.0426,0.011308,0.095619,0.075038,,,,,,,,,
818,6.816667,-0.032849,0.097183,0.099385,0.076008,0.095916,0.043141,0.011174,0.095817,0.074521,,,,,,,,,
819,6.825,-0.032857,0.097186,0.099415,0.075719,0.096059,0.042853,0.011209,0.095694,0.074786,,,,,,,,,
820,6.833333,-0.032749,0.097144,0.099533,0.075468,0.096145,0.042498,0.01135,0.095516,0.075137,,,,,,,,,
821,6.841667,-0.032784,0.097153,0.099502,0.075772,0.095996,0.04285,0.011334,0.095629,0.074977,,,,,,,,,
822,6.85,-0.032862,0.097194,0.099345,0.076145,0.095912,0.043376,0.01116,0.095827,0.074443,,,,,,,,,
823,6.858333,-0.03281,0.09717,0.09943,0.075808,0.096089,0.042968,0.011259,0.095656,0.074829,,,,,,,,,
824,6.866667,-0.032745,0.097139,0.099517,0.075596,0.096127,0.042699,0.011356,0.095509,0.075092,,,,,,,,,
825,6.875,-0.032773,0.097154,0.099476,0.075981,0.095991,0.043122,0.011335,0.09565,0.074895,,,,,,,,,
826,6.883333,-0.032871,0.097198,0.099323,0.076242,0.095918,0.043538,0.011161,0.095814,0.074422,,,,,,,,,
827,6.891667,-0.032787,0.097158,0.099433,0.075884,0.096106,0.04309,0.01131,0.095612,0.074898,,,,,,,,,
828,6.9,-0.032742,0.097145,0.099498,0.075714,0.096091,0.042913,0.01137,0.095496,0.075085,,,,,,,,,
829,6.908333,-0.032771,0.097153,0.099437,0.076178,0.095962,0.04338,0.011335,0.095679,0.074812,,,,,,,,,
830,6.916667,-0.032873,0.09719,0.099297,0.076321,0.095926,0.043666,0.011161,0.095815,0.074397,,,,,,,,,
831,6.925,-0.032767,0.097152,0.099429,0.07594,0.096144,0.043162,0.011339,0.095581,0.074919,,,,,,,,,
832,6.933333,-0.032752,0.097147,0.099475,0.075824,0.096107,0.043054,0.01138,0.095533,0.075051,,,,,,,,,
833,6.941667,-0.032773,0.097154,0.099387,0.076348,0.095954,0.043567,0.011315,0.095745,0.074657,,,,,,,,,
834,6.95,-0.032877,0.097198,0.099281,0.07638,0.09599,0.04377,0.011156,0.095815,0.074369,,,,,,,,,
835,6.958333,-0.032747,0.09715,0.099428,0.076024,0.096169,0.043278,0.011373,0.095566,0.074939,,,,,,,,,
836,6.966667,-0.03276,0.097148,0.099464,0.07601,0.096085,0.043314,0.011379,0.095535,0.075024,,,,,,,,,
837,6.975,-0.032772,0.097156,0.099374,0.076565,0.095906,0.043914,0.011324,0.095734,0.074615,,,,,,,,,
838,6.983333,-0.032868,0.097193,0.099288,0.076496,0.095968,0.044031,0.011211,0.095762,0.074476,,,,,,,,,
839,6.991667,-0.032722,0.097147,0.099448,0.076155,0.096119,0.043493,0.011436,0.095506,0.075033,,,,,,,,,
840,7,-0.032756,0.097136,0.099454,0.076208,0.096036,0.043583,0.011423,0.09553,0.075038,,,,,,,,,
841,7.008333,-0.032782,0.097162,0.099334,0.076732,0.095901,0.044204,0.011309,0.09576,0.074504,,,,,,,,,
842,7.016667,-0.032853,0.097193,0.099278,0.076563,0.096039,0.044104,0.011237,0.095749,0.074481,,,,,,,,,
843,7.025,-0.032719,0.097139,0.099417,0.076213,0.096159,0.043565,0.011429,0.095514,0.074984,,,,,,,,,
844,7.033333,-0.032755,0.097137,0.099421,0.076366,0.096054,0.043756,0.011422,0.095573,0.074935,,,,,,,,,
845,7.041667,-0.032803,0.097173,0.09927,0.07686,0.09591,0.044416,0.011266,0.095802,0.074344,,,,,,,,,
846,7.05,-0.032839,0.097189,0.099273,0.076649,0.096092,0.044262,0.011262,0.095722,0.074508,,,,,,,,,
847,7.058333,-0.032715,0.097133,0.099414,0.076376,0.096135,0.04385,0.011461,0.095485,0.075,,,,,,,,,
848,7.066667,-0.032744,0.097133,0.099399,0.076651,0.095996,0.04422,0.011459,0.095567,0.074926,,,,,,,,,
849,7.075,-0.032804,0.097183,0.099238,0.077084,0.095853,0.044861,0.011287,0.095772,0.074337,,,,,,,,,
850,7.083333,-0.03281,0.09718,0.099281,0.076782,0.096082,0.044512,0.011334,0.095656,0.074642,,,,,,,,,
851,7.091667,-0.032699,0.09714,0.099395,0.076555,0.09611,0.04415,0.011495,0.095466,0.075024,,,,,,,,,
852,7.1,-0.032731,0.097139,0.099365,0.076848,0.095979,0.044496,0.01146,0.095591,0.074837,,,,,,,,,
853,7.108333,-0.032818,0.097191,0.099192,0.077177,0.09591,0.045055,0.011256,0.09579,0.07424,,,,,,,,,
854,7.116667,-0.032776,0.097168,0.099283,0.076841,0.096153,0.044592,0.011364,0.095633,0.074657,,,,,,,,,
855,7.125,-0.032703,0.097133,0.099379,0.076655,0.096112,0.04432,0.011497,0.095473,0.074985,,,,,,,,,
856,7.133333,-0.032725,0.097148,0.099325,0.077057,0.095947,0.044795,0.011455,0.095623,0.074724,,,,,,,,,
857,7.141667,-0.032831,0.097182,0.099166,0.07729,0.09593,0.0453,0.011243,0.09579,0.074195,,,,,,,,,
858,7.15,-0.032757,0.097162,0.099284,0.076975,0.096158,0.044835,0.011411,0.095588,0.074707,,,,,,,,,
859,7.158333,-0.032698,0.097134,0.099355,0.076829,0.096065,0.044649,0.011531,0.095462,0.074996,,,,,,,,,
860,7.166667,-0.032717,0.097149,0.099292,0.07731,0.095919,0.045225,0.011469,0.095646,0.074651,,,,,,,,,
861,7.175,-0.032829,0.097192,0.09914,0.077439,0.095956,0.045615,0.011264,0.095772,0.074194,,,,,,,,,
862,7.183333,-0.032722,0.097149,0.099284,0.077118,0.096166,0.045085,0.011472,0.095543,0.074779,,,,,,,,,
863,7.191667,-0.032698,0.097134,0.099349,0.077015,0.096049,0.044937,0.011566,0.095461,0.074999,,,,,,,,,
864,7.2,-0.032725,0.097151,0.099247,0.077528,0.095912,0.045576,0.011464,0.095693,0.074525,,,,,,,,,
865,7.208333,-0.032835,0.097197,0.099119,0.077549,0.096032,0.045835,0.011274,0.095768,0.074203,,,,,,,,,
866,7.216667,-0.032697,0.097155,0.099276,0.077225,0.096191,0.04526,0.011531,0.095522,0.07484,,,,,,,,,
867,7.225,-0.0327,0.097132,0.09933,0.077226,0.096018,0.045274,0.011602,0.09546,0.074996,,,,,,,,,
868,7.233333,-0.032736,0.097159,0.099203,0.077773,0.095921,0.046022,0.011455,0.09572,0.07443,,,,,,,,,
869,7.241667,-0.032835,0.097188,0.099106,0.077711,0.096087,0.046205,0.011313,0.095748,0.074247,,,,,,,,,
870,7.25,-0.032694,0.097138,0.099286,0.07742,0.096152,0.045657,0.01159,0.095469,0.074924,,,,,,,,,
871,7.258333,-0.032688,0.097123,0.099326,0.077509,0.095989,0.045776,0.011653,0.095437,0.075048,,,,,,,,,
872,7.266667,-0.032741,0.097165,0.099172,0.078023,0.095911,0.046541,0.011466,0.095715,0.074375,,,,,,,,,
873,7.275,-0.032816,0.097188,0.099109,0.077891,0.0961,0.046519,0.011374,0.095709,0.07434,,,,,,,,,
874,7.283333,-0.032658,0.097125,0.099282,0.077598,0.096168,0.045975,0.011669,0.095428,0.075007,,,,,,,,,
875,7.291667,-0.032664,0.097124,0.099296,0.077761,0.096011,0.04618,0.011697,0.095453,0.075004,,,,,,,,,
876,7.3,-0.032729,0.097183,0.099094,0.078234,0.095963,0.046926,0.011453,0.095734,0.074249,,,,,,,,,
877,7.308333,-0.032791,0.097188,0.099098,0.078032,0.096195,0.046777,0.011435,0.095691,0.074405,,,,,,,,,
878,7.316667,-0.032643,0.097118,0.09928,0.077776,0.096113,0.046302,0.011722,0.095391,0.075073,,,,,,,,,
879,7.325,-0.032655,0.097117,0.09928,0.078037,0.095979,0.046661,0.011713,0.095466,0.074977,,,,,,,,,
880,7.333333,-0.032756,0.097166,0.099059,0.078442,0.096001,0.047429,0.011411,0.095735,0.074183,,,,,,,,,
881,7.341667,-0.032782,0.097173,0.099118,0.078193,0.096241,0.047169,0.011487,0.095625,0.074534,,,,,,,,,
882,7.35,-0.032636,0.097123,0.099281,0.078024,0.09604,0.046795,0.011786,0.095341,0.075175,,,,,,,,,
883,7.358333,-0.032646,0.097124,0.099261,0.078341,0.095993,0.04723,0.01174,0.095484,0.074942,,,,,,,,,
884,7.366667,-0.032758,0.097183,0.099013,0.078645,0.096035,0.047905,0.011418,0.09574,0.074138,,,,,,,,,
885,7.375,-0.032732,0.097162,0.099117,0.078377,0.09627,0.04748,0.011579,0.095562,0.074658,,,,,,,,,
886,7.383333,-0.032602,0.097114,0.099268,0.078222,0.095978,0.047138,0.01187,0.0953,0.075243,,,,,,,,,
887,7.391667,-0.032624,0.097129,0.099204,0.078618,0.095988,0.047669,0.011756,0.095534,0.074835,,,,,,,,,
888,7.4,-0.032769,0.097195,0.098968,0.078802,0.096171,0.048278,0.011403,0.095775,0.074082,,,,,,,,,
889,7.408333,-0.032701,0.09715,0.099115,0.078525,0.096354,0.047812,0.011656,0.095523,0.074781,,,,,,,,,
890,7.416667,-0.0326,0.097105,0.099269,0.078461,0.095892,0.047566,0.01194,0.095283,0.075346,,,,,,,,,
891,7.425,-0.032635,0.097125,0.09918,0.078856,0.096013,0.048173,0.011766,0.095565,0.0748,,,,,,,,,
892,7.433333,-0.03281,0.097196,0.098942,0.078938,0.096327,0.048683,0.011406,0.09577,0.074133,,,,,,,,,
893,7.441667,-0.032685,0.097145,0.099126,0.078661,0.096401,0.048129,0.01177,0.09546,0.075008,,,,,,,,,
894,7.45,-0.03258,0.097087,0.099267,0.078852,0.095859,0.048138,0.012039,0.095344,0.075377,,,,,,,,,
895,7.458333,-0.032727,0.097171,0.099,0.079214,0.096089,0.049069,0.01161,0.095724,0.07437,,,,,,,,,
896,7.466667,-0.032766,0.097178,0.099021,0.078986,0.096568,0.04895,0.011607,0.095635,0.074621,,,,,,,,,
897,7.475,-0.032648,0.097116,0.099206,0.07893,0.096289,0.048541,0.011987,0.095389,0.075427,,,,,,,,,
898,7.483333,-0.032591,0.097127,0.099112,0.079494,0.095826,0.049365,0.011915,0.09557,0.074867,,,,,,,,,
899,7.491667,-0.032777,0.097175,0.09902,0.079315,0.096364,0.049608,0.011664,0.095637,0.074702,,,,,,,,,
900,7.5,-0.032654,0.097141,0.099148,0.079209,0.096327,0.049344,0.011977,0.095375,0.075346,,,,,,,,,
901,7.508333,-0.032565,0.097095,0.099199,0.079537,0.0958,0.049508,0.0121,0.095391,0.075312,,,,,,,,,
902,7.516667,-0.03278,0.097177,0.098992,0.079497,0.096283,0.049941,0.011666,0.095691,0.074594,,,,,,,,,
903,7.525,-0.03271,0.097163,0.099088,0.079315,0.096581,0.049636,0.011811,0.095527,0.075027,,,,,,,,,
904,7.533333,-0.032631,0.0971,0.09922,0.079349,0.096052,0.049392,0.012083,0.095377,0.075485,,,,,,,,,
905,7.541667,-0.032711,0.097161,0.09901,0.0797,0.096017,0.050164,0.011773,0.09567,0.074658,,,,,,,,,
906,7.55,-0.032759,0.09716,0.099065,0.079466,0.096641,0.050029,0.011734,0.09559,0.074899,,,,,,,,,
907,7.558333,-0.032689,0.097118,0.099167,0.079491,0.096302,0.049901,0.012039,0.09539,0.075481,,,,,,,,,
908,7.566667,-0.032584,0.097121,0.099106,0.080026,0.095834,0.050526,0.012039,0.095535,0.075026,,,,,,,,,
909,7.575,-0.032768,0.097167,0.099013,0.079782,0.096401,0.050708,0.011786,0.0956,0.074874,,,,,,,,,
910,7.583333,-0.032655,0.097132,0.099119,0.079719,0.096362,0.050493,0.012048,0.095396,0.075402,,,,,,,,,
911,7.591667,-0.032558,0.097102,0.099173,0.080045,0.095843,0.05057,0.012183,0.095403,0.075377,,,,,,,,,
912,7.6,-0.032763,0.097174,0.098971,0.079989,0.096267,0.051042,0.011783,0.095674,0.07471,,,,,,,,,
913,7.608333,-0.032687,0.097154,0.099076,0.079808,0.096607,0.050798,0.011931,0.095495,0.075139,,,,,,,,,
914,7.616667,-0.032623,0.097104,0.099193,0.079922,0.096115,0.050618,0.01219,0.095381,0.075568,,,,,,,,,
915,7.625,-0.032689,0.097155,0.098972,0.08026,0.095982,0.051436,0.0119,0.095655,0.074761,,,,,,,,,
916,7.633333,-0.03272,0.09715,0.099063,0.080015,0.09659,0.051298,0.011901,0.095522,0.075085,,,,,,,,,
917,7.641667,-0.032668,0.097114,0.099145,0.080062,0.096285,0.051163,0.0122,0.09537,0.075642,,,,,,,,,
918,7.65,-0.032569,0.097102,0.099067,0.080563,0.095807,0.051835,0.012173,0.095522,0.075151,,,,,,,,,
919,7.658333,-0.032751,0.097155,0.098991,0.080325,0.096417,0.052013,0.011918,0.095577,0.074997,,,,,,,,,
920,7.666667,-0.032633,0.097127,0.099089,0.080262,0.09643,0.051781,0.01219,0.09539,0.075545,,,,,,,,,
921,7.675,-0.032537,0.097092,0.099143,0.0806,0.095861,0.051883,0.012318,0.095396,0.07551,,,,,,,,,
