Format Version,1.21,,2016-02-19 04.26.29.968 PM,Total Frames in Take,Take Name,Best motion Take 2016-02-19 04.26.29 PM,Capture Frame Rate,,Total Exported Frames,5509,120,Export Frame Rate,120,Capture Start Time,,,5509,,,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,,,,
,,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,,,,,,,,,,,,
,,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,
1588,13.233333,0.077169,0.087846,0.066196,0.063315,0.089032,0.077273,0.090555,0.087533,0.085211,0.076148,0.088764,0.095075,,,,,,,,,,,,
1589,13.241667,0.077166,0.087847,0.066196,0.063313,0.089031,0.077273,0.090553,0.087534,0.08521,0.076146,0.088764,0.095075,,,,,,,,,,,,
1590,13.25,0.077163,0.087849,0.066196,0.063311,0.089031,0.077274,0.090551,0.087535,0.085209,0.076145,0.088763,0.095074,,,,,,,,,,,,
1591,13.258333,0.07716,0.08785,0.066196,0.063308,0.089031,0.077275,0.09055,0.087536,0.085207,0.076144,0.088763,0.095074,,,,,,,,,,,,
1592,13.266667,0.077157,0.087851,0.066196,0.063306,0.089031,0.077276,0.090548,0.087537,0.085206,0.076142,0.088762,0.095073,,,,,,,,,,,,
1593,13.275,0.077154,0.087852,0.066196,0.063304,0.08903,0.077276,0.090546,0.087538,0.085205,0.076141,0.088762,0.095073,,,,,,,,,,,,
1594,13.283333,0.077151,0.087853,0.066196,0.063302,0.08903,0.077277,0.090545,0.087539,0.085204,0.07614,0.088762,0.095072,,,,,,,,,,,,
1595,13.291667,0.077148,0.087854,0.066195,0.0633,0.08903,0.077278,0.090543,0.087539,0.085203,0.076138,0.088761,0.095072,,,,,,,,,,,,
1596,13.3,0.077145,0.087856,0.066195,0.063298,0.08903,0.077278,0.090542,0.08754,0.085202,0.076137,0.088761,0.095071,,,,,,,,,,,,
1597,13.308333,0.077142,0.087857,0.066195,0.063296,0.089029,0.077279,0.09054,0.087541,0.085201,0.076136,0.08876,0.095071,,,,,,,,,,,,
1598,13.316667,0.077139,0.087858,0.066195,0.063294,0.089029,0.077279,0.090539,0.087542,0.085201,0.076135,0.08876,0.095071,,,,,,,,,,,,
1599,13.325,0.077137,0.087859,0.066195,0.063293,0.089029,0.07728,0.090538,0.087542,0.0852,0.076134,0.08876,0.09507,,,,,,,,,,,,
1600,13.333333,0.077134,0.08786,0.066195,0.063291,0.089029,0.077281,0.090537,0.087543,0.085199,0.076133,0.088759,0.09507,,,,,,,,,,,,
1601,13.341667,0.077132,0.087861,0.066194,0.063289,0.089028,0.077281,0.090535,0.087544,0.085198,0.076132,0.088759,0.09507,,,,,,,,,,,,
1602,13.35,0.077129,0.087862,0.066194,0.063287,0.089028,0.077282,0.090534,0.087544,0.085197,0.076131,0.088759,0.095069,,,,,,,,,,,,
1603,13.358333,0.077127,0.087863,0.066194,0.063286,0.089028,0.077282,0.090533,0.087545,0.085196,0.07613,0.088758,0.095069,,,,,,,,,,,,
1604,13.366667,0.077124,0.087863,0.066194,0.063284,0.089028,0.077282,0.090532,0.087546,0.085196,0.076129,0.088758,0.095069,,,,,,,,,,,,
1605,13.375,0.077122,0.087864,0.066194,0.063283,0.089028,0.077283,0.090531,0.087546,0.085195,0.076128,0.088758,0.095068,,,,,,,,,,,,
1606,13.383333,0.07712,0.087865,0.066193,0.063281,0.089028,0.077283,0.09053,0.087547,0.085194,0.076127,0.088757,0.095068,,,,,,,,,,,,
1607,13.391667,0.077118,0.087866,0.066193,0.06328,0.089027,0.077284,0.090529,0.087547,0.085194,0.076126,0.088757,0.095068,,,,,,,,,,,,
1608,13.4,0.077116,0.087867,0.066193,0.063278,0.089027,0.077284,0.090528,0.087548,0.085193,0.076126,0.088757,0.095067,,,,,,,,,,,,
1609,13.408333,0.077114,0.087867,0.066193,0.063277,0.089027,0.077284,0.090527,0.087548,0.085192,0.076125,0.088756,0.095067,,,,,,,,,,,,
1610,13.416667,0.077112,0.087868,0.066192,0.063276,0.089027,0.077285,0.090526,0.087549,0.085192,0.076124,0.088756,0.095067,,,,,,,,,,,,
1611,13.425,0.07711,0.087869,0.066192,0.063274,0.089027,0.077285,0.090525,0.087549,0.085191,0.076123,0.088756,0.095067,,,,,,,,,,,,
1612,13.433333,0.077108,0.087869,0.066192,0.063273,0.089027,0.077285,0.090525,0.08755,0.085191,0.076123,0.088756,0.095066,,,,,,,,,,,,
1613,13.441667,0.077106,0.08787,0.066191,0.063272,0.089027,0.077286,0.090524,0.08755,0.08519,0.076122,0.088755,0.095066,,,,,,,,,,,,
1614,13.45,0.077104,0.087871,0.066191,0.063271,0.089027,0.077286,0.090523,0.08755,0.08519,0.076122,0.088755,0.095066,,,,,,,,,,,,
1615,13.458333,0.077103,0.087871,0.066191,0.06327,0.089026,0.077286,0.090523,0.087551,0.085189,0.076121,0.088755,0.095066,,,,,,,,,,,,
1616,13.466667,0.077101,0.087872,0.066191,0.063269,0.089026,0.077286,0.090522,0.087551,0.085189,0.076121,0.088755,0.095065,,,,,,,,,,,,
1617,13.475,0.0771,0.087872,0.06619,0.063268,0.089026,0.077286,0.090522,0.087551,0.085189,0.07612,0.088754,0.095065,,,,,,,,,,,,
1618,13.483333,0.077098,0.087873,0.06619,0.063267,0.089026,0.077287,0.090521,0.087552,0.085188,0.07612,0.088754,0.095065,,,,,,,,,,,,
1619,13.491667,0.077097,0.087873,0.06619,0.063266,0.089026,0.077287,0.090521,0.087552,0.085188,0.076119,0.088754,0.095065,,,,,,,,,,,,
1620,13.5,0.077095,0.087874,0.066189,0.063265,0.089026,0.077287,0.09052,0.087552,0.085188,0.076119,0.088754,0.095065,,,,,,,,,,,,
1621,13.508333,0.077094,0.087874,0.066189,0.063264,0.089026,0.077287,0.09052,0.087552,0.085187,0.076119,0.088754,0.095065,,,,,,,,,,,,
1622,13.516667,0.077093,0.087875,0.066189,0.063263,0.089026,0.077287,0.09052,0.087553,0.085187,0.076118,0.088754,0.095065,,,,,,,,,,,,
1623,13.525,0.077092,0.087875,0.066188,0.063263,0.089026,0.077287,0.090519,0.087553,0.085187,0.076118,0.088753,0.095065,,,,,,,,,,,,
1624,13.533333,0.07709,0.087875,0.066188,0.063262,0.089026,0.077287,0.090519,0.087553,0.085187,0.076118,0.088753,0.095064,,,,,,,,,,,,
1625,13.541667,0.077089,0.087876,0.066187,0.063261,0.089026,0.077287,0.090519,0.087553,0.085187,0.076118,0.088753,0.095064,,,,,,,,,,,,
1626,13.55,0.077088,0.087876,0.066187,0.06326,0.089026,0.077287,0.090519,0.087553,0.085186,0.076117,0.088753,0.095064,,,,,,,,,,,,
1627,13.558333,0.077087,0.087876,0.066187,0.06326,0.089026,0.077287,0.090518,0.087553,0.085186,0.076117,0.088753,0.095064,,,,,,,,,,,,
1628,13.566667,0.077086,0.087877,0.066186,0.063259,0.089026,0.077287,0.090518,0.087553,0.085186,0.076117,0.088753,0.095064,,,,,,,,,,,,
1629,13.575,0.077085,0.087877,0.066186,0.063259,0.089026,0.077287,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1630,13.583333,0.077084,0.087877,0.066185,0.063258,0.089026,0.077287,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1631,13.591667,0.077084,0.087877,0.066185,0.063258,0.089026,0.077287,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1632,13.6,0.077083,0.087878,0.066185,0.063257,0.089026,0.077287,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1633,13.608333,0.077082,0.087878,0.066184,0.063257,0.089026,0.077286,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1634,13.616667,0.077081,0.087878,0.066184,0.063256,0.089026,0.077286,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1635,13.625,0.07708,0.087878,0.066183,0.063256,0.089026,0.077286,0.090518,0.087554,0.085186,0.076116,0.088752,0.095064,,,,,,,,,,,,
1636,13.633333,0.07708,0.087878,0.066183,0.063255,0.089026,0.077286,0.090518,0.087554,0.085186,0.076116,0.088752,0.095064,,,,,,,,,,,,
1637,13.641667,0.077079,0.087879,0.066182,0.063255,0.089026,0.077286,0.090518,0.087554,0.085186,0.076116,0.088752,0.095064,,,,,,,,,,,,
1638,13.65,0.077078,0.087879,0.066182,0.063254,0.089025,0.077286,0.090518,0.087554,0.085186,0.076117,0.088752,0.095064,,,,,,,,,,,,
1639,13.658333,0.077078,0.087879,0.066181,0.063254,0.089025,0.077285,0.090518,0.087554,0.085186,0.076117,0.088751,0.095064,,,,,,,,,,,,
1640,13.666667,0.077077,0.087879,0.066181,0.063254,0.089025,0.077285,0.090518,0.087554,0.085186,0.076117,0.088751,0.095064,,,,,,,,,,,,
1641,13.675,0.077076,0.087879,0.066181,0.063253,0.089025,0.077285,0.090518,0.087554,0.085186,0.076117,0.088751,0.095064,,,,,,,,,,,,
1642,13.683333,0.077076,0.087879,0.06618,0.063253,0.089026,0.077285,0.090519,0.087554,0.085186,0.076117,0.088751,0.095064,,,,,,,,,,,,
1643,13.691667,0.077075,0.087879,0.06618,0.063253,0.089026,0.077285,0.090519,0.087554,0.085187,0.076117,0.088751,0.095064,,,,,,,,,,,,
1644,13.7,0.077075,0.087879,0.066179,0.063252,0.089026,0.077284,0.090519,0.087554,0.085187,0.076117,0.088751,0.095064,,,,,,,,,,,,
1645,13.708333,0.077074,0.087879,0.066179,0.063252,0.089026,0.077284,0.090519,0.087554,0.085187,0.076117,0.088751,0.095065,,,,,,,,,,,,
1646,13.716667,0.077074,0.08788,0.066178,0.063252,0.089026,0.077284,0.090519,0.087554,0.085187,0.076117,0.088751,0.095065,,,,,,,,,,,,
1647,13.725,0.077073,0.08788,0.066178,0.063252,0.089026,0.077284,0.090519,0.087554,0.085187,0.076117,0.088751,0.095065,,,,,,,,,,,,
1648,13.733333,0.077073,0.08788,0.066177,0.063251,0.089026,0.077283,0.09052,0.087553,0.085187,0.076117,0.088751,0.095065,,,,,,,,,,,,
1649,13.741667,0.077072,0.08788,0.066177,0.063251,0.089026,0.077283,0.09052,0.087553,0.085187,0.076117,0.088751,0.095065,,,,,,,,,,,,
1650,13.75,0.077072,0.08788,0.066176,0.063251,0.089026,0.077283,0.09052,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1651,13.758333,0.077072,0.08788,0.066176,0.06325,0.089026,0.077283,0.09052,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1652,13.766667,0.077071,0.08788,0.066175,0.06325,0.089026,0.077282,0.09052,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1653,13.775,0.077071,0.08788,0.066175,0.06325,0.089026,0.077282,0.090521,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1654,13.783333,0.07707,0.08788,0.066174,0.06325,0.089026,0.077282,0.090521,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1655,13.791667,0.07707,0.08788,0.066174,0.06325,0.089026,0.077281,0.090521,0.087553,0.085188,0.076118,0.088751,0.095065,,,,,,,,,,,,
1656,13.8,0.07707,0.08788,0.066173,0.063249,0.089026,0.077281,0.090521,0.087553,0.085189,0.076118,0.088751,0.095065,,,,,,,,,,,,
1657,13.808333,0.077069,0.08788,0.066173,0.063249,0.089026,0.077281,0.090522,0.087553,0.085189,0.076119,0.088751,0.095066,,,,,,,,,,,,
1658,13.816667,0.077069,0.08788,0.066172,0.063249,0.089026,0.077281,0.090522,0.087553,0.085189,0.076119,0.088751,0.095066,,,,,,,,,,,,
1659,13.825,0.077069,0.08788,0.066172,0.063249,0.089026,0.07728,0.090522,0.087553,0.085189,0.076119,0.088751,0.095066,,,,,,,,,,,,
1660,13.833333,0.077068,0.08788,0.066171,0.063248,0.089026,0.07728,0.090522,0.087552,0.085189,0.076119,0.088751,0.095066,,,,,,,,,,,,
1661,13.841667,0.077068,0.08788,0.066171,0.063248,0.089026,0.07728,0.090523,0.087552,0.08519,0.076119,0.088751,0.095066,,,,,,,,,,,,
1662,13.85,0.077067,0.08788,0.06617,0.063248,0.089026,0.077279,0.090523,0.087552,0.08519,0.076119,0.088751,0.095066,,,,,,,,,,,,
1663,13.858333,0.077067,0.08788,0.06617,0.063248,0.089026,0.077279,0.090523,0.087552,0.08519,0.07612,0.088751,0.095066,,,,,,,,,,,,
1664,13.866667,0.077067,0.08788,0.066169,0.063248,0.089026,0.077279,0.090524,0.087552,0.08519,0.07612,0.088751,0.095066,,,,,,,,,,,,
1665,13.875,0.077067,0.08788,0.066169,0.063247,0.089026,0.077278,0.090524,0.087552,0.085191,0.07612,0.088751,0.095066,,,,,,,,,,,,
1666,13.883333,0.077066,0.08788,0.066168,0.063247,0.089026,0.077278,0.090524,0.087552,0.085191,0.07612,0.088751,0.095066,,,,,,,,,,,,
1667,13.891667,0.077066,0.08788,0.066168,0.063247,0.089026,0.077278,0.090524,0.087552,0.085191,0.07612,0.088751,0.095067,,,,,,,,,,,,
1668,13.9,0.077066,0.08788,0.066167,0.063247,0.089026,0.077277,0.090525,0.087552,0.085191,0.076121,0.088751,0.095067,,,,,,,,,,,,
1669,13.908333,0.077065,0.08788,0.066167,0.063247,0.089026,0.077277,0.090525,0.087551,0.085191,0.076121,0.088751,0.095067,,,,,,,,,,,,
1670,13.916667,0.077065,0.08788,0.066166,0.063246,0.089026,0.077277,0.090525,0.087551,0.085192,0.076121,0.088751,0.095067,,,,,,,,,,,,
1671,13.925,0.077065,0.08788,0.066166,0.063246,0.089026,0.077276,0.090525,0.087551,0.085192,0.076121,0.088751,0.095067,,,,,,,,,,,,
1672,13.933333,0.077064,0.08788,0.066165,0.063246,0.089026,0.077276,0.090526,0.087551,0.085192,0.076121,0.088751,0.095067,,,,,,,,,,,,
1673,13.941667,0.077064,0.08788,0.066165,0.063246,0.089026,0.077276,0.090526,0.087551,0.085192,0.076121,0.088751,0.095067,,,,,,,,,,,,
1674,13.95,0.077064,0.08788,0.066164,0.063246,0.089026,0.077275,0.090526,0.087551,0.085193,0.076122,0.088751,0.095067,,,,,,,,,,,,
1675,13.958333,0.077064,0.08788,0.066164,0.063245,0.089026,0.077275,0.090527,0.087551,0.085193,0.076122,0.088751,0.095067,,,,,,,,,,,,
1676,13.966667,0.077063,0.08788,0.066163,0.063245,0.089026,0.077275,0.090527,0.087551,0.085193,0.076122,0.088751,0.095067,,,,,,,,,,,,
1677,13.975,0.077063,0.08788,0.066163,0.063245,0.089026,0.077274,0.090527,0.087551,0.085193,0.076122,0.088751,0.095067,,,,,,,,,,,,
1678,13.983333,0.077063,0.08788,0.066162,0.063245,0.089026,0.077274,0.090527,0.087551,0.085194,0.076122,0.088751,0.095068,,,,,,,,,,,,
1679,13.991667,0.077062,0.08788,0.066162,0.063245,0.089026,0.077273,0.090528,0.08755,0.085194,0.076123,0.088751,0.095068,,,,,,,,,,,,
1680,14,0.077062,0.08788,0.066161,0.063244,0.089026,0.077273,0.090528,0.08755,0.085194,0.076123,0.088751,0.095068,,,,,,,,,,,,
1681,14.008333,0.077062,0.08788,0.066161,0.063244,0.089026,0.077273,0.090528,0.08755,0.085194,0.076123,0.088751,0.095068,,,,,,,,,,,,
1682,14.016667,0.077062,0.08788,0.06616,0.063244,0.089026,0.077272,0.090529,0.08755,0.085195,0.076123,0.088751,0.095068,,,,,,,,,,,,
1683,14.025,0.077061,0.08788,0.06616,0.063244,0.089026,0.077272,0.090529,0.08755,0.085195,0.076123,0.088751,0.095068,,,,,,,,,,,,
1684,14.033333,0.077061,0.08788,0.066159,0.063244,0.089026,0.077271,0.090529,0.08755,0.085195,0.076123,0.088751,0.095068,,,,,,,,,,,,
1685,14.041667,0.077061,0.08788,0.066159,0.063243,0.089026,0.077271,0.090529,0.08755,0.085195,0.076124,0.088751,0.095068,,,,,,,,,,,,
1686,14.05,0.07706,0.08788,0.066158,0.063243,0.089026,0.077271,0.09053,0.08755,0.085196,0.076124,0.088751,0.095068,,,,,,,,,,,,
1687,14.058333,0.07706,0.087879,0.066158,0.063243,0.089026,0.07727,0.09053,0.08755,0.085196,0.076124,0.088751,0.095068,,,,,,,,,,,,
1688,14.066667,0.07706,0.087879,0.066157,0.063243,0.089026,0.07727,0.09053,0.087549,0.085196,0.076124,0.088751,0.095068,,,,,,,,,,,,
1689,14.075,0.07706,0.087879,0.066157,0.063242,0.089026,0.077269,0.09053,0.087549,0.085196,0.076124,0.088751,0.095068,,,,,,,,,,,,
1690,14.083333,0.077059,0.087879,0.066156,0.063242,0.089026,0.077269,0.090531,0.087549,0.085197,0.076124,0.088751,0.095068,,,,,,,,,,,,
1691,14.091667,0.077059,0.087879,0.066156,0.063242,0.089026,0.077269,0.090531,0.087549,0.085197,0.076125,0.088751,0.095068,,,,,,,,,,,,
1692,14.1,0.077059,0.087879,0.066155,0.063242,0.089026,0.077268,0.090531,0.087549,0.085197,0.076125,0.088751,0.095069,,,,,,,,,,,,
1693,14.108333,0.077059,0.087879,0.066155,0.063242,0.089026,0.077268,0.090531,0.087549,0.085197,0.076125,0.088751,0.095069,,,,,,,,,,,,
1694,14.116667,0.077058,0.087879,0.066154,0.063241,0.089026,0.077267,0.090532,0.087549,0.085198,0.076125,0.08875,0.095069,,,,,,,,,,,,
1695,14.125,0.077058,0.087879,0.066153,0.063241,0.089026,0.077267,0.090532,0.087549,0.085198,0.076125,0.08875,0.095069,,,,,,,,,,,,
1696,14.133333,0.077058,0.087879,0.066153,0.063241,0.089026,0.077266,0.090532,0.087549,0.085198,0.076126,0.08875,0.095069,,,,,,,,,,,,
1697,14.141667,0.077058,0.087879,0.066152,0.063241,0.089026,0.077266,0.090532,0.087549,0.085198,0.076126,0.08875,0.095069,,,,,,,,,,,,
1698,14.15,0.077057,0.087879,0.066152,0.06324,0.089026,0.077266,0.090533,0.087548,0.085199,0.076126,0.08875,0.095069,,,,,,,,,,,,
1699,14.158333,0.077057,0.087879,0.066151,0.06324,0.089026,0.077265,0.090533,0.087548,0.085199,0.076126,0.08875,0.095069,,,,,,,,,,,,
1700,14.166667,0.077057,0.087879,0.066151,0.06324,0.089027,0.077265,0.090533,0.087548,0.085199,0.076126,0.08875,0.095069,,,,,,,,,,,,
1701,14.175,0.077057,0.087879,0.06615,0.06324,0.089027,0.077264,0.090533,0.087548,0.085199,0.076126,0.08875,0.095069,,,,,,,,,,,,
1702,14.183333,0.077056,0.087879,0.06615,0.06324,0.089027,0.077264,0.090534,0.087548,0.0852,0.076127,0.08875,0.095069,,,,,,,,,,,,
1703,14.191667,0.077056,0.087879,0.066149,0.063239,0.089027,0.077263,0.090534,0.087548,0.0852,0.076127,0.08875,0.095069,,,,,,,,,,,,
1704,14.2,0.077056,0.087878,0.066148,0.063239,0.089027,0.077263,0.090534,0.087548,0.0852,0.076127,0.08875,0.095069,,,,,,,,,,,,
1705,14.208333,0.077055,0.087878,0.066148,0.063239,0.089027,0.077262,0.090534,0.087548,0.085201,0.076127,0.08875,0.095069,,,,,,,,,,,,
1706,14.216667,0.077055,0.087878,0.066147,0.063239,0.089027,0.077262,0.090534,0.087548,0.085201,0.076127,0.08875,0.095069,,,,,,,,,,,,
1707,14.225,0.077055,0.087878,0.066147,0.063238,0.089027,0.077261,0.090535,0.087547,0.085201,0.076128,0.08875,0.095069,,,,,,,,,,,,
1708,14.233333,0.077055,0.087878,0.066146,0.063238,0.089027,0.077261,0.090535,0.087547,0.085201,0.076128,0.08875,0.095069,,,,,,,,,,,,
1709,14.241667,0.077054,0.087878,0.066145,0.063238,0.089027,0.07726,0.090535,0.087547,0.085202,0.076128,0.08875,0.095069,,,,,,,,,,,,
1710,14.25,0.077054,0.087878,0.066145,0.063238,0.089027,0.07726,0.090535,0.087547,0.085202,0.076128,0.08875,0.09507,,,,,,,,,,,,
1711,14.258333,0.077054,0.087878,0.066144,0.063237,0.089027,0.077259,0.090536,0.087547,0.085202,0.076128,0.08875,0.09507,,,,,,,,,,,,
1712,14.266667,0.077054,0.087878,0.066144,0.063237,0.089027,0.077259,0.090536,0.087547,0.085202,0.076129,0.08875,0.09507,,,,,,,,,,,,
1713,14.275,0.077053,0.087878,0.066143,0.063237,0.089027,0.077258,0.090536,0.087547,0.085203,0.076129,0.08875,0.09507,,,,,,,,,,,,
1714,14.283333,0.077053,0.087878,0.066142,0.063237,0.089027,0.077258,0.090536,0.087547,0.085203,0.076129,0.08875,0.09507,,,,,,,,,,,,
1715,14.291667,0.077053,0.087878,0.066142,0.063236,0.089027,0.077257,0.090536,0.087547,0.085203,0.076129,0.08875,0.09507,,,,,,,,,,,,
1716,14.3,0.077052,0.087877,0.066141,0.063236,0.089027,0.077257,0.090537,0.087546,0.085204,0.076129,0.08875,0.09507,,,,,,,,,,,,
1717,14.308333,0.077052,0.087877,0.06614,0.063236,0.089027,0.077256,0.090537,0.087546,0.085204,0.076129,0.08875,0.09507,,,,,,,,,,,,
1718,14.316667,0.077052,0.087877,0.06614,0.063236,0.089027,0.077255,0.090537,0.087546,0.085204,0.07613,0.088751,0.09507,,,,,,,,,,,,
1719,14.325,0.077051,0.087877,0.066139,0.063235,0.089027,0.077255,0.090537,0.087546,0.085204,0.07613,0.088751,0.09507,,,,,,,,,,,,
1720,14.333333,0.077051,0.087877,0.066139,0.063235,0.089027,0.077254,0.090537,0.087546,0.085205,0.07613,0.088751,0.09507,,,,,,,,,,,,
1721,14.341667,0.077051,0.087877,0.066138,0.063235,0.089027,0.077254,0.090537,0.087546,0.085205,0.07613,0.088751,0.09507,,,,,,,,,,,,
1722,14.35,0.077051,0.087877,0.066137,0.063235,0.089027,0.077253,0.090538,0.087546,0.085205,0.07613,0.088751,0.09507,,,,,,,,,,,,
1723,14.358333,0.07705,0.087877,0.066136,0.063234,0.089027,0.077253,0.090538,0.087546,0.085205,0.076131,0.088751,0.09507,,,,,,,,,,,,
1724,14.366667,0.07705,0.087877,0.066136,0.063234,0.089027,0.077252,0.090538,0.087546,0.085206,0.076131,0.088751,0.09507,,,,,,,,,,,,
1725,14.375,0.07705,0.087877,0.066135,0.063234,0.089027,0.077251,0.090538,0.087545,0.085206,0.076131,0.088751,0.09507,,,,,,,,,,,,
1726,14.383333,0.077049,0.087877,0.066134,0.063234,0.089027,0.077251,0.090538,0.087545,0.085206,0.076131,0.088751,0.09507,,,,,,,,,,,,
1727,14.391667,0.077049,0.087876,0.066134,0.063233,0.089027,0.07725,0.090538,0.087545,0.085206,0.076131,0.088751,0.09507,,,,,,,,,,,,
1728,14.4,0.077049,0.087876,0.066133,0.063233,0.089027,0.07725,0.090539,0.087545,0.085207,0.076131,0.088751,0.09507,,,,,,,,,,,,
1729,14.408333,0.077048,0.087876,0.066132,0.063233,0.089027,0.077249,0.090539,0.087545,0.085207,0.076132,0.088751,0.09507,,,,,,,,,,,,
1730,14.416667,0.077048,0.087876,0.066132,0.063233,0.089027,0.077248,0.090539,0.087545,0.085207,0.076132,0.088751,0.09507,,,,,,,,,,,,
1731,14.425,0.077048,0.087876,0.066131,0.063232,0.089027,0.077248,0.090539,0.087545,0.085207,0.076132,0.088751,0.09507,,,,,,,,,,,,
1732,14.433333,0.077047,0.087876,0.06613,0.063232,0.089027,0.077247,0.090539,0.087545,0.085207,0.076132,0.088751,0.09507,,,,,,,,,,,,
1733,14.441667,0.077047,0.087876,0.066129,0.063232,0.089027,0.077246,0.090539,0.087545,0.085208,0.076132,0.088751,0.09507,,,,,,,,,,,,
1734,14.45,0.077047,0.087876,0.066128,0.063231,0.089027,0.077246,0.090539,0.087545,0.085208,0.076132,0.088751,0.09507,,,,,,,,,,,,
1735,14.458333,0.077046,0.087876,0.066128,0.063231,0.089027,0.077245,0.09054,0.087545,0.085208,0.076133,0.088751,0.09507,,,,,,,,,,,,
1736,14.466667,0.077046,0.087875,0.066127,0.063231,0.089027,0.077244,0.09054,0.087544,0.085208,0.076133,0.088751,0.09507,,,,,,,,,,,,
1737,14.475,0.077046,0.087875,0.066126,0.06323,0.089027,0.077244,0.09054,0.087544,0.085208,0.076133,0.088751,0.09507,,,,,,,,,,,,
1738,14.483333,0.077045,0.087875,0.066125,0.06323,0.089027,0.077243,0.09054,0.087544,0.085209,0.076133,0.088751,0.09507,,,,,,,,,,,,
1739,14.491667,0.077045,0.087875,0.066124,0.06323,0.089027,0.077242,0.09054,0.087544,0.085209,0.076133,0.088751,0.09507,,,,,,,,,,,,
1740,14.5,0.077044,0.087875,0.066124,0.06323,0.089027,0.077242,0.09054,0.087544,0.085209,0.076133,0.088751,0.09507,,,,,,,,,,,,
1741,14.508333,0.077044,0.087875,0.066123,0.063229,0.089027,0.077241,0.09054,0.087544,0.085209,0.076134,0.088751,0.09507,,,,,,,,,,,,
1742,14.516667,0.077044,0.087875,0.066122,0.063229,0.089028,0.07724,0.09054,0.087544,0.085209,0.076134,0.088751,0.09507,,,,,,,,,,,,
1743,14.525,0.077043,0.087875,0.066121,0.063229,0.089028,0.07724,0.090541,0.087544,0.085209,0.076134,0.088751,0.09507,,,,,,,,,,,,
1744,14.533333,0.077043,0.087874,0.06612,0.063228,0.089028,0.077239,0.090541,0.087544,0.085209,0.076134,0.088751,0.09507,,,,,,,,,,,,
1745,14.541667,0.077042,0.087874,0.066119,0.063228,0.089028,0.077238,0.090541,0.087544,0.08521,0.076134,0.088751,0.09507,,,,,,,,,,,,
1746,14.55,0.077042,0.087874,0.066118,0.063227,0.089028,0.077237,0.090541,0.087544,0.08521,0.076134,0.088751,0.09507,,,,,,,,,,,,
1747,14.558333,0.077041,0.087874,0.066117,0.063227,0.089028,0.077237,0.090541,0.087544,0.08521,0.076135,0.088751,0.09507,,,,,,,,,,,,
1748,14.566667,0.077041,0.087874,0.066116,0.063227,0.089028,0.077236,0.090541,0.087544,0.08521,0.076135,0.088751,0.09507,,,,,,,,,,,,
1749,14.575,0.07704,0.087874,0.066115,0.063226,0.089028,0.077235,0.090541,0.087544,0.08521,0.076135,0.088752,0.09507,,,,,,,,,,,,
1750,14.583333,0.07704,0.087874,0.066114,0.063226,0.089028,0.077234,0.090541,0.087543,0.08521,0.076135,0.088752,0.095069,,,,,,,,,,,,
1751,14.591667,0.077039,0.087873,0.066113,0.063226,0.089028,0.077233,0.090541,0.087543,0.08521,0.076135,0.088752,0.095069,,,,,,,,,,,,
1752,14.6,0.077039,0.087873,0.066112,0.063225,0.089028,0.077233,0.090542,0.087543,0.08521,0.076135,0.088752,0.095069,,,,,,,,,,,,
1753,14.608333,0.077038,0.087873,0.066111,0.063225,0.089028,0.077232,0.090542,0.087543,0.08521,0.076135,0.088752,0.095069,,,,,,,,,,,,
