Format Version,1.21,,2016-02-19 04.26.29.968 PM,Total Frames in Take,Take Name,Best motion Take 2016-02-19 04.26.29 PM,Capture Frame Rate,,Total Exported Frames,5509,120,Export Frame Rate,120,Capture Start Time,,,5509,,,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,,,,
,,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,,,,,,,,,,,,
,,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,
4006,33.383333,0.071751,0.087957,0.060669,0.059631,0.089089,0.073657,0.09058,0.087426,0.084447,0.075851,0.088588,0.093843,,,,,,,,,,,,
4007,33.391667,0.071751,0.087958,0.060666,0.059631,0.089089,0.073655,0.090581,0.087425,0.084446,0.075852,0.088589,0.093841,,,,,,,,,,,,
4008,33.4,0.071752,0.087959,0.060663,0.059631,0.08909,0.073653,0.090582,0.087425,0.084445,0.075852,0.08859,0.09384,,,,,,,,,,,,
4009,33.408333,0.071753,0.087961,0.060661,0.059632,0.089091,0.073651,0.090582,0.087424,0.084444,0.075853,0.08859,0.093839,,,,,,,,,,,,
4010,33.416667,0.071753,0.087962,0.060658,0.059632,0.089091,0.073649,0.090583,0.087424,0.084443,0.075854,0.088591,0.093838,,,,,,,,,,,,
4011,33.425,0.071754,0.087963,0.060655,0.059632,0.089092,0.073647,0.090584,0.087423,0.084443,0.075854,0.088592,0.093836,,,,,,,,,,,,
4012,33.433333,0.071755,0.087964,0.060652,0.059632,0.089092,0.073645,0.090584,0.087422,0.084442,0.075855,0.088593,0.093835,,,,,,,,,,,,
4013,33.441667,0.071755,0.087965,0.06065,0.059633,0.089093,0.073643,0.090585,0.087422,0.084441,0.075855,0.088594,0.093834,,,,,,,,,,,,
4014,33.45,0.071756,0.087966,0.060647,0.059633,0.089094,0.07364,0.090585,0.087421,0.08444,0.075856,0.088594,0.093832,,,,,,,,,,,,
4015,33.458333,0.071756,0.087967,0.060644,0.059633,0.089094,0.073638,0.090586,0.087421,0.084439,0.075856,0.088595,0.093831,,,,,,,,,,,,
4016,33.466667,0.071757,0.087968,0.060642,0.059633,0.089095,0.073636,0.090587,0.08742,0.084438,0.075857,0.088596,0.093829,,,,,,,,,,,,
4017,33.475,0.071757,0.087969,0.060639,0.059634,0.089095,0.073634,0.090587,0.087419,0.084438,0.075857,0.088597,0.093828,,,,,,,,,,,,
4018,33.483333,0.071758,0.08797,0.060636,0.059634,0.089096,0.073632,0.090588,0.087419,0.084437,0.075858,0.088598,0.093827,,,,,,,,,,,,
4019,33.491667,0.071758,0.087971,0.060634,0.059634,0.089097,0.07363,0.090588,0.087418,0.084436,0.075858,0.088598,0.093825,,,,,,,,,,,,
4020,33.5,0.071758,0.087971,0.060631,0.059634,0.089097,0.073628,0.090589,0.087417,0.084435,0.075859,0.088599,0.093824,,,,,,,,,,,,
4021,33.508333,0.071759,0.087972,0.060628,0.059635,0.089098,0.073626,0.090589,0.087417,0.084434,0.075859,0.0886,0.093823,,,,,,,,,,,,
4022,33.516667,0.071759,0.087973,0.060626,0.059635,0.089098,0.073624,0.09059,0.087416,0.084434,0.07586,0.088601,0.093821,,,,,,,,,,,,
4023,33.525,0.071759,0.087974,0.060623,0.059635,0.089099,0.073621,0.09059,0.087415,0.084433,0.07586,0.088602,0.09382,,,,,,,,,,,,
4024,33.533333,0.07176,0.087975,0.06062,0.059635,0.0891,0.073619,0.090591,0.087415,0.084432,0.075861,0.088602,0.093819,,,,,,,,,,,,
4025,33.541667,0.07176,0.087975,0.060618,0.059635,0.0891,0.073617,0.090591,0.087414,0.084431,0.075861,0.088603,0.093817,,,,,,,,,,,,
4026,33.55,0.07176,0.087976,0.060615,0.059635,0.089101,0.073615,0.090592,0.087413,0.084431,0.075862,0.088604,0.093816,,,,,,,,,,,,
4027,33.558333,0.07176,0.087976,0.060612,0.059635,0.089101,0.073613,0.090592,0.087412,0.08443,0.075862,0.088605,0.093815,,,,,,,,,,,,
4028,33.566667,0.07176,0.087977,0.06061,0.059636,0.089102,0.073611,0.090593,0.087412,0.084429,0.075863,0.088605,0.093813,,,,,,,,,,,,
4029,33.575,0.07176,0.087978,0.060607,0.059636,0.089102,0.073609,0.090593,0.087411,0.084428,0.075863,0.088606,0.093812,,,,,,,,,,,,
4030,33.583333,0.07176,0.087978,0.060605,0.059636,0.089103,0.073607,0.090593,0.08741,0.084428,0.075863,0.088607,0.093811,,,,,,,,,,,,
4031,33.591667,0.07176,0.087979,0.060602,0.059636,0.089103,0.073605,0.090594,0.087409,0.084427,0.075864,0.088608,0.093809,,,,,,,,,,,,
4032,33.6,0.07176,0.087979,0.0606,0.059636,0.089104,0.073603,0.090594,0.087408,0.084426,0.075864,0.088608,0.093808,,,,,,,,,,,,
4033,33.608333,0.07176,0.08798,0.060597,0.059636,0.089104,0.073601,0.090594,0.087407,0.084426,0.075864,0.088609,0.093807,,,,,,,,,,,,
4034,33.616667,0.07176,0.08798,0.060595,0.059636,0.089105,0.073599,0.090594,0.087407,0.084425,0.075865,0.08861,0.093806,,,,,,,,,,,,
4035,33.625,0.07176,0.08798,0.060592,0.059636,0.089105,0.073597,0.090595,0.087406,0.084424,0.075865,0.08861,0.093804,,,,,,,,,,,,
4036,33.633333,0.07176,0.087981,0.06059,0.059636,0.089106,0.073595,0.090595,0.087405,0.084424,0.075865,0.088611,0.093803,,,,,,,,,,,,
4037,33.641667,0.07176,0.087981,0.060587,0.059636,0.089106,0.073593,0.090595,0.087404,0.084423,0.075866,0.088612,0.093802,,,,,,,,,,,,
4038,33.65,0.071759,0.087981,0.060585,0.059636,0.089107,0.073591,0.090595,0.087403,0.084422,0.075866,0.088612,0.0938,,,,,,,,,,,,
4039,33.658333,0.071759,0.087982,0.060583,0.059636,0.089107,0.07359,0.090595,0.087402,0.084422,0.075866,0.088613,0.093799,,,,,,,,,,,,
4040,33.666667,0.071759,0.087982,0.06058,0.059636,0.089108,0.073588,0.090595,0.087401,0.084421,0.075866,0.088614,0.093798,,,,,,,,,,,,
4041,33.675,0.071758,0.087982,0.060578,0.059635,0.089108,0.073586,0.090596,0.0874,0.084421,0.075867,0.088614,0.093797,,,,,,,,,,,,
4042,33.683333,0.071758,0.087983,0.060576,0.059635,0.089109,0.073584,0.090596,0.087399,0.08442,0.075867,0.088615,0.093795,,,,,,,,,,,,
4043,33.691667,0.071758,0.087983,0.060573,0.059635,0.089109,0.073582,0.090596,0.087398,0.084419,0.075867,0.088616,0.093794,,,,,,,,,,,,
4044,33.7,0.071757,0.087983,0.060571,0.059635,0.089109,0.07358,0.090596,0.087397,0.084419,0.075867,0.088616,0.093793,,,,,,,,,,,,
4045,33.708333,0.071757,0.087983,0.060569,0.059635,0.08911,0.073578,0.090596,0.087396,0.084418,0.075867,0.088617,0.093792,,,,,,,,,,,,
4046,33.716667,0.071756,0.087983,0.060566,0.059635,0.08911,0.073577,0.090596,0.087395,0.084418,0.075867,0.088617,0.093791,,,,,,,,,,,,
4047,33.725,0.071755,0.087984,0.060564,0.059634,0.089111,0.073575,0.090596,0.087394,0.084417,0.075868,0.088618,0.093789,,,,,,,,,,,,
4048,33.733333,0.071755,0.087984,0.060562,0.059634,0.089111,0.073573,0.090596,0.087393,0.084417,0.075868,0.088619,0.093788,,,,,,,,,,,,
4049,33.741667,0.071754,0.087984,0.06056,0.059634,0.089111,0.073571,0.090596,0.087393,0.084416,0.075868,0.088619,0.093787,,,,,,,,,,,,
4050,33.75,0.071754,0.087984,0.060557,0.059633,0.089112,0.07357,0.090595,0.087392,0.084415,0.075868,0.08862,0.093786,,,,,,,,,,,,
4051,33.758333,0.071753,0.087984,0.060555,0.059633,0.089112,0.073568,0.090595,0.087391,0.084415,0.075868,0.08862,0.093785,,,,,,,,,,,,
4052,33.766667,0.071752,0.087984,0.060553,0.059633,0.089113,0.073566,0.090595,0.08739,0.084414,0.075868,0.088621,0.093783,,,,,,,,,,,,
4053,33.775,0.071751,0.087984,0.060551,0.059632,0.089113,0.073564,0.090595,0.087389,0.084414,0.075868,0.088621,0.093782,,,,,,,,,,,,
4054,33.783333,0.071751,0.087984,0.060548,0.059632,0.089113,0.073563,0.090595,0.087388,0.084413,0.075868,0.088622,0.093781,,,,,,,,,,,,
4055,33.791667,0.07175,0.087984,0.060546,0.059632,0.089114,0.073561,0.090595,0.087387,0.084413,0.075868,0.088623,0.09378,,,,,,,,,,,,
4056,33.8,0.071749,0.087985,0.060544,0.059631,0.089114,0.073559,0.090595,0.087386,0.084412,0.075868,0.088623,0.093779,,,,,,,,,,,,
4057,33.808333,0.071748,0.087985,0.060542,0.059631,0.089114,0.073558,0.090594,0.087385,0.084412,0.075868,0.088624,0.093778,,,,,,,,,,,,
4058,33.816667,0.071747,0.087985,0.06054,0.059631,0.089115,0.073556,0.090594,0.087384,0.084411,0.075868,0.088624,0.093776,,,,,,,,,,,,
4059,33.825,0.071746,0.087985,0.060538,0.05963,0.089115,0.073555,0.090594,0.087383,0.084411,0.075868,0.088625,0.093775,,,,,,,,,,,,
4060,33.833333,0.071745,0.087985,0.060536,0.05963,0.089115,0.073553,0.090594,0.087382,0.08441,0.075868,0.088625,0.093774,,,,,,,,,,,,
4061,33.841667,0.071744,0.087985,0.060534,0.059629,0.089115,0.073551,0.090594,0.087381,0.08441,0.075868,0.088626,0.093773,,,,,,,,,,,,
4062,33.85,0.071743,0.087985,0.060532,0.059629,0.089116,0.07355,0.090593,0.087381,0.084409,0.075868,0.088626,0.093772,,,,,,,,,,,,
4063,33.858333,0.071742,0.087985,0.060529,0.059628,0.089116,0.073548,0.090593,0.08738,0.084409,0.075867,0.088627,0.093771,,,,,,,,,,,,
4064,33.866667,0.071741,0.087985,0.060527,0.059628,0.089116,0.073547,0.090593,0.087379,0.084408,0.075867,0.088627,0.09377,,,,,,,,,,,,
4065,33.875,0.07174,0.087985,0.060525,0.059627,0.089117,0.073545,0.090593,0.087378,0.084408,0.075867,0.088628,0.093769,,,,,,,,,,,,
4066,33.883333,0.071739,0.087985,0.060523,0.059627,0.089117,0.073544,0.090593,0.087378,0.084407,0.075867,0.088628,0.093768,,,,,,,,,,,,
4067,33.891667,0.071738,0.087985,0.060521,0.059626,0.089117,0.073542,0.090593,0.087377,0.084406,0.075867,0.088629,0.093767,,,,,,,,,,,,
4068,33.9,0.071737,0.087985,0.060519,0.059626,0.089117,0.073541,0.090592,0.087376,0.084406,0.075867,0.088629,0.093766,,,,,,,,,,,,
4069,33.908333,0.071736,0.087985,0.060517,0.059625,0.089118,0.073539,0.090592,0.087376,0.084405,0.075867,0.08863,0.093765,,,,,,,,,,,,
4070,33.916667,0.071735,0.087985,0.060515,0.059625,0.089118,0.073538,0.090592,0.087375,0.084405,0.075867,0.08863,0.093764,,,,,,,,,,,,
4071,33.925,0.071734,0.087985,0.060514,0.059624,0.089118,0.073536,0.090592,0.087374,0.084404,0.075867,0.08863,0.093763,,,,,,,,,,,,
4072,33.933333,0.071733,0.087985,0.060512,0.059624,0.089118,0.073535,0.090592,0.087374,0.084404,0.075867,0.088631,0.093762,,,,,,,,,,,,
4073,33.941667,0.071731,0.087985,0.06051,0.059623,0.089118,0.073534,0.090592,0.087373,0.084403,0.075866,0.088631,0.093761,,,,,,,,,,,,
4074,33.95,0.07173,0.087985,0.060508,0.059623,0.089119,0.073532,0.090592,0.087373,0.084403,0.075866,0.088632,0.09376,,,,,,,,,,,,
4075,33.958333,0.071729,0.087985,0.060506,0.059622,0.089119,0.073531,0.090592,0.087373,0.084402,0.075866,0.088632,0.093759,,,,,,,,,,,,
4076,33.966667,0.071728,0.087985,0.060504,0.059622,0.089119,0.073529,0.090591,0.087372,0.084402,0.075866,0.088632,0.093758,,,,,,,,,,,,
4077,33.975,0.071727,0.087985,0.060502,0.059621,0.089119,0.073528,0.090591,0.087372,0.084401,0.075866,0.088633,0.093757,,,,,,,,,,,,
4078,33.983333,0.071726,0.087984,0.0605,0.059621,0.089119,0.073527,0.090591,0.087371,0.084401,0.075866,0.088633,0.093756,,,,,,,,,,,,
4079,33.991667,0.071725,0.087984,0.060499,0.05962,0.08912,0.073526,0.090591,0.087371,0.0844,0.075866,0.088634,0.093756,,,,,,,,,,,,
4080,34,0.071723,0.087984,0.060497,0.059619,0.08912,0.073524,0.090591,0.087371,0.0844,0.075866,0.088634,0.093755,,,,,,,,,,,,
4081,34.008333,0.071722,0.087984,0.060495,0.059619,0.08912,0.073523,0.090592,0.087371,0.084399,0.075866,0.088634,0.093754,,,,,,,,,,,,
4082,34.016667,0.071721,0.087984,0.060493,0.059618,0.08912,0.073522,0.090592,0.087371,0.084399,0.075866,0.088635,0.093753,,,,,,,,,,,,
4083,34.025,0.07172,0.087984,0.060492,0.059618,0.08912,0.073521,0.090592,0.087371,0.084398,0.075866,0.088635,0.093752,,,,,,,,,,,,
4084,34.033333,0.071719,0.087984,0.06049,0.059617,0.08912,0.073519,0.090592,0.087371,0.084398,0.075866,0.088635,0.093752,,,,,,,,,,,,
4085,34.041667,0.071718,0.087984,0.060488,0.059617,0.089121,0.073518,0.090592,0.08737,0.084397,0.075866,0.088635,0.093751,,,,,,,,,,,,
4086,34.05,0.071717,0.087984,0.060487,0.059616,0.089121,0.073517,0.090592,0.08737,0.084397,0.075865,0.088636,0.09375,,,,,,,,,,,,
4087,34.058333,0.071716,0.087984,0.060485,0.059616,0.089121,0.073516,0.090593,0.087371,0.084396,0.075865,0.088636,0.09375,,,,,,,,,,,,
4088,34.066667,0.071715,0.087984,0.060483,0.059615,0.089121,0.073515,0.090593,0.087371,0.084396,0.075865,0.088636,0.093749,,,,,,,,,,,,
4089,34.075,0.071713,0.087984,0.060482,0.059615,0.089121,0.073514,0.090593,0.087371,0.084395,0.075866,0.088636,0.093749,,,,,,,,,,,,
4090,34.083333,0.071712,0.087983,0.06048,0.059614,0.089121,0.073513,0.090593,0.087371,0.084395,0.075866,0.088637,0.093748,,,,,,,,,,,,
4091,34.091667,0.071711,0.087983,0.060479,0.059614,0.089121,0.073511,0.090594,0.087371,0.084394,0.075866,0.088637,0.093747,,,,,,,,,,,,
4092,34.1,0.07171,0.087983,0.060477,0.059614,0.089121,0.07351,0.090594,0.087371,0.084394,0.075866,0.088637,0.093747,,,,,,,,,,,,
4093,34.108333,0.071709,0.087983,0.060476,0.059613,0.089122,0.073509,0.090594,0.087372,0.084394,0.075866,0.088637,0.093746,,,,,,,,,,,,
4094,34.116667,0.071708,0.087983,0.060474,0.059613,0.089122,0.073508,0.090595,0.087372,0.084393,0.075866,0.088637,0.093746,,,,,,,,,,,,
4095,34.125,0.071707,0.087983,0.060473,0.059612,0.089122,0.073507,0.090595,0.087372,0.084393,0.075866,0.088637,0.093746,,,,,,,,,,,,
4096,34.133333,0.071706,0.087983,0.060471,0.059612,0.089122,0.073506,0.090596,0.087372,0.084392,0.075866,0.088637,0.093745,,,,,,,,,,,,
4097,34.141667,0.071705,0.087983,0.06047,0.059611,0.089122,0.073505,0.090596,0.087373,0.084392,0.075866,0.088638,0.093745,,,,,,,,,,,,
4098,34.15,0.071704,0.087982,0.060468,0.059611,0.089122,0.073504,0.090597,0.087373,0.084392,0.075866,0.088638,0.093744,,,,,,,,,,,,
4099,34.158333,0.071703,0.087982,0.060467,0.059611,0.089122,0.073504,0.090597,0.087374,0.084391,0.075866,0.088638,0.093744,,,,,,,,,,,,
4100,34.166667,0.071702,0.087982,0.060466,0.05961,0.089122,0.073503,0.090598,0.087374,0.084391,0.075867,0.088638,0.093744,,,,,,,,,,,,
4101,34.175,0.071701,0.087982,0.060464,0.05961,0.089122,0.073502,0.090599,0.087374,0.084391,0.075867,0.088638,0.093743,,,,,,,,,,,,
4102,34.183333,0.0717,0.087982,0.060463,0.059609,0.089122,0.073501,0.090599,0.087375,0.08439,0.075867,0.088638,0.093743,,,,,,,,,,,,
4103,34.191667,0.071699,0.087982,0.060462,0.059609,0.089122,0.0735,0.0906,0.087375,0.08439,0.075867,0.088638,0.093743,,,,,,,,,,,,
4104,34.2,0.071698,0.087981,0.06046,0.059609,0.089123,0.073499,0.0906,0.087376,0.08439,0.075867,0.088638,0.093743,,,,,,,,,,,,
4105,34.208333,0.071698,0.087981,0.060459,0.059608,0.089123,0.073498,0.090601,0.087376,0.084389,0.075868,0.088638,0.093742,,,,,,,,,,,,
4106,34.216667,0.071697,0.087981,0.060458,0.059608,0.089123,0.073498,0.090602,0.087377,0.084389,0.075868,0.088638,0.093742,,,,,,,,,,,,
4107,34.225,0.071696,0.087981,0.060456,0.059608,0.089123,0.073497,0.090602,0.087377,0.084389,0.075868,0.088638,0.093742,,,,,,,,,,,,
4108,34.233333,0.071695,0.087981,0.060455,0.059607,0.089123,0.073496,0.090603,0.087378,0.084389,0.075868,0.088638,0.093742,,,,,,,,,,,,
4109,34.241667,0.071694,0.087981,0.060454,0.059607,0.089123,0.073495,0.090604,0.087378,0.084388,0.075868,0.088638,0.093742,,,,,,,,,,,,
4110,34.25,0.071693,0.08798,0.060453,0.059607,0.089123,0.073494,0.090604,0.087379,0.084388,0.075869,0.088638,0.093742,,,,,,,,,,,,
4111,34.258333,0.071692,0.08798,0.060452,0.059606,0.089123,0.073494,0.090605,0.087379,0.084388,0.075869,0.088638,0.093742,,,,,,,,,,,,
4112,34.266667,0.071691,0.08798,0.06045,0.059606,0.089123,0.073493,0.090606,0.08738,0.084388,0.075869,0.088637,0.093742,,,,,,,,,,,,
4113,34.275,0.07169,0.08798,0.060449,0.059606,0.089123,0.073492,0.090607,0.08738,0.084388,0.075869,0.088637,0.093741,,,,,,,,,,,,
4114,34.283333,0.07169,0.08798,0.060448,0.059605,0.089123,0.073492,0.090607,0.087381,0.084387,0.07587,0.088637,0.093741,,,,,,,,,,,,
4115,34.291667,0.071689,0.087979,0.060447,0.059605,0.089123,0.073491,0.090608,0.087381,0.084387,0.07587,0.088637,0.093741,,,,,,,,,,,,
4116,34.3,0.071688,0.087979,0.060446,0.059605,0.089123,0.07349,0.090609,0.087382,0.084387,0.07587,0.088637,0.093741,,,,,,,,,,,,
4117,34.308333,0.071687,0.087979,0.060445,0.059604,0.089123,0.07349,0.090609,0.087382,0.084387,0.075871,0.088637,0.093741,,,,,,,,,,,,
4118,34.316667,0.071686,0.087979,0.060444,0.059604,0.089123,0.073489,0.09061,0.087383,0.084387,0.075871,0.088637,0.093741,,,,,,,,,,,,
4119,34.325,0.071685,0.087979,0.060443,0.059604,0.089123,0.073488,0.090611,0.087383,0.084387,0.075871,0.088637,0.093741,,,,,,,,,,,,
4120,34.333333,0.071684,0.087978,0.060441,0.059603,0.089123,0.073488,0.090611,0.087384,0.084387,0.075871,0.088636,0.093741,,,,,,,,,,,,
4121,34.341667,0.071683,0.087978,0.06044,0.059603,0.089123,0.073487,0.090612,0.087384,0.084387,0.075872,0.088636,0.093741,,,,,,,,,,,,
4122,34.35,0.071683,0.087978,0.060439,0.059602,0.089123,0.073487,0.090613,0.087385,0.084387,0.075872,0.088636,0.093741,,,,,,,,,,,,
4123,34.358333,0.071682,0.087978,0.060438,0.059602,0.089123,0.073486,0.090613,0.087385,0.084387,0.075872,0.088636,0.093742,,,,,,,,,,,,
4124,34.366667,0.071681,0.087978,0.060437,0.059602,0.089123,0.073485,0.090614,0.087386,0.084387,0.075872,0.088636,0.093742,,,,,,,,,,,,
4125,34.375,0.07168,0.087978,0.060436,0.059601,0.089123,0.073485,0.090615,0.087386,0.084387,0.075873,0.088635,0.093742,,,,,,,,,,,,
4126,34.383333,0.071679,0.087977,0.060435,0.059601,0.089123,0.073484,0.090615,0.087386,0.084387,0.075873,0.088635,0.093742,,,,,,,,,,,,
4127,34.391667,0.071678,0.087977,0.060434,0.059601,0.089123,0.073484,0.090616,0.087387,0.084387,0.075873,0.088635,0.093742,,,,,,,,,,,,
4128,34.4,0.071677,0.087977,0.060433,0.0596,0.089123,0.073483,0.090616,0.087387,0.084387,0.075873,0.088635,0.093742,,,,,,,,,,,,
4129,34.408333,0.071676,0.087977,0.060432,0.0596,0.089123,0.073483,0.090617,0.087388,0.084387,0.075874,0.088635,0.093742,,,,,,,,,,,,
4130,34.416667,0.071675,0.087977,0.060431,0.059599,0.089123,0.073482,0.090617,0.087388,0.084387,0.075874,0.088634,0.093742,,,,,,,,,,,,
4131,34.425,0.071674,0.087977,0.06043,0.059599,0.089123,0.073482,0.090618,0.087388,0.084387,0.075874,0.088634,0.093742,,,,,,,,,,,,
4132,34.433333,0.071673,0.087976,0.060429,0.059598,0.089123,0.073481,0.090618,0.087389,0.084387,0.075874,0.088634,0.093742,,,,,,,,,,,,
4133,34.441667,0.071672,0.087976,0.060428,0.059598,0.089123,0.073481,0.090619,0.087389,0.084387,0.075874,0.088634,0.093743,,,,,,,,,,,,
4134,34.45,0.071671,0.087976,0.060427,0.059597,0.089123,0.07348,0.090619,0.087389,0.084387,0.075874,0.088633,0.093743,,,,,,,,,,,,
4135,34.458333,0.07167,0.087976,0.060426,0.059597,0.089123,0.07348,0.09062,0.08739,0.084387,0.075875,0.088633,0.093743,,,,,,,,,,,,
4136,34.466667,0.071669,0.087976,0.060425,0.059596,0.089122,0.073479,0.09062,0.08739,0.084387,0.075875,0.088633,0.093743,,,,,,,,,,,,
4137,34.475,0.071668,0.087976,0.060424,0.059596,0.089122,0.073479,0.090621,0.08739,0.084387,0.075875,0.088633,0.093743,,,,,,,,,,,,
4138,34.483333,0.071667,0.087976,0.060423,0.059595,0.089122,0.073478,0.090621,0.08739,0.084387,0.075875,0.088632,0.093743,,,,,,,,,,,,
4139,34.491667,0.071666,0.087976,0.060422,0.059594,0.089122,0.073478,0.090621,0.087391,0.084387,0.075875,0.088632,0.093743,,,,,,,,,,,,
4140,34.5,0.071665,0.087976,0.060421,0.059594,0.089122,0.073478,0.090621,0.087391,0.084387,0.075875,0.088632,0.093743,,,,,,,,,,,,
4141,34.508333,0.071663,0.087975,0.06042,0.059593,0.089122,0.073477,0.090622,0.087391,0.084387,0.075875,0.088631,0.093744,,,,,,,,,,,,
4142,34.516667,0.071662,0.087975,0.06042,0.059592,0.089122,0.073477,0.090622,0.087391,0.084387,0.075875,0.088631,0.093744,,,,,,,,,,,,
4143,34.525,0.071661,0.087975,0.060419,0.059592,0.089122,0.073476,0.090622,0.087392,0.084387,0.075875,0.088631,0.093744,,,,,,,,,,,,
4144,34.533333,0.07166,0.087975,0.060418,0.059591,0.089122,0.073476,0.090622,0.087392,0.084388,0.075875,0.088631,0.093744,,,,,,,,,,,,
4145,34.541667,0.071658,0.087975,0.060417,0.05959,0.089121,0.073476,0.090622,0.087392,0.084388,0.075875,0.08863,0.093744,,,,,,,,,,,,
4146,34.55,0.071657,0.087975,0.060416,0.05959,0.089121,0.073475,0.090623,0.087392,0.084388,0.075875,0.08863,0.093744,,,,,,,,,,,,
4147,34.558333,0.071656,0.087975,0.060415,0.059589,0.089121,0.073475,0.090623,0.087393,0.084388,0.075875,0.08863,0.093744,,,,,,,,,,,,
4148,34.566667,0.071654,0.087975,0.060414,0.059588,0.089121,0.073475,0.090623,0.087393,0.084388,0.075875,0.08863,0.093745,,,,,,,,,,,,
4149,34.575,0.071653,0.087975,0.060413,0.059587,0.089121,0.073474,0.090623,0.087393,0.084388,0.075875,0.088629,0.093745,,,,,,,,,,,,
4150,34.583333,0.071652,0.087975,0.060412,0.059586,0.089121,0.073474,0.090623,0.087393,0.084388,0.075875,0.088629,0.093745,,,,,,,,,,,,
4151,34.591667,0.07165,0.087975,0.060411,0.059585,0.08912,0.073473,0.090623,0.087393,0.084388,0.075875,0.088629,0.093745,,,,,,,,,,,,
4152,34.6,0.071649,0.087975,0.06041,0.059585,0.08912,0.073473,0.090623,0.087394,0.084388,0.075874,0.088628,0.093745,,,,,,,,,,,,
4153,34.608333,0.071647,0.087975,0.060409,0.059584,0.08912,0.073473,0.090623,0.087394,0.084388,0.075874,0.088628,0.093745,,,,,,,,,,,,
4154,34.616667,0.071646,0.087975,0.060408,0.059583,0.08912,0.073473,0.090622,0.087394,0.084389,0.075874,0.088628,0.093745,,,,,,,,,,,,
4155,34.625,0.071644,0.087975,0.060407,0.059582,0.08912,0.073472,0.090622,0.087394,0.084389,0.075874,0.088627,0.093746,,,,,,,,,,,,
4156,34.633333,0.071643,0.087975,0.060406,0.059581,0.089119,0.073472,0.090622,0.087394,0.084389,0.075874,0.088627,0.093746,,,,,,,,,,,,
4157,34.641667,0.071641,0.087975,0.060406,0.05958,0.089119,0.073472,0.090622,0.087395,0.084389,0.075873,0.088627,0.093746,,,,,,,,,,,,
4158,34.65,0.07164,0.087975,0.060405,0.059579,0.089119,0.073471,0.090622,0.087395,0.084389,0.075873,0.088627,0.093746,,,,,,,,,,,,
4159,34.658333,0.071638,0.087975,0.060404,0.059578,0.089119,0.073471,0.090622,0.087395,0.084389,0.075873,0.088626,0.093746,,,,,,,,,,,,
4160,34.666667,0.071636,0.087975,0.060403,0.059577,0.089118,0.073471,0.090621,0.087395,0.084389,0.075873,0.088626,0.093746,,,,,,,,,,,,
4161,34.675,0.071635,0.087975,0.060402,0.059576,0.089118,0.07347,0.090621,0.087395,0.084389,0.075872,0.088626,0.093746,,,,,,,,,,,,
4162,34.683333,0.071633,0.087975,0.060401,0.059574,0.089118,0.07347,0.090621,0.087396,0.084389,0.075872,0.088625,0.093747,,,,,,,,,,,,
4163,34.691667,0.071631,0.087975,0.0604,0.059573,0.089118,0.07347,0.09062,0.087396,0.084389,0.075872,0.088625,0.093747,,,,,,,,,,,,
4164,34.7,0.07163,0.087975,0.060399,0.059572,0.089117,0.07347,0.09062,0.087396,0.08439,0.075871,0.088625,0.093747,,,,,,,,,,,,
4165,34.708333,0.071628,0.087975,0.060398,0.059571,0.089117,0.073469,0.09062,0.087396,0.08439,0.075871,0.088625,0.093747,,,,,,,,,,,,
4166,34.716667,0.071626,0.087976,0.060397,0.05957,0.089117,0.073469,0.09062,0.087396,0.08439,0.07587,0.088624,0.093747,,,,,,,,,,,,
4167,34.725,0.071625,0.087976,0.060396,0.059569,0.089117,0.073469,0.090619,0.087396,0.08439,0.07587,0.088624,0.093747,,,,,,,,,,,,
4168,34.733333,0.071623,0.087976,0.060395,0.059568,0.089116,0.073468,0.090619,0.087397,0.08439,0.07587,0.088624,0.093747,,,,,,,,,,,,
4169,34.741667,0.071621,0.087976,0.060394,0.059566,0.089116,0.073468,0.090618,0.087397,0.08439,0.075869,0.088623,0.093748,,,,,,,,,,,,
4170,34.75,0.071619,0.087976,0.060393,0.059565,0.089116,0.073468,0.090618,0.087397,0.08439,0.075869,0.088623,0.093748,,,,,,,,,,,,
4171,34.758333,0.071617,0.087976,0.060392,0.059564,0.089116,0.073468,0.090618,0.087397,0.08439,0.075869,0.088623,0.093748,,,,,,,,,,,,
