Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
931,7.758333,0.029931,0.089842,0.034805,0.017484,0.088336,0.047743,0.045037,0.089829,0.051645,0.031767,0.088471,0.062842,,,,,,
932,7.766667,0.029928,0.089843,0.034804,0.017483,0.088337,0.047742,0.045029,0.089822,0.051644,0.031807,0.088339,0.062774,,,,,,
933,7.775,0.029918,0.089838,0.034804,0.017477,0.088333,0.047745,0.045031,0.089826,0.05164,0.031805,0.088326,0.062775,,,,,,
934,7.783333,0.029906,0.089844,0.034807,0.017466,0.088331,0.047751,0.045027,0.089834,0.051645,0.031799,0.088327,0.062774,,,,,,
935,7.791667,0.029898,0.089852,0.034812,0.017465,0.088332,0.047752,0.045027,0.089837,0.051644,0.031799,0.088324,0.062776,,,,,,
936,7.8,0.029902,0.08985,0.034814,0.017463,0.088329,0.047754,0.045021,0.089834,0.051647,0.03179,0.088327,0.062778,,,,,,
937,7.808333,0.029897,0.089843,0.034808,0.017462,0.08833,0.047756,0.045026,0.089834,0.051644,0.03175,0.08846,0.06284,,,,,,
938,7.816667,0.029896,0.089843,0.034799,0.017458,0.088331,0.047743,0.045029,0.089833,0.051642,0.031797,0.088324,0.062769,,,,,,
939,7.825,0.029905,0.089844,0.03479,0.017466,0.088327,0.047734,0.045035,0.089825,0.051642,0.031803,0.08833,0.062769,,,,,,
940,7.833333,0.02991,0.089838,0.034783,0.017472,0.088336,0.047726,0.045041,0.089819,0.051637,0.031809,0.088335,0.062766,,,,,,
941,7.841667,0.029918,0.089831,0.034772,0.017469,0.088337,0.047716,0.045051,0.089833,0.051635,0.031767,0.088474,0.062829,,,,,,
942,7.85,0.02992,0.089835,0.034768,0.017467,0.088334,0.047711,0.045047,0.089824,0.051638,0.03177,0.088474,0.062834,,,,,,
943,7.858333,0.029915,0.089829,0.034767,0.01747,0.088338,0.047709,0.045052,0.089819,0.051637,0.031808,0.088342,0.062763,,,,,,
944,7.866667,0.02992,0.089832,0.034762,0.017467,0.088345,0.047706,0.045057,0.089825,0.051636,0.031763,0.088477,0.062826,,,,,,
945,7.875,0.029918,0.089834,0.03476,0.017467,0.088342,0.047702,0.045051,0.089819,0.051637,0.031768,0.088477,0.062826,,,,,,
946,7.883333,0.029916,0.089829,0.034755,0.017465,0.088345,0.047698,0.04506,0.089824,0.051642,0.031773,0.08848,0.062825,,,,,,
947,7.891667,0.029917,0.089831,0.034752,0.017473,0.088343,0.0477,0.045059,0.089816,0.051638,0.031819,0.088338,0.062757,,,,,,
948,7.9,0.029919,0.089829,0.034749,0.017472,0.088346,0.047688,0.045059,0.089825,0.051642,0.031772,0.088483,0.062819,,,,,,
949,7.908333,0.029921,0.089831,0.034737,0.017471,0.088347,0.047683,0.045062,0.089818,0.051633,0.031813,0.088346,0.062746,,,,,,
950,7.916667,0.02992,0.08982,0.034732,0.017466,0.088352,0.047673,0.045062,0.089824,0.051635,0.031815,0.088356,0.062748,,,,,,
951,7.925,0.02992,0.089829,0.034726,0.017468,0.088357,0.04767,0.045062,0.08982,0.051627,0.031813,0.088353,0.062741,,,,,,
952,7.933333,0.029927,0.089827,0.034717,0.017466,0.088357,0.047667,0.045062,0.089813,0.051631,0.031776,0.088488,0.062811,,,,,,
953,7.941667,0.029921,0.089825,0.034716,0.017467,0.08836,0.047661,0.045063,0.089821,0.051631,0.031777,0.088488,0.062807,,,,,,
954,7.95,0.029928,0.089817,0.034712,0.017468,0.088352,0.047656,0.04507,0.089819,0.051628,0.031779,0.088488,0.062806,,,,,,
955,7.958333,0.029925,0.089818,0.034711,0.017472,0.088352,0.047655,0.045071,0.089816,0.051633,0.031777,0.088494,0.06281,,,,,,
956,7.966667,0.029929,0.089814,0.034703,0.01747,0.088349,0.047654,0.045074,0.089814,0.051629,0.031785,0.088493,0.062804,,,,,,
957,7.975,0.029927,0.089816,0.034701,0.017472,0.088352,0.047647,0.045085,0.089814,0.051634,0.031787,0.088495,0.062803,,,,,,
958,7.983333,0.029921,0.089818,0.034694,0.017475,0.088351,0.047645,0.045083,0.089814,0.051628,0.031786,0.088495,0.062802,,,,,,
959,7.991667,0.029931,0.089817,0.034686,0.01747,0.088355,0.047637,0.045086,0.089816,0.051626,0.031788,0.088502,0.062794,,,,,,
960,8,0.029928,0.089816,0.034677,0.017469,0.088355,0.047631,0.045082,0.089816,0.05162,0.031826,0.088366,0.06273,,,,,,
961,8.008333,0.02992,0.089822,0.034679,0.017468,0.088359,0.047631,0.045084,0.089811,0.051621,0.031828,0.088364,0.062726,,,,,,
962,8.016667,0.029918,0.089815,0.034676,0.017465,0.088353,0.047632,0.045085,0.089821,0.051623,0.031825,0.088358,0.062728,,,,,,
963,8.025,0.029911,0.089816,0.034676,0.017464,0.088353,0.047637,0.045079,0.089811,0.051623,0.031778,0.088493,0.062794,,,,,,
964,8.033333,0.029914,0.089828,0.034698,0.017472,0.088362,0.047647,0.045068,0.089803,0.051618,0.031815,0.088343,0.062723,,,,,,
965,8.041667,0.0299,0.089836,0.034696,0.017454,0.088357,0.047656,0.045051,0.089805,0.051617,0.031798,0.088333,0.062722,,,,,,
966,8.05,0.029863,0.089842,0.034721,0.017434,0.088341,0.047691,0.045033,0.089809,0.051623,0.031795,0.088326,0.062741,,,,,,
967,8.058333,0.029828,0.089854,0.03475,0.017408,0.088331,0.047719,0.045008,0.089827,0.051631,0.03178,0.088313,0.062751,,,,,,
968,8.066667,0.029792,0.089866,0.034776,0.017388,0.088321,0.047749,0.044987,0.089831,0.051646,0.031762,0.088307,0.062777,,,,,,
969,8.075,0.029784,0.089867,0.03479,0.017373,0.088318,0.047772,0.044984,0.08984,0.051648,0.031763,0.088297,0.062782,,,,,,
970,8.083333,0.029756,0.089874,0.034796,0.017361,0.088314,0.04779,0.044962,0.089836,0.051648,0.031743,0.088286,0.062788,,,,,,
971,8.091667,0.029734,0.089879,0.034812,0.017344,0.088307,0.047812,0.044948,0.089845,0.051652,0.031748,0.088282,0.062796,,,,,,
972,8.1,0.029735,0.089884,0.03481,0.017336,0.088306,0.047812,0.044944,0.089842,0.051656,0.031747,0.088275,0.0628,,,,,,
973,8.108333,0.029739,0.08988,0.034807,0.017349,0.088307,0.047803,0.044949,0.089842,0.051649,0.031703,0.088415,0.062864,,,,,,
974,8.116667,0.029746,0.089872,0.034787,0.017353,0.088316,0.047779,0.044962,0.089839,0.051646,0.031705,0.088424,0.06285,,,,,,
975,8.125,0.029762,0.089868,0.034779,0.017361,0.088313,0.047764,0.044973,0.089835,0.051641,0.031763,0.088291,0.062778,,,,,,
976,8.133333,0.029773,0.089866,0.034762,0.01737,0.088327,0.047751,0.044984,0.089838,0.051639,0.031756,0.088309,0.062771,,,,,,
977,8.141667,0.029775,0.08986,0.034755,0.017369,0.088322,0.04775,0.044987,0.089839,0.05164,0.031763,0.088303,0.062769,,,,,,
978,8.15,0.029772,0.089867,0.034758,0.017368,0.08832,0.047746,0.044983,0.089835,0.051641,0.031759,0.088306,0.062769,,,,,,
979,8.158333,0.02977,0.089866,0.03476,0.017369,0.088325,0.047753,0.044987,0.089837,0.051645,0.031726,0.088433,0.062841,,,,,,
980,8.166667,0.029759,0.089864,0.034762,0.017368,0.088322,0.047751,0.044981,0.089837,0.051645,0.031761,0.088312,0.062777,,,,,,
981,8.175,0.029761,0.089865,0.034757,0.017369,0.088322,0.047748,0.044983,0.089834,0.05165,0.031759,0.088307,0.062774,,,,,,
982,8.183333,0.029766,0.089865,0.034755,0.017366,0.088319,0.047747,0.04499,0.089834,0.051645,0.031758,0.088309,0.062773,,,,,,
983,8.191667,0.029768,0.089858,0.034748,0.01737,0.088325,0.047738,0.044989,0.089835,0.051643,0.031718,0.088439,0.062837,,,,,,
984,8.2,0.02977,0.08986,0.034741,0.017373,0.088319,0.047733,0.044995,0.089838,0.051638,0.031726,0.088446,0.062833,,,,,,
985,8.208333,0.029769,0.089863,0.034735,0.017375,0.088331,0.047727,0.045003,0.089838,0.051634,0.031724,0.088453,0.062828,,,,,,
986,8.216667,0.029773,0.089856,0.034731,0.017377,0.088333,0.04772,0.045,0.089829,0.051628,0.03177,0.088318,0.062754,,,,,,
987,8.225,0.029774,0.089857,0.034728,0.017378,0.088328,0.047715,0.045004,0.08983,0.051628,0.031774,0.088314,0.062752,,,,,,
988,8.233333,0.029771,0.089855,0.034723,0.017376,0.088325,0.047718,0.045005,0.089827,0.051634,0.031773,0.088312,0.062756,,,,,,
989,8.241667,0.029775,0.089858,0.03472,0.017378,0.08833,0.047709,0.044999,0.089835,0.051632,0.031775,0.08831,0.06275,,,,,,
990,8.25,0.029773,0.089853,0.03472,0.017377,0.088328,0.047705,0.045001,0.08983,0.051629,0.031777,0.088319,0.06275,,,,,,
991,8.258333,0.02978,0.089857,0.034712,0.01738,0.088324,0.047698,0.045008,0.089827,0.051629,0.03177,0.088322,0.062751,,,,,,
992,8.266667,0.02978,0.089847,0.034701,0.017378,0.088328,0.047688,0.045007,0.089826,0.051623,0.031775,0.088319,0.062747,,,,,,
993,8.275,0.029782,0.089847,0.034698,0.017379,0.088328,0.047689,0.045009,0.08983,0.051628,0.03177,0.088324,0.062742,,,,,,
994,8.283333,0.029785,0.089846,0.034689,0.017374,0.088334,0.04768,0.045016,0.089833,0.051627,0.031775,0.088319,0.062739,,,,,,
995,8.291667,0.029783,0.08984,0.03468,0.017378,0.088338,0.047676,0.045021,0.089825,0.051622,0.031772,0.088323,0.062738,,,,,,
996,8.3,0.029786,0.089845,0.03468,0.017382,0.088333,0.04767,0.045015,0.08983,0.051624,0.031775,0.088328,0.062742,,,,,,
997,8.308333,0.029782,0.089846,0.034675,0.017381,0.088336,0.047666,0.045023,0.089836,0.051631,0.031781,0.088328,0.062737,,,,,,
998,8.316667,0.029788,0.089842,0.034672,0.017384,0.088334,0.047664,0.045024,0.089827,0.051625,0.031785,0.088323,0.062733,,,,,,
999,8.325,0.029791,0.089844,0.034674,0.017384,0.088334,0.047654,0.045032,0.089829,0.051624,0.031788,0.088328,0.062738,,,,,,
1000,8.333333,0.029792,0.089846,0.034665,0.017389,0.088334,0.047656,0.045039,0.089825,0.051618,0.031789,0.088333,0.062729,,,,,,
1001,8.341667,0.029795,0.089844,0.03466,0.017386,0.088343,0.047647,0.045042,0.089826,0.051621,0.031795,0.08833,0.062734,,,,,,
1002,8.35,0.02979,0.089844,0.034649,0.017388,0.088339,0.047645,0.045036,0.089824,0.051621,0.031795,0.088336,0.062729,,,,,,
1003,8.358333,0.029796,0.089844,0.034646,0.017392,0.088343,0.04764,0.045041,0.089823,0.051619,0.031792,0.088337,0.062726,,,,,,
1004,8.366667,0.029798,0.08984,0.034638,0.017386,0.088345,0.047635,0.045049,0.089825,0.051618,0.031789,0.088346,0.062725,,,,,,
1005,8.375,0.029789,0.089833,0.034635,0.01738,0.088343,0.047627,0.045043,0.089825,0.051617,0.031796,0.088336,0.062724,,,,,,
1006,8.383333,0.02979,0.089831,0.034628,0.017382,0.088346,0.047628,0.045046,0.089822,0.051617,0.031797,0.088337,0.062719,,,,,,
1007,8.391667,0.029792,0.089836,0.034627,0.017385,0.088343,0.047623,0.045052,0.089814,0.051618,0.031797,0.088336,0.062721,,,,,,
1008,8.4,0.029786,0.08982,0.034622,0.017381,0.088341,0.047614,0.045052,0.089821,0.051619,0.031793,0.08834,0.062715,,,,,,
1009,8.408333,0.029798,0.089832,0.034617,0.017387,0.088349,0.047613,0.045056,0.089818,0.051616,0.031758,0.088474,0.062782,,,,,,
1010,8.416667,0.029789,0.089824,0.034606,0.017387,0.088349,0.047609,0.045054,0.089817,0.051615,0.0318,0.088349,0.062713,,,,,,
1011,8.425,0.029787,0.089829,0.034609,0.017382,0.088351,0.047603,0.045059,0.089822,0.051613,0.031792,0.088348,0.062713,,,,,,
1012,8.433333,0.029789,0.089832,0.034604,0.017386,0.088347,0.047601,0.045065,0.089821,0.051617,0.031797,0.088344,0.062708,,,,,,
1013,8.441667,0.029791,0.08983,0.034599,0.017379,0.088347,0.047594,0.045062,0.089821,0.051614,0.031756,0.088478,0.062779,,,,,,
1014,8.45,0.029786,0.089835,0.034598,0.017379,0.088345,0.047595,0.045052,0.089818,0.051614,0.0318,0.088351,0.062708,,,,,,
1015,8.458333,0.029789,0.089832,0.034598,0.017378,0.088346,0.047598,0.045057,0.089817,0.05161,0.031789,0.088349,0.062707,,,,,,
1016,8.466667,0.029787,0.089827,0.034594,0.017371,0.088347,0.047596,0.045055,0.089817,0.05161,0.031793,0.088349,0.062708,,,,,,
1017,8.475,0.029784,0.08983,0.034586,0.017374,0.088342,0.047589,0.045059,0.089816,0.051613,0.031793,0.088346,0.062705,,,,,,
1018,8.483333,0.029781,0.089829,0.034586,0.017368,0.088339,0.047588,0.045059,0.089815,0.051612,0.031797,0.088349,0.062706,,,,,,
1019,8.491667,0.029783,0.089829,0.034581,0.017371,0.088342,0.047584,0.04506,0.089823,0.051612,0.031794,0.08835,0.062702,,,,,,
1020,8.5,0.029781,0.089833,0.03458,0.017371,0.088347,0.047584,0.045064,0.089818,0.051614,0.031799,0.088349,0.062704,,,,,,
1021,8.508333,0.029782,0.089838,0.034578,0.017367,0.088342,0.047583,0.045058,0.08982,0.05161,0.031795,0.088355,0.062705,,,,,,
1022,8.516667,0.029778,0.089834,0.034576,0.017365,0.088343,0.047576,0.045061,0.089819,0.051608,0.031794,0.088348,0.062702,,,,,,
1023,8.525,0.029775,0.089828,0.034572,0.017369,0.088345,0.047577,0.045061,0.089818,0.051611,0.031797,0.088344,0.062698,,,,,,
1024,8.533333,0.02978,0.089834,0.034573,0.017367,0.088343,0.047576,0.045064,0.089821,0.051614,0.031795,0.088353,0.0627,,,,,,
1025,8.541667,0.029779,0.089823,0.034567,0.017368,0.088346,0.04757,0.045063,0.089814,0.051611,0.031793,0.088348,0.062693,,,,,,
1026,8.55,0.029779,0.08983,0.034561,0.017363,0.088351,0.047565,0.045066,0.089814,0.051607,0.031799,0.088353,0.062694,,,,,,
1027,8.558333,0.029786,0.089827,0.034555,0.017363,0.088347,0.047558,0.045071,0.089815,0.051611,0.031805,0.088355,0.062688,,,,,,
1028,8.566667,0.029776,0.089822,0.034547,0.017366,0.088346,0.047556,0.045072,0.089812,0.051607,0.031805,0.088347,0.062685,,,,,,
1029,8.575,0.029778,0.089821,0.034547,0.017371,0.088347,0.04755,0.045075,0.089813,0.051608,0.031803,0.088351,0.062684,,,,,,
1030,8.583333,0.029781,0.08982,0.034543,0.017367,0.088352,0.047543,0.045073,0.089812,0.051608,0.031805,0.088361,0.062683,,,,,,
1031,8.591667,0.029786,0.089828,0.034538,0.017371,0.08835,0.047538,0.045071,0.089813,0.051604,0.031756,0.088501,0.062748,,,,,,
1032,8.6,0.029785,0.089818,0.034536,0.017373,0.088349,0.047538,0.045074,0.089805,0.051594,0.031801,0.088364,0.062679,,,,,,
1033,8.608333,0.029789,0.089824,0.034533,0.017376,0.088349,0.047541,0.04508,0.089809,0.051595,0.031801,0.088352,0.062672,,,,,,
1034,8.616667,0.029768,0.089824,0.034527,0.017367,0.088356,0.04754,0.045067,0.089808,0.051592,0.031797,0.08835,0.062668,,,,,,
1035,8.625,0.029741,0.089845,0.034543,0.017342,0.088343,0.047554,0.045055,0.08981,0.051594,0.03178,0.088345,0.062691,,,,,,
1036,8.633333,0.029709,0.089846,0.034568,0.017312,0.088331,0.047587,0.045026,0.089822,0.051604,0.031773,0.088336,0.062708,,,,,,
1037,8.641667,0.029676,0.089865,0.034594,0.017296,0.088318,0.047619,0.045012,0.089834,0.051618,0.031754,0.088324,0.062723,,,,,,
1038,8.65,0.029645,0.089876,0.034615,0.017273,0.088317,0.047641,0.04499,0.089837,0.051625,0.031752,0.08831,0.062735,,,,,,
1039,8.658333,0.029631,0.08988,0.034638,0.017271,0.088313,0.04766,0.044975,0.089842,0.051628,0.031744,0.088302,0.06274,,,,,,
1040,8.666667,0.029612,0.089882,0.034643,0.017253,0.08831,0.047671,0.044972,0.089844,0.051633,0.031747,0.08829,0.062741,,,,,,
1041,8.675,0.029606,0.089883,0.034646,0.017252,0.088309,0.047684,0.044969,0.089841,0.051635,0.031738,0.088299,0.062753,,,,,,
1042,8.683333,0.029601,0.089884,0.034643,0.017252,0.088311,0.047677,0.04497,0.08984,0.051632,0.03174,0.088297,0.062748,,,,,,
1043,8.691667,0.029611,0.089877,0.034632,0.01726,0.088316,0.047661,0.04498,0.089839,0.051627,0.031744,0.088306,0.062742,,,,,,
1044,8.7,0.029629,0.089877,0.03461,0.017275,0.088319,0.047646,0.044983,0.089833,0.051617,0.03175,0.088304,0.062732,,,,,,
1045,8.708333,0.029635,0.08987,0.034596,0.017285,0.088325,0.047628,0.044998,0.089834,0.051615,0.031748,0.088316,0.062716,,,,,,
1046,8.716667,0.02964,0.089866,0.034584,0.017288,0.08833,0.047618,0.045007,0.089834,0.051607,0.031747,0.088319,0.062711,,,,,,
1047,8.725,0.029645,0.089866,0.03458,0.017294,0.088325,0.047614,0.04501,0.089829,0.051608,0.031748,0.088317,0.062715,,,,,,
1048,8.733333,0.02964,0.089863,0.034584,0.017289,0.088328,0.047613,0.045005,0.089825,0.051611,0.031753,0.088312,0.062713,,,,,,
1049,8.741667,0.029635,0.089869,0.03459,0.017286,0.088317,0.047619,0.045003,0.089828,0.051615,0.031744,0.088313,0.062716,,,,,,
1050,8.75,0.029637,0.089868,0.034588,0.017282,0.088327,0.047617,0.044998,0.089826,0.051615,0.031751,0.088313,0.062717,,,,,,
1051,8.758333,0.029637,0.089865,0.034588,0.017283,0.088322,0.047617,0.045,0.089822,0.051611,0.031752,0.088317,0.06272,,,,,,
1052,8.766667,0.029634,0.08986,0.034579,0.017288,0.08832,0.047613,0.045006,0.089827,0.051616,0.031754,0.088319,0.062713,,,,,,
1053,8.775,0.029635,0.089863,0.034571,0.01729,0.088318,0.047604,0.045013,0.089824,0.051614,0.031753,0.088312,0.062712,,,,,,
1054,8.783333,0.029649,0.089861,0.034564,0.01729,0.088322,0.047592,0.045015,0.089827,0.051606,0.031758,0.088326,0.062706,,,,,,
1055,8.791667,0.029651,0.089865,0.034556,0.017293,0.088322,0.04759,0.045017,0.089827,0.051604,0.031764,0.088322,0.062705,,,,,,
1056,8.8,0.029649,0.089861,0.034551,0.01729,0.088328,0.047586,0.045015,0.089828,0.051606,0.03176,0.088332,0.062708,,,,,,
1057,8.808333,0.029645,0.089861,0.03455,0.017289,0.088323,0.047588,0.045017,0.089828,0.051607,0.031761,0.088324,0.062703,,,,,,
1058,8.816667,0.029643,0.089857,0.03455,0.017284,0.088323,0.047585,0.045016,0.089824,0.051604,0.031765,0.088324,0.062698,,,,,,
1059,8.825,0.029646,0.089858,0.034549,0.017288,0.088328,0.047583,0.045018,0.089826,0.051607,0.031769,0.088323,0.062702,,,,,,
1060,8.833333,0.029647,0.089859,0.034544,0.017288,0.088328,0.04758,0.045024,0.089821,0.051609,0.031769,0.088322,0.062703,,,,,,
1061,8.841667,0.029652,0.08986,0.034543,0.017286,0.08833,0.047581,0.045027,0.089824,0.051603,0.031771,0.08833,0.062699,,,,,,
1062,8.85,0.029653,0.089859,0.034536,0.017287,0.088333,0.047582,0.04502,0.089819,0.051597,0.031776,0.088328,0.0627,,,,,,
1063,8.858333,0.029655,0.089858,0.034537,0.01729,0.088329,0.047571,0.045026,0.089822,0.051602,0.031773,0.088325,0.0627,,,,,,
1064,8.866667,0.029656,0.089853,0.034526,0.017289,0.08833,0.047569,0.045026,0.089824,0.051599,0.031775,0.088331,0.062698,,,,,,
1065,8.875,0.029656,0.089854,0.034531,0.017292,0.08833,0.047574,0.045025,0.089824,0.0516,0.031772,0.088337,0.0627,,,,,,
1066,8.883333,0.029649,0.089856,0.034526,0.017289,0.088335,0.047566,0.045027,0.089817,0.051601,0.031773,0.088333,0.062698,,,,,,
1067,8.891667,0.029654,0.089852,0.03452,0.017289,0.08834,0.047566,0.045029,0.089819,0.051595,0.03177,0.088331,0.062703,,,,,,
1068,8.9,0.029651,0.089849,0.03452,0.017283,0.088335,0.047559,0.045033,0.089823,0.051599,0.031771,0.088334,0.062697,,,,,,
1069,8.908333,0.029652,0.089846,0.034515,0.01729,0.08833,0.047558,0.045034,0.089823,0.0516,0.031773,0.088335,0.062695,,,,,,
1070,8.916667,0.029652,0.089847,0.034513,0.017284,0.088337,0.047552,0.045033,0.089824,0.051595,0.031772,0.088341,0.062695,,,,,,
1071,8.925,0.029651,0.089848,0.034506,0.017286,0.08834,0.047555,0.045041,0.089824,0.051596,0.03177,0.088334,0.062688,,,,,,
1072,8.933333,0.029651,0.089845,0.034504,0.017283,0.088335,0.047549,0.045031,0.089818,0.051593,0.031768,0.088334,0.062693,,,,,,
1073,8.941667,0.029642,0.089844,0.034507,0.017283,0.088336,0.047548,0.045022,0.089813,0.051593,0.031766,0.088336,0.062693,,,,,,
1074,8.95,0.029637,0.089842,0.034503,0.017278,0.088334,0.047551,0.045026,0.089821,0.051593,0.031768,0.088337,0.062696,,,,,,
1075,8.958333,0.029635,0.089844,0.034505,0.017276,0.088331,0.04755,0.045025,0.089815,0.0516,0.03177,0.088337,0.062695,,,,,,
1076,8.966667,0.029636,0.089847,0.034498,0.017281,0.088334,0.047547,0.045029,0.089814,0.051597,0.031772,0.088336,0.062698,,,,,,
1077,8.975,0.029637,0.089846,0.034498,0.017279,0.088331,0.047544,0.045039,0.089816,0.051598,0.031776,0.088339,0.062694,,,,,,
1078,8.983333,0.02964,0.089848,0.034494,0.017281,0.088331,0.047539,0.045036,0.089816,0.051588,0.03177,0.08834,0.062691,,,,,,
1079,8.991667,0.029639,0.089843,0.034494,0.017277,0.088338,0.047536,0.045036,0.089815,0.051594,0.031776,0.088343,0.062687,,,,,,
1080,9,0.029636,0.08984,0.034487,0.017279,0.088333,0.04753,0.045039,0.089814,0.051586,0.03178,0.088341,0.062685,,,,,,
1081,9.008333,0.029637,0.089841,0.034478,0.017277,0.088333,0.047527,0.045043,0.089817,0.051589,0.03177,0.088345,0.062683,,,,,,
1082,9.016667,0.029638,0.089839,0.034478,0.017278,0.088338,0.047526,0.045043,0.089819,0.051594,0.031775,0.088341,0.062683,,,,,,
1083,9.025,0.029633,0.089836,0.034477,0.017275,0.088335,0.047523,0.045047,0.089815,0.051596,0.031777,0.088348,0.062681,,,,,,
1084,9.033333,0.029635,0.089836,0.034477,0.017274,0.088331,0.047527,0.045043,0.089816,0.0516,0.031772,0.08835,0.062685,,,,,,
1085,9.041667,0.029639,0.08984,0.034476,0.017275,0.088326,0.047518,0.045048,0.089815,0.051599,0.031777,0.08835,0.062688,,,,,,
1086,9.05,0.02964,0.089831,0.034467,0.017275,0.088331,0.047517,0.045049,0.089817,0.05159,0.031777,0.088345,0.062681,,,,,,
1087,9.058333,0.029636,0.089837,0.034466,0.017278,0.088332,0.047512,0.045048,0.089812,0.051592,0.031769,0.088348,0.062678,,,,,,
1088,9.066667,0.029639,0.089836,0.034457,0.017274,0.088331,0.047512,0.045052,0.089818,0.051598,0.031775,0.088342,0.062676,,,,,,
1089,9.075,0.029637,0.08984,0.034455,0.017276,0.088338,0.047505,0.045051,0.089813,0.051593,0.031778,0.08834,0.062678,,,,,,
1090,9.083333,0.029636,0.089838,0.034454,0.017271,0.08833,0.047504,0.045048,0.089811,0.051595,0.03177,0.088347,0.062676,,,,,,
1091,9.091667,0.029633,0.089842,0.034455,0.017271,0.088337,0.047503,0.045049,0.089814,0.051591,0.031776,0.088348,0.06267,,,,,,
1092,9.1,0.02963,0.089831,0.034451,0.01727,0.088337,0.047498,0.045054,0.089816,0.05159,0.031775,0.088348,0.062673,,,,,,
1093,9.108333,0.029631,0.08983,0.034446,0.017274,0.08833,0.047494,0.045054,0.089815,0.051595,0.031775,0.088343,0.062674,,,,,,
1094,9.116667,0.029633,0.089832,0.034444,0.017274,0.088334,0.047498,0.045055,0.089816,0.051592,0.03178,0.088344,0.06267,,,,,,
1095,9.125,0.029629,0.089832,0.034443,0.017272,0.088337,0.047493,0.045059,0.089812,0.051589,0.031778,0.088348,0.062673,,,,,,
1096,9.133333,0.029631,0.089833,0.034434,0.01727,0.088335,0.04749,0.04506,0.089814,0.051591,0.031779,0.088348,0.062668,,,,,,
1097,9.141667,0.029636,0.089835,0.034434,0.017277,0.088342,0.047488,0.045064,0.089808,0.051589,0.031782,0.088349,0.06267,,,,,,
1098,9.15,0.029632,0.089826,0.034429,0.017269,0.088342,0.047489,0.045062,0.089811,0.051585,0.031783,0.088349,0.062666,,,,,,
1099,9.158333,0.029633,0.089828,0.034427,0.017269,0.088338,0.047483,0.045065,0.089817,0.051591,0.031782,0.088347,0.062661,,,,,,
1100,9.166667,0.029629,0.089833,0.03443,0.017269,0.088333,0.047483,0.045064,0.089815,0.051588,0.031781,0.088347,0.062665,,,,,,
1101,9.175,0.029629,0.089826,0.03443,0.017271,0.088342,0.047483,0.045061,0.089809,0.05159,0.031786,0.088348,0.062663,,,,,,
1102,9.183333,0.029629,0.089831,0.034422,0.017272,0.088338,0.047474,0.045066,0.089807,0.051586,0.031788,0.088351,0.06266,,,,,,
1103,9.191667,0.029635,0.089831,0.034422,0.01727,0.088333,0.047475,0.045074,0.089813,0.051588,0.031792,0.088348,0.062662,,,,,,
1104,9.2,0.029632,0.089827,0.034416,0.017268,0.088338,0.047466,0.045071,0.089812,0.051586,0.031789,0.08835,0.062661,,,,,,
1105,9.208333,0.029633,0.089826,0.034417,0.017269,0.088331,0.047468,0.045067,0.089808,0.051587,0.031788,0.088356,0.062655,,,,,,
1106,9.216667,0.029634,0.089824,0.034408,0.017274,0.088339,0.047468,0.045068,0.08981,0.051587,0.031789,0.088355,0.062656,,,,,,
